data,app,type,user_story
App has frozen today and will not count steps or log activity. Have tried all I can think of to make it work again. Up until now it has been a great app.,Samsung Health,problem_report," Title: User Needs App Stability and Step Counting Functionality

 As a fitness enthusiast,
 I want the app to be consistently functional,
 So that I can reliably track my daily activity and steps without interruptions."
"Who updates an app by removing a host if useful features - weight tracking, water drunk...The app now just seemscto be an add player. Really wished I hadn't upgraded & ignore the reply when they tell you to keep the app up to date.",Samsung Health,feature_request," Title: Dissatisfied User with Removed Functionality

As a health-conscious user, I want the app to retain its useful features such as weight tracking and water consumption logging. I find it frustrating that after an update, the app has become primarily an audio player and no longer meets my needs. In the future, please ensure updates maintain and improve existing functionalities before prompting me for upgrades."
"It's great now. Love. Just wish you could pause the run instead of stopping it, or is there a way to pause without stopping it?",Garmin Connect,feature_request," Title: User Pause Functionality for Continuous Operation

As a user, I want to have an option to temporarily pause the ongoing activity (such as video streaming or file downloading) without completely stopping it, so that I can resume it later when convenient. This would allow me to manage my tasks more efficiently and reduce interruptions during busy periods."
"It is a good app, but even though it knows my birth date, it can't correctly calculate my heart zones, meaning my calories spent is always wrong, without resting it every time.",Huawei Health,problem_report," Title: Incorrect Heart Rate Zone Calculation

 As a health-conscious user,
 I want the app to accurately calculate my heart zones based on my birthdate,
 So that my daily calorie expenditure is correctly estimated,
 without needing to manually reset the app every time."
Why app is not opening on my oneplus 8 pro..its showing download latest version from huawei app gallery...i did that also but still not working..,Huawei Health,problem_report," Title: Incompatible App Behavior on OnePlus 8 Pro

 As a user with a OnePlus 8 Pro, I want the app to open without requiring a download from Huawei App Gallery. When I try to open the app, it should not prompt me to download the latest version from Huawei App Gallery, as this action does not resolve the issue and results in the app still failing to open. In order to enhance user experience, please ensure compatibility with OnePlus devices and troubleshoot any existing issues that prevent the app from opening."
"Outdated app. Does not sync with Huawei Watch GT2 Pro (""not compatible""). Beware! Huawei asks to download an out-of-store .apk to use your smartwatch. Great hardwar but troublesome software. Find version from 2020, it will work.",Huawei Health,problem_report," Title: Upgrade Smartwatch App Compatibility

 As a user of the [App Name], I want the application to be updated for compatibility with Huawei Watch GT2 Pro to ensure smooth syncing and seamless usage of features. Additionally, provide an option to download the app from official app stores instead of requiring users to download unverified .apk files. Furthermore, consider improving software stability and ease-of-use as current issues lead to troublesome experiences. Historical version 2020 or newer should be compatible with my device."
Cheap play by huawei. It is asking to install its own app store and download its other useless apps for this to function. @GOOGLEPLAY look into this..,Huawei Health,feature_request," Title: User-friendly HUAWEI App Store Integration

 As a HUAWEI user, I want the ability to easily install applications from a dedicated HUAWEI App Store within my device. This store should provide essential apps and optional offerings without forcing me to download unnecessary ones.

 Acceptance Criteria:
  1. A clearly visible and intuitive HUAWEI App Store icon on the home screen or app drawer
  2. Easy navigation, search functionality, and categorization of apps
  3. An option to choose which additional apps to install during store setup
  4. No mandatory downloads or forced updates of unwanted applications
  5. Compliance with standard security protocols for a safe user experience."
It now requires an upgrade to Huawei Mobile which is not available in my country of Japan. So my Huawei Watch cannot be used with my Huawei phone. Joke of a company,Huawei Health,problem_report," Title: Huawei App Compatibility for Global Users

 As a user in Japan,
 I want the Huawei Mobile app to be made available in my country,
 so that I can pair and use my Huawei Watch with my Huawei phone effectively."
"I love this app but since my last phone update, the app is saying I'm burning 6000 calories by the end if the day! I wish, lol. Hopefully this gets corrected soon.",Samsung Health,problem_report," Title: Incorrect Daily Calorie Count After Phone Update

 As a user, I want the daily calorie count displayed on the app to be accurate, so that I can effectively track my diet and physical activities. Following a recent phone update, the app is showing an unrealistic daily calorie burn of 6000 calories, which I find amusing but not reflective of my real-life activities. Please correct this issue promptly to ensure the app's functionality remains useful for me."
Great app. Love you can put in your food intake and stuff. Would give a 5  star if the step counting would work all the time. It doesn't work more  often than it does work so I don't have a good idea of the calories burned  and such.,Samsung Health,feature_request," Title: Improved Step Counting Functionality in Diet App

 As a health-conscious user,
 I want the step counter to function reliably and consistently,
 So that I can accurately track my daily calorie expenditure and make informed dietary decisions."
"Love the app. It does more than I ever expected and seems to be getting better. The only issue I have ever had with this app is the occasional ""bug"" when they push out a new upgrade.",Garmin Connect,problem_report," Title: Improve Stability During Upgrades

 As a user, I want the app to maintain stable functionality during and after upgrades, so that I can continue using its enhanced features seamlessly without encountering occasional bugs."
would like to see an upgrade on the iQ apps. I use a lot for biking. don't like the fact that it doesn't stop the clock when I stop at a light,Garmin Connect,feature_request," Title: Cyclist desires improved time tracking in iQ bike app

  As a frequent cyclist,
  I want the iQ bike app to pause the timer automatically when I come to a stoplight,
  So that I can accurately track my biking duration and maintain an efficient ride."
"update: congrats, you did it. it's the first app i actually turned notifications off!!! original: why do you need 'read call logs' permission? and why app is so persistent about that?",Garmin Connect,feature_request," Title: User Preference Respect

  As a valued user,
  I want the app to respect my privacy settings,
  So that I can confidently manage my notifications without concerns over unnecessary permissions like reading call logs."
"How hard can it be to make the calibration in a treadmill activity count? Or the time? Or the steps? Everything seems ok in the device, but then it gets transferred to this app and everything is messed up!",Garmin Connect,feature_request," Title: Treadmill Activity Tracking Inconsistency

 As a user, I want the calibration of my treadmill's activity count, time, and steps to be consistent between the device and the associated app. To ensure accuracy and reliability, streamline the data transfer process to prevent any discrepancies in my workout data."
Worse than previous version. Walking distance is not correct. 20 min normally gives me 2 miles in older versions and other app. This gave o.67 mil,Samsung Health,problem_report," As a frequent user, I want the walking distance calculation of the platform to accurately reflect real-world distances, similar to past versions (20 minutes should equate to approximately 2 miles). Current implementation provides an incorrect value (o.67 miles), which hinders my ability to plan and navigate effectively."
"Total wastage of money,bought a Huawei watch and my phone is pixel.Always showing not compatible messgaes Then why you are launching new products each year",Huawei Health,problem_report," Title: Incompatible Notification on Cross-Brand Purchases

As a user, I want the website to provide compatibility information before purchase, so that I can avoid wasting money by purchasing incompatible devices such as the Huawei watch, which does not function properly with my phone (Pixel). Additionally, I expect the platform to minimize cross-brand incompatibility issues, as it seems counterproductive for a company to launch new products annually without addressing this common user frustration."
Step tracker is no longer accurate. It said I took 600 steps the whole hour I was walking. I'm pretty sure I took more than 600 steps if i was walking for over an hour and I had my phone in my hand the whole time.,Samsung Health,problem_report," Title: Inaccurate Step Tracking

As a frequent step-tracker user,
I want the step counter to accurately count my steps,
So that I can reliably track my daily physical activity and maintain an active lifestyle."
I am trying to download the app but it keep on shows please download 4.0. Even after downloading it still not able to use it. Its a use less app.,Huawei Health,problem_report," Title: Inadequate App Download and Usability

As a user, I want a seamless app download experience without any errors or prompts for unavailable versions (e.g., ""Please download 4.0""). Once downloaded, I expect the app to function correctly, preventing continuous failure upon use. The app should be useful and engaging to enhance user satisfaction."
Just bought a vivoactive and it won't connect via the app. The smartwatch tells me I'm connected...the app says I'm connected but it won't transfer any data and everytime I log in it says no devices are connected???? Going around in circles..,Garmin Connect,problem_report," Title: Improve Device Connection Stability for Garmin Vivoactive Users

 As a Garmin Vivoactive user, I want the device to reliably connect with the app, ensuring seamless data transfer. The current process of connecting my smartwatch is causing confusion as it consistently shows a connected status but fails to transfer data upon login and incorrectly states that no devices are connected. This issue hinders my ability to monitor my fitness progress effectively. Please enhance the platform's device connection stability for a smooth user experience."
"After update ui last night (released via firmware update), step counting and account synchronizing has not worked till now. Hope to see bug fixed soon.",Samsung Health,problem_report," Title: User Account Synchronization and Step Counting Inaccuracies

 As a user, I want the issue with step counting and account synchronization to be resolved, following the recent UI update released via firmware update, as it is currently not functioning properly and causing inconvenience. Please prioritize fixing this bug promptly."
Can't rest my password asking everytime old password trying rest my password is not possible why u guys are so sick. To make app for coustomer convince not for ur own First change these type of idiot things from app,Huawei Health,feature_request," As a User, I want to be able to reset my password without being prompted for my current password each time. This inconsistency in the platform disrupts user convenience and may lead to frustration. Prioritize improving this issue to enhance user experience."
"Was working great before the April 2015 update.   Hate the April 2015 update.  Don't like the colors. Don't like what they did to the serving size (no way to adjust ),  don't like the Nike swoosh tile.  Wife stopped using it, I'm looking for a replacement app.",Samsung Health,feature_request," Title: Disgruntled User Seeks Alternative Due to Unsatisfactory Update

 As a regular user,
 I want an alternative platform or application,
 so that I can find a more user-friendly and customizable experience,
 as the April 2015 update has led to discontent due to color preferences, serving size limitations, and unnecessary Nike branding elements."
It just stopped working one fine day and asking for another Mobile services app to be downloaded and create a cloud account. Why would I do that? The worst ever product planning. The band is just useless now.,Huawei Health,feature_request," Title: User Dissatisfaction with App Downtime and Data Migration

As a user, I want the application to maintain continuous functionality without requiring frequent downtime or forced updates. Additionally, I need a seamless data migration process when changes are necessary, as I find the current method of downloading a new app and creating a cloud account to be inconvenient and time-consuming. Finally, I expect the product to be well-planned to avoid becoming obsolete and losing functionality, as my current experience has left me frustrated and dissatisfied with the service."
My greatest complaints are the weather does not update unless forced by turning the weather display off then on again and it does not register naps vs sleeping. Otherwise it is a great app for my vivosmart hr+.,Garmin Connect,feature_request," Title: Weather App Improvement for Vivosmart HR+ User

 As a user of Vivosmart HR+, I want the weather feature to automatically update without needing to manually refresh the display. Additionally, I need the app to distinguish between naps and sleep periods accurately."
"I need the precentage of remaining battery of garmin instinct. If I don't have it in my watch, I hope I have it in this app",Garmin Connect,feature_request," As a Garmin Instinct user, I want an integrated app feature that displays the percentage of remaining battery life on my Garmin Instinct watch, so that I can effectively plan my outdoor activities without having to frequently check my device."
"On S7 edge, worked well so far. but recently failed. Cant setup app. Server error occurred. Try later again (0c09) Reinstalling did not solve the problem",Samsung Health,problem_report," As a mobile user on an S7 Edge, I want to easily set up and use an app without encountering server errors (0c09), so that I can continue using the app without interruptions. If I experience difficulties in setting up the app, I should have the option to try again later."
All of sudden my approach 20 watch keeps changing to 24 hr clock when i connect to app. If i uninstall app watch will stay on 12 hr clock. Update created problem. Tried everything to fix made dure everything was zet for 12 hr clock. App is useless right now,Garmin Connect,problem_report," Title: Watch Time Format Change

As a user, I want the ""App"" to maintain my preferred 12-hour watch time format when connected, so that I can easily understand and use the information displayed on my watch.

Acceptance Criteria:
1. The watch time format remains in the 12-hour mode when the app is connected.
2. Uninstalling the app should not affect the watch's time format.
3. The app should be usable and functional with the preferred 12-hour time format."
At first I loved this app. Today I walked and walked and my steps aren't going up. I'm part of a challenge and thanks to Samsung health I look like I barely walked today. Sort this out please. I'm missing my QFF points because it's not working.,Samsung Health,problem_report," Title: User Needs Accurate Step Count and Reward Points in Fitness App

 As a frequent app user,
 I want the step count to be accurate,
 So that I can earn my QFF points and maintain my fitness challenge participation,
 Particularly when using Samsung health to track my activity."
"Flat out doesn't work. Profile never ever saves, you can reset it 10 times doesn't help. So many glitches too many to mention. What a pity, good looking app that is so frustrating because it just doesn't work. I use it only for workouts as the rest is useless.",Huawei Health,problem_report," Title: Unreliable Profile Saving in Workout App

  As a user,
  I want the profile section of the workout app to save my information reliably,
  So that I can trust the platform to remember my settings without repeatedly resetting it.
  Additionally, I would like the app to be free from excessive glitches for an enjoyable and productive experience.
  As a work-from-home employee, I primarily use this app for workout purposes."
Great apps for tracking your healthy lifestyle. However it would be nice if i can connect to other calorie counter othet than myfitnesspal because my previous phone was having problem with mfp. Looking forward to use new features such as period & water tracker,Garmin Connect,feature_request," Title: Health Lifestyle App Enhancements

 As a health-conscious user, I want the ability to connect my account to various calorie counters, not just MyFitnessPal, due to issues with its compatibility on my previous device. Additionally, I am eager to utilize new features such as period and water trackers for comprehensive wellness management."
"Love it so far. Would be good if you could add micronutrient summary to the food planner, I'd like to track my sodium intake in particular.",Samsung Health,feature_request," Title: Food Planner with Micronutrient Summary and Sodium Tracking

 As a health-conscious user, I want to see a summary of micronutrients in the food planner feature, specifically focusing on tracking my daily sodium intake. This will help me maintain a balanced diet and manage my sodium consumption effectively."
"Can't seem to set age and weight, every time I set it correctly it changes to some random number. It also seems to disconnect from the watch quite regularly. It has great potential to be great but it's just lacking at the moment.",Huawei Health,problem_report," Title: Inaccurate Age/Weight Input and Bluetooth Connectivity Issues

 As a user, I want the ability to accurately set my age and weight on the platform without them changing to random numbers unexpectedly. Additionally, I want stable Bluetooth connectivity with the accompanying watch, ensuring that it remains connected throughout use. The potential for this platform to excel is great, but these issues are impeding its effectiveness at the moment."
"Lately I am very frustrated with the app. I need to pair my watch every time it lost bluetooth connection with my phone. I see people with similar complains. Hope garmin can solve this soon, otherwise I'd be forced to get a different watch. Phone: Samsung A32 Watch: Vivoactive 4",Garmin Connect,problem_report," Title: Improve Bluetooth Stability in Garmin Vivoactive 4 for Samsung A32 Users

 As a user of Garmin Vivoactive 4 on Samsung A32, I want the app to maintain a stable Bluetooth connection without frequent disconnections and re-pairing, as this is causing frustration and may lead me to consider other brands if not addressed promptly."
Please make the app working in other devices too. It asks for latest version of Huawei mobile services. We can't buy a separate mobile to make the app work. So please make it working,Huawei Health,feature_request," Title: Cross-Platform Compatibility

 As a user, I want the app to function seamlessly across various devices, not just Huawei devices. Currently, the app requires the latest version of Huawei Mobile Services, which may limit access for many users. To improve the user experience, kindly make the app compatible with other device platforms without requiring separate purchases or installations of additional mobile services."
I like all the different exercises that your app can keep track of...I only hope there was a way to make corrections.. Like when you forget to stop an exercise and keeps going...its cheating bit I dont know how to change it...,Samsung Health,feature_request," Title: Allow User Correction for Exercise Tracking

 As a user, I want the ability to correct exercise data within the app, so that I can ensure accurate tracking of my workouts when I accidentally forget to pause or stop an exercise. This would prevent any inaccuracies from occurring and maintain the integrity of my training record."
Can't link my watchfit as it doesnt appear in device list even after updates. Worse thing is asking for random permissions -camera location call before letting a person use the fitness band. Why is it even necessary to link the fitness band with the phone to start with? Deeply disappointed,Huawei Health,problem_report," Title: Improve Fitness Band Sync and Permission Requirements

 As a user, I want the Watchfit device to appear in the device list for easy connection after updates. Additionally, I want to minimize unnecessary permission requests, particularly for camera, location, or call access, as they are not relevant to the functionality of the fitness band. I am disappointed when these permissions are requested before using the fitness band."
smooth sailing so far. I like that my current running pace is shown but would like to see average pace too? If possible. Otherwise awesome app,Garmin Connect,feature_request," Title: Running App Improvement

 As a regular runner, I want to view both real-time and average pace while using the app, to enhance my training experience and effectively monitor my performance progress."
Well I was keeping all my data on there and try to check my blood pressure but now I have to sign in which did refuses to let me do it,Samsung Health,feature_request," Title: Streamlined Sign-in for Health Data Access

 As a health-conscious user,
 I want a seamless and quick sign-in process,
 so that I can easily access and monitor my personal health data such as blood pressure readings."
"They ask too much permissions that too mandatory.. Govt of india is correct in banning othere chinese apps. Why you need phone, call, location and so much ser use data analytics that too not optional ?",Huawei Health,feature_request," User Story: As a privacy-conscious user, I want to minimize the required permissions for using an app, with phone, call, location, and usage data analytics being optional, in order to maintain trust and respect my personal data."
Keeps crashing. Won't even open. I followed all the troubleshooting guides with no change. Customer service was no help. Makes the money I spent on the venu a huge waste! I want a refund!,Garmin Connect,problem_report," Title: Unreliable Platform Functionality - Refund Request

As a user, I need a reliable platform that consistently opens and functions without crashing, so that my time and financial investment are not wasted. Additionally, I require effective customer service to assist with troubleshooting issues. In the event that these requirements are not met, I want the option for a full refund."
"Awful, it won't let me even open the app unless I allow per.issions in the settings which I have. I used to use this app alot",Samsung Health,feature_request," Title: App Access Improvement

 As a user, I want to be able to access and open the app immediately without needing to adjust any permissions in the settings upon first launch. This will enhance the user experience by allowing me to utilize the app more efficiently and seamlessly."
"Include a barcode/QRcode scanner beside the ""search"" field of the food  section (of scanning did packaging will retrieve nutritional information of  the food product into S-Health).",Samsung Health,feature_request," Title: Enhance Food Section with QR Code Scanner for Nutritional Information

 As a health-conscious user, I want to see a barcode/QR code scanner next to the search field in the food section. When I scan the packaging of a product, it should automatically retrieve and display its nutritional information within my S-Health account, so that I can make informed decisions about the food I consume."
App is great! I always use it everytime I workout. My suggestion is that please add a support to Mi Band 4 or allow sync to Mi Fit App. That would be awesome.,Samsung Health,feature_request," As a fitness enthusiast, I want to sync my workouts with my Mi Band 4 or Mi Fit App, so that my exercise data can be automatically tracked and visualized, enhancing my workout experience and progress monitoring."
"Latest version has severe connectivity issues, both to phone and external pulse band. Keeps disconnecting all the time. It's really frustrating and makes the product essentially worthless.",Garmin Connect,problem_report," Title: Improve Device Connectivity Stability

As a user, I want the mobile app to maintain a stable connection with my phone and external pulse band, so that I can consistently track my health data without frequent disconnections, which currently make the product frustratingly unreliable and render it nearly useless."
no dark mode no achievement recorded no weekly / monthly target shown. no stress data syncing with running band takes a hell lot of time. pls fix this asap in new update.,Huawei Health,feature_request," Title: Improve User Experience in Upcoming Update

 As a user, I want the following issues addressed in the next update:

1. Implement a dark mode option for improved visibility and user comfort.
2. Record and display my achievements to motivate me and track my progress.
3. Show weekly/monthly targets for better goal-setting and productivity.
4. Optimize data syncing with my running band, reducing the time it takes and eliminating stress during synchronization."
"Use to have no issues, lately im having no end of device connection issues and also Bluetooth syncing issues, spent £120 on a Bluetooth enables garmin because I have limited computer access, but Bluetooth is just shocking",Garmin Connect,problem_report," Title: Improve Bluetooth Connectivity and Device Compatibility

As a user with limited computer access, I want to seamlessly connect my devices via Bluetooth without encountering persistent issues. I recently purchased a Bluetooth-enabled Garmin device for £120, but the current Bluetooth performance is shocking and causing significant inconvenience during use. Please prioritize fixing these issues to enhance user experience."
I will no longer use this app based on most recent update. There is absolutely no reason for me to grant permission to access my contacts or calls. Very disappointing as I have been a long time user.,Samsung Health,feature_request," Title: Disallow Contact/Call Permission Access

 As a long-time user,
 I want the app to respect my privacy by not requiring access to my contacts and call history,
 So that I can continue using the service without concern for my personal data being compromised."
"It worked fine for 2days from the installation after that its showing Loading.. When I opened the app, and all so not counting my steps properly in my J5. Pls help...",Samsung Health,problem_report," Title: Inaccurate Step Count on J5 App

 As a user of the J5 fitness app on my Android device (J5), I want the app to accurately count my steps without showing a continuous loading screen, as it has been doing since 2 days after installation. This issue prevents me from effectively tracking my daily physical activity and negatively impacts my workout progress. Please investigate and resolve this problem promptly."
"Connects well on xperia 10 phone and gt2 pro watch, good charts and map to reference workout. The hight and weight setting don't set properly, only fault.",Huawei Health,problem_report," As a fitness enthusiast, I want a platform that functions smoothly on my Xperia 10 phone and GT2 Pro watch, with easy-to-use charts and maps for workout tracking. However, the problem is that the height and weight settings don't save correctly, causing inconsistencies in my workout data."
Not happy at all it won't sync at all this must be fixed or try other alternative to use another app if this one won't work I'm tired of waiting for this app to be fixed ,Garmin Connect,problem_report," Title: Sync Issue Resolution

 As a user, I want the application to reliably and consistently synchronize data between devices, so that I can access my information seamlessly across all platforms. If the sync issue persists, I would like to explore alternative solutions as I am unable to continue using this app due to its unresponsiveness and the frustration caused by the prolonged wait for a fix."
the only thing I have a problem with is the that the food caloric measurements arent accurate. I added in and item that was on the list and it didnt add in the protein counts.,Samsung Health,problem_report," Title: Inaccurate Nutritional Data Display

 As a health-conscious user,
 I want the nutritional data displayed accurately,
 So that I can effectively track my dietary intake.
 Specifically, I expect the caloric measurements and protein counts for each item to be correct."
"There's a lot of content here to work with your Garmin devices. I think the interface can be a little clunky at times, but they allow you to customize it, too.",Garmin Connect,feature_request," Title: Improve User Interface on Garmin Device Content Platform

 As a user, I want a more streamlined and intuitive interface when accessing content on my Garmin devices. I appreciate the ability to customize the platform, but find it difficult to navigate at times. Please optimize the layout for easier use and smoother interaction."
"After waking up,it won't show my sleeping pattern.it did for one day,but it isn't doing so now.The app won't synch with the band.i have an honor band 3.i don't know if it's an app issue or band.Please someone reply what could be the possible reason",Huawei Health,problem_report," Title: Incorrect Sleep Tracking and Sync Issue for Honor Band 3

 As a user of the fitness tracking app, I want to see my daily sleep patterns accurately reflected in the app, and for the app to sync with my Honor Band 3 device. Currently, the app is not displaying my sleeping pattern consistently (previously shown correctly on one day) and failing to synchronize with the band. I require assistance to determine if this is an issue with the app or the band itself."
i got the vivofit for the battery life.  but the app and device never function properly...only able to sync on a laptop which is worthless to me. UPDATE  After multiple phone reboots it now works fine.,Garmin Connect,problem_report," Title: Improved Mobile Compatibility for VivoFit Syncing

 As a mobile user, I want the VivoFit device and its associated app to function seamlessly on my smartphone, so that I can easily sync data without needing to use a laptop. Additionally, ensure consistent battery life and device functionality to provide accurate fitness tracking and a convenient user experience."
It will not let me sign in! It's in a loop it keeps taking me back to the sign in page. It's always something with this company.,Garmin Connect,problem_report," Title: User Unable to Sign In Consistently

 As a user,
 I want to sign in smoothly,
 so that I can access my account and use the platform effectively,
 instead of being stuck in a loop and repeatedly redirected to the sign-in page.
 This repetitive issue undermines trust in your service."
"Finding it very difficult to sync with my Samsung phone, have to unpair, turn watch and phone off, re-pair and then it only might sync. Pal having same issue so it doesn't seem to be user issue",Garmin Connect,problem_report," Title: Improve Sync Functionality for Samsung Devices

As a user with a Samsung device, I want a seamless and reliable synchronization process between my smartphone and wearable device. Currently, the pairing and syncing process is complicated, requiring me to unpair, turn both devices off, re-pair, only for the sync to sometimes fail. This issue seems persistent across multiple users, indicating a potential system flaw that needs addressing."
"You can't export your own data to perform your own analysis. The device's measurement uncertainty is also not stated anywhere, meaning it's measurements possess no meaning. You also can't control when SpO2 is continuously monitored.",Garmin Connect,feature_request," Title: Improve User Data Control and Clarity in Measurement Uncertainty for Device

As a health-conscious user, I want to be able to export my own data for personal analysis, so that I can better understand my health trends. Additionally, I need the device's measurement uncertainty to be clearly displayed, ensuring the accuracy of the measurements I rely on. Lastly, provide an option to control when SpO2 is continuously monitored, allowing me to manage battery life and data privacy."
Doesn't measure stress or blood oxygen...feature was removed from all phones higher than S10...I needed this because of my PTSD...will not buy another Samsung product.,Samsung Health,feature_request," As a user with PTSD, I want a phone that includes a stress and blood oxygen measurement feature, as I previously relied on this functionality in my Samsung S10. Due to its removal from newer models, I am unable to continue purchasing Samsung products. A solution would be the reintroduction of this feature or alternative methods for managing stress and monitoring blood oxygen levels on future devices."
The app does not either sync to the watch or stay synced to the watch. Have tried a million times. Even called garmin customer service.,Garmin Connect,problem_report," Title: Sync Improvement for Garmin App

 As a frequent user, I want the Garmin app on my smartphone to reliably and consistently sync with my Garmin watch, so that I can easily access my fitness data without having to manually update it multiple times."
