app_review,app,type,user_story
My activities from My Fitness Pal don't sync into the Connect app. I'm having to enter my workouts manually.  My information such as my picture or personal stats/settings are saving some and not others. My screens look nothing like any of the screenshots or videos.,Garmin Connect,problem_report,"Here's a breakdown of the review and a resulting user story:

**Understanding the Issues:**

The review highlights several problems:

*   **Integration Issue:** My Fitness Pal data doesn't sync.
*   **Data Saving Issue:** Personal information is inconsistently saved.
*   **UI Issue:** The app's appearance doesn't match expected visuals.

**User Story:**

Here's a user story capturing the essence of the user's needs:

""As a user, I want the Connect app to properly sync with My Fitness Pal, reliably save my personal data and settings, and display a consistent and accurate user interface so that I can seamlessly track my fitness progress and have a positive experience with the app.""
"
Aftsr latest update gt2 doesnt connect to internet. Cannot show weather data and cant check for update... Also cant change watch faces. Also probkems in help page... Simply notngood,Huawei Health,problem_report,"As a user, I want my GT2 watch to reliably connect to the internet after updates so that I can access weather data, check for updates, change watch faces, and use the help page effectively.
"
I have installed and uninstalled this app 12 times and it still doesnt work. When I click on 'Sign in' it just goes blank. I have watched the Youtube trouble shooting tutorials also. Does not work.,Garmin Connect,problem_report,"Here's a user story based on the provided review:

**As a user, I want the ""Sign in"" button to function correctly after installation so that I can access the app's features without encountering a blank screen error.**
"
"The app says one of the accessories is a samsung heart rate monitor so I ordered it,  doesn't use the heart rate monitor for anything,  big bummer and misleading",Samsung Health,problem_report,"As a user, I want the app to accurately represent the functionality of connected accessories, specifically the Samsung heart rate monitor, so that I can trust the information provided and make informed purchasing decisions.
"
Im often using this apps for physical activity daily drive.... But the result was not significant ... Long run about 45 minutes.... And the result. 51% walk.. 49% running...for 8 kilometres... Even im not using this phone for a day.... Yhe result always look like the same....,Huawei Health,problem_report,"Here's a user story based on the review, trying to capture the essence of the user's complaint:

**User Story:** As a user who relies on the app for accurate tracking of physical activity, I want the app to reliably differentiate between walking and running, and reflect actual physical activity even after extended periods, so that I can have confidence in the app's reported data for my daily workouts.
"
It keeps getting stuck at the steps screen for me. Keeps loading forever and hangs :( the rest of the app works fine though..,Samsung Health,problem_report,"As a user, I want the steps screen to load quickly and reliably so that I can progress through the application without getting stuck or experiencing hangs.
"
it can't  be used in other devices.. samsung should open this types  of software to alll,Samsung Health,feature_request,"As a user, I want the software to be compatible with multiple devices, not just Samsung devices, so that I can access it on any device I choose.
"
I wish there was an option to select your preferred 1st day of the week. Other than that I love using the app with my FitBit.,Samsung Health,feature_request,"As a user, I want to be able to select my preferred first day of the week so that the app aligns with my personal scheduling preferences.
"
"What is missing is the possibility to create your own training plan,",Huawei Health,feature_request,"As a user, I want the ability to create my own training plan so that I can customize my workouts to my individual needs and goals.
"
The Bluetooth connection keeps connecting and disconnecting all the time even when I have my phone close to me.,Garmin Connect,problem_report,"As a user, I want a stable and reliable Bluetooth connection to my device, even when my phone is in close proximity, so that I can avoid interruptions and use the feature without frustration.
"
Previous version was better! Cant even get on this updated one. Plus I've lost all data by looks of it,Huawei Health,problem_report,"Here's a user story conversion of the provided review:

**User Story:** As a user, I want the updated app to allow me to log in successfully and retain my previous data so that I can continue using the app without disruption or data loss.
"
Getting better and faster ... Keep it up.   Adding 7 minutes workout kind of activities with sample will be great feature.,Garmin Connect,feature_request,"Here's the user story conversion:

**User Story:** As a user, I want to have access to 7-minute workout activities with examples, so that I can have more variety and guidance in my workouts.
"
"Love the watch GT2 but really unfortunate that the app keeps crashing, then have to uninstall and reinstall every few days. Can you please fix the app to be stable on Google 6 pro.",Huawei Health,problem_report,"As a user with a Google 6 Pro, I want the app to be stable and not crash, so that I don't have to repeatedly uninstall and reinstall it every few days.
"
I do not work out and it keep tell nice work or I'm on a bicycle and it been 4 years for that. Something need fix ASAP,Samsung Health,problem_report,"Here's a user story derived from the provided review:

""As a user, I want the activity tracking within the app to be accurate and not incorrectly register activities (such as congratulating me for workouts I haven't done or registering bicycle activity when I am not on a bicycle) so that I receive relevant and truthful feedback.""
"
Can't connect or pairing to huawei smart body fat scale,Huawei Health,problem_report,"As a user, I want to be able to connect and pair my Huawei smart body fat scale to the app so that I can track my body composition data seamlessly.
"
"Like many complaints on this product page, it appears the bluetooth connectivity is a real problem for many people.",Garmin Connect,problem_report,"As a user, I want reliable Bluetooth connectivity so that I can use the product as intended without experiencing frequent connection issues.
"
This app is getting slower and slower. It just hangs when I come back from my walk. I do not have the problem if I use any of the other running apps.,Samsung Health,problem_report,"Here's the converted user story:

""As a user, I want the app to maintain performance and responsiveness, even after being paused for extended periods (like during a walk), so that I can continue using the app without frustrating delays or freezes.""
"
"When the new day starts at midnight I already see 200kcal burned, even if the day just started and I didn't burn anything with training or just thanks to my basal metabolism, please fix this...",Samsung Health,problem_report,"As a user, I want the calorie tracking to accurately reflect my burned calories at the start of a new day so that I can rely on accurate data to manage my fitness goals.
"
I used this app for cycling. But the GPS is way off. The map shows me i crossed sea & jungle to reach my destination. Please fix the GPS accuracy & mapping issue .. i test this many times but the inaccuracies is just too much. Pls fix.,Huawei Health,problem_report,"As a cyclist, I want the app's GPS to accurately track my location and map my route so that I can reliably record my cycling activities and understand my progress.
"
There is no option or updates given for honor band 4 regarding screen lock and also battery % of band in band itself,Huawei Health,feature_request,"Here's a possible user story based on the provided review:

""As a user of the Honor Band 4, I want the option for a screen lock and to see the battery percentage displayed on the band itself so that I can improve the security of my device and easily monitor its battery life.""
"
"After the last update I can't connect my watch to the phone, and I can't set my gender as well",Huawei Health,problem_report,"Here's the converted user story:

**As a user, I want to be able to connect my watch to the phone and set my gender in the app so that I can use all the app's features and accurately represent myself.**
"
"Sleep stats are way to conservative since some time (nearly always they require an edit to add sleep time). Also, the app does not want to sync watch data without internet connection - why? What about trying to sync in a remote location out of range?",Garmin Connect,problem_report,"Here's the user story conversion of the review:

**As a user, I want the app to more accurately detect sleep time and allow offline data syncing from my watch so that I can reliably track my sleep and sync my data regardless of internet connectivity.**
"
great app but there needs to be a push bike riding activity like the walking and running step count,Samsung Health,feature_request,"As a user, I want to be able to track push bike rides in addition to walking and running, so that I can have a comprehensive record of all my physical activities.
"
"My only complaint is if the watch gets powered off (often due to freezing while charging), the app won't sync correctly when the watch is turned back on. It just keeps the info from before the watch was powered off.",Garmin Connect,problem_report,"As a user, I want the app to automatically and accurately sync with my watch after it has been powered off (especially due to freezing while charging), so that my data is always up-to-date and I don't lose progress.
"
"Not working at all it does not set up setting, profile, heart from 5 days",Huawei Health,problem_report,"Here's a possible user story derived from the review:

**User Story:** As a user, I want to be able to successfully set up my profile and use the ""heart"" feature so that I can use the app's core functionality and save my preferences.
"
"Great app and fun challenges. The only thing I would like to see, is a more  detailed way to track weightlifting workouts by different types of machines.",Samsung Health,feature_request,"As a user, I want a more detailed way to track weightlifting workouts, including different types of machines, so that I can better monitor my progress and optimize my training.
"
Huawei Band 3 Pro won't connect to google fit or my fitness pal :(,Huawei Health,problem_report,"As a user of the Huawei Band 3 Pro, I want it to connect to Google Fit and MyFitnessPal so that I can seamlessly track all my fitness data in my preferred platforms.
"
"hi, i like the app but i feel it's missing a bar scanner for the food part, like My Fitness does.",Samsung Health,feature_request,"As a user, I want a barcode scanner for the food logging feature, similar to MyFitnessPal, so that I can quickly and easily add food items to my log.
"
"I love this app but since my last phone update, the app is saying I'm burning 6000 calories by the end if the day! I wish, lol. Hopefully this gets corrected soon.",Samsung Health,problem_report,"As a user, I want the app to accurately track my calorie expenditure, even after phone updates, so that I can rely on the app for accurate fitness data.
"
"My data is not syncing with MyFitnessPal app, it is there is a setting other than linking to the app?",Huawei Health,feature_request,"Here's a possible user story based on the review:

**As a user, I want my data to automatically sync with the MyFitnessPal app, including clear instructions on how to properly link the apps, so that I don't have to manually enter information and I can accurately track my fitness progress across both platforms.**
"
"I reinstall this app and all of my records , sleep data gone🤦🏻‍♂️ this app is not sync with huawei claud which my health data stored. I logged out and re loggged in but does not affect huawei health app. shittt",Huawei Health,problem_report,"As a user, I want the app to synchronize my sleep data with Huawei Cloud (or Huawei Health app) so that my data is preserved even after reinstalling the app or logging out and back in.
"
"Good UI, after making sure the app auto-starts the phone always connects to the watch. great app, the only problem is that the find my phone app on my watch only makes sound if tge app is open.",Garmin Connect,problem_report,"Here's a conversion of the review into a user story:

**As a user, I want the ""find my phone"" feature on my watch to make my phone ring even when the app on my phone is running in the background, so that I can reliably find my phone when I misplace it.**
"
Love the app and the challenges it is incredibly difficult to connect with people you know it would be great if it connected to Facebook or phone book,Samsung Health,feature_request,"As a user, I want the app to connect with Facebook or my phone book so that I can easily find and connect with people I know.
"
"The whole app. stopped working. It needed to be updated, I  tried but the app. still won't work. I would like it if someone would tell me.how to fix this.",Samsung Health,problem_report,"Here's a user story derived from the review:

**As a user, I want the app to function correctly after an update, and receive guidance on how to resolve any issues preventing me from using the app so that I can continue to use the app without disruption.**
"
Great App. It would be such better if it communicated with other fitness/wellness systems and apps.,Samsung Health,feature_request,"As a user, I want the app to integrate with other fitness and wellness systems and apps so that I can consolidate my health and activity data in one place.
"
Updated today and now shows my weight as 10.5:7.0 st?! What the hell is that all about!,Garmin Connect,problem_report,"As a user, I want the app to accurately display my weight in a standard and understandable format so that I can reliably track my progress.
"
"The step counter stopped working for the second time. Each time i had to reinstall the app. I have a Samsung Galaxy S5, all software updated. Losing the progress details for what I had accomplished was annoying.",Samsung Health,problem_report,"As a user with a Samsung Galaxy S5 and updated software, I want the step counter to function reliably without stopping, so that I don't lose my progress data and have to reinstall the app repeatedly.
"
Won't sync activity or heart rate with Google Fit. Only sleeping data for some reason.,Huawei Health,problem_report,"As a user, I want the app to sync my activity and heart rate data with Google Fit, in addition to sleep data, so that I can have a complete view of my health and fitness information in one place.
"
love the app always used it for years but why is there no auto fill for foods anymore ??,Samsung Health,feature_request,"As a user who has used the app for years, I want the auto-fill feature for foods to be reinstated so that I can quickly and easily log my meals.
"
I can not give -1 star. App is total usless without weight management. I will remov it and instal another app.,Samsung Health,feature_request,"As a user tracking my weight, I want weight management features included in the app so that I can find it useful and continue using it.
"
"After last update how i can see my scheduled trainings? It shows only ""today"" . Please update. Thank you",Garmin Connect,problem_report,"As a user, I want to be able to view my scheduled trainings beyond just ""today"" (after the latest update) so I can plan accordingly and access needed information.
"
My rate checker stopped working sence I did the update,Samsung Health,problem_report,"As a user, I want the rate checker to function correctly after an update so that I can accurately check rates without disruption.
"
Not able to pair up it with my honor band 5 as it is not updating the device list,Huawei Health,problem_report,"As a user, I want the app to successfully pair with my Honor Band 5 so that I can connect my device and utilize all app functionalities.
"
"My honor band 5i touch is not responding, i dont know where to get help, please direct me after seeing this, thank you P.s. Used for less than a month",Huawei Health,problem_report,"As a user with a malfunctioning Honor Band 5i (less than a month old), I want clear instructions or support contact information readily available so that I can troubleshoot or get assistance resolving the issue.
"
Sleep track doesn't work. The app doesn't have the same features as the watch. Ridiculous.,Huawei Health,problem_report,"Here are a few options for converting the review into a user story, with slight variations in emphasis:

**Option 1 (Focus on Sleep Tracking):**

*   ""As a user, I want the sleep tracking feature to function correctly so that I can accurately monitor my sleep patterns.""

**Option 2 (Focus on Feature Parity):**

*   ""As a user, I want the app to have the same features as the watch, including functional sleep tracking, so that I have a consistent and complete experience across both devices.""

**Option 3 (Address both issues):**

*   ""As a user, I want functional sleep tracking and feature parity between the app and the watch, so that I can rely on the app as a companion to my watch.""

**Explanation and Considerations:**

*   **""As a user...""**: Starts the user story from the perspective of the person using the product.
*   **""...I want...""**: Describes what the user desires.
*   **""...so that...""**: Explains the reason/benefit for the user.

The best option depends on what the development team wants to prioritize. If the sleep tracking issue is the bigger problem, option 1 or 3 might be best. If the overall feature gap between the watch and the app is the focus, option 2 or 3 would be more appropriate.
"
The steps didn't sum up at the dashboard for few times already. And makes me can't collect points from there. Upset,Samsung Health,problem_report,"As a user, I want the dashboard to accurately sum up my steps and consistently award me points so that I can track my progress and receive the correct rewards without frustration.
"
It's great when it's working. It keeps losing sync and I have to uninstall and reinstall to get it working again. It's happening more and more 😒,Garmin Connect,problem_report,"As a user, I want the app to maintain a stable connection and prevent data loss, so that I don't have to repeatedly uninstall and reinstall the app to restore functionality.
"
App and watch are mediocre at best. The app is buggy and does not sync with other apps.,Huawei Health,problem_report,"Here's a possible user story derived from the review:

**User Story:** As a user, I want the app to be stable and reliably sync with other apps so that I can trust the data and use it effectively with my other tools.
"
A very handy app but occasionally it's slow to connect to my device.  I recently changed from a Nokia mobile phone which is not fully supported to an android device which is. I recommend this app.,Garmin Connect,feature_request,"Here's the user story conversion of the review:

**As a user, I want the app to connect quickly to my device, especially now that I am using a fully supported Android device, so that I can reliably use the app without frustrating delays.**
"
Worst app ..I am not able to download even a single theme ....no clear user guide ... Update your app guys do some work..hate it 👎🏼,Huawei Health,feature_request,"Here are a few options for converting the review into user stories, broken down to address the distinct issues:

**Option 1 (Focus on Downloading and Guidance):**

*   **As a user, I want to be able to successfully download themes so that I can customize the app to my liking.**
*   **As a user, I want a clear user guide so that I can understand how to use all the app's features and troubleshoot issues.**

**Option 2 (More Direct Approach):**

*   **As a user, I want to be able to easily download themes and find clear instructions on how to use the app so that I can enjoy its features without frustration.**

**Option 3 (Focus on Update/Improvement):**

*   **As a user, I hope that the developers will improve the app to fix download issues and provide better user guidance so that I can enjoy the app more.**

**Explanation of Choices:**

*   **Breaking it down:** I've broken the original review into two separate potential user stories because it highlights two distinct problems:  downloading themes and lack of a user guide.
*   **Addressing the negativity:** The user's negative tone is important to acknowledge, but it's best to translate that into a constructive desire for improvement, which the third option does.
*   **""So that..."" clause:** The ""so that..."" clause in each story explains the user's motivation or benefit for wanting the feature. This is crucial for developers to understand the *why* behind the request.
"
"Connects well on xperia 10 phone and gt2 pro watch, good charts and map to reference workout. The hight and weight setting don't set properly, only fault.",Huawei Health,problem_report,"Here's a user story based on your provided review:

**As a user, I want the height and weight settings to function correctly so that the fitness data tracked by the app is accurate.**
"
"How does it calculate calories? Walked 40 min with 4km/h speed. It is about 2.7km. And the app says me I burnt about 350 calories. How this even possible? In reality it would be 110-130 calories. Please, fix. Otherwise it is useless.",Samsung Health,problem_report,"As a user, I want the app to accurately calculate calorie expenditure based on my activity data (duration, speed, and distance) so that I can track my progress reliably and trust the app's fitness information.
"
removed the caloric intake feature and now it's wack edit: just found out you can undo the update by looking up the older version of the app on the Samsung mobile website 😫 still upset the current version doesn't have the calorie intake and outake meter though,Samsung Health,feature_request,"Here's a user story conversion of the provided review:

**User Story:** As a user, I want the app to have a calorie intake and output meter so that I can track my caloric balance directly within the app.
"
Good app. But it would be nice if I can choose my own totals in Actvities > Cycling > Totals... etc. Total climb instead of calories or distance. Thank you.,Garmin Connect,feature_request,"As a user, I want the ability to customize the totals displayed in the Activities > Cycling section (and other activity sections) to include metrics like total climb, so that I can track the data most relevant to my fitness goals.
"
"If it has an option to flip the data for night shift schedule workers, that would be GREAT!",Samsung Health,feature_request,"As a night shift schedule worker, I want an option to flip/invert the data display (e.g., invert colors or rearrange data fields) so that I can easily view and understand the information in a format optimized for my work schedule.
"
Rubbish. Doesn't allow to export data. And why do you need access to my call logs?,Huawei Health,feature_request,"Here's the user story conversion:

**User Story 1 (Data Export):** As a user, I want the ability to export my data so that I can use it in other applications or for backup purposes.

**User Story 2 (Call Log Access):** As a user, I want a clear explanation of why the app needs access to my call logs and the option to deny this access if I'm not comfortable.
"
It's good I liked the heart rate and stress measuring but there r problems with step counter,Samsung Health,problem_report,"As a user, I want the step counter to be accurate and reliable so that I can properly track my activity levels.
"
Would give 4 but they took down a very vital feature like calorie management.,Samsung Health,feature_request,"Here are a few options for converting the review ""Would give 4 but they took down a very vital feature like calorie management"" into a user story, each emphasizing a slightly different aspect:

**Option 1 (Focus on regaining the feature):**

*   ""As a user, I want the calorie management feature restored so that I can track my dietary intake effectively.""

**Option 2 (More general, acknowledging the loss):**

*   ""As a user, I am disappointed by the removal of the calorie management feature and would like it reinstated as it was vital to my use of the app.""

**Option 3 (Focus on the impact of the loss):**

*   ""As a user, the lack of calorie management significantly decreases the value of the app to me, and I would like to see this feature returned.""

Your pick depends on the desired emphasis! But they all capture the essence of the review: the removal of calorie management is a problem for the user.
"
When i open app they said download huawai app gallery then i download that app but it doesn't work please solve this problem i have to use my honor band 4.,Huawei Health,problem_report,"As a user with an Honor Band 4, I want the app to function correctly without requiring the Huawei App Gallery download so that I can use my device as intended.
"
I am using huawei gt 2 This app has sooo disappointing watch faces.without any custom for faces.And it looks so poor and not in 3d model at all.samsung has more features and more customs for their watches and i have a bit of shame on you huawei,Huawei Health,feature_request,"As a Huawei GT 2 user, I want more visually appealing and customizable watch faces, including 3D models and more features like Samsung watches, so that I can feel satisfied with the aesthetic options available on my device.
"
3 messages in 4 hours now getting very annoying.stop it,Samsung Health,feature_request,"As a user, I want to be able to control the frequency of messages or opt-out of certain message types so that I am not overwhelmed or annoyed by excessive notifications.
"
Why does it not work on the Xiaomi MI4 phone? Seems strange that on a new phone it would not work. Does the phone software just need to be updated??,Garmin Connect,problem_report,"As a user with a Xiaomi MI4 phone, I want the app to be compatible with my device so that I can use the app's features without issues.
"
"It's good but the Bluetooth connection with the band keeps falling and you have to go to the app to reconnect , and the band itself counts steps if you just move it in your hand !!",Huawei Health,problem_report,"Here's a possible user story based on the review:

**User Story:**

*   As a user, I want a stable Bluetooth connection between the app and the band that doesn't frequently disconnect, so that I can reliably track my activity without constant manual reconnection.
*   As a user, I want the band to accurately count steps based on walking motion rather than just hand movement, so that my activity data is precise.
"
If u can fix the issues with huawei phones then i would give u 5 star but im really frustrated and annoyed by this problem which leads to my vivoactive hr being practically useless,Garmin Connect,problem_report,"Here's a user story based on the review:

**As a user with a Huawei phone, I want compatibility fixes and proper support for my device so that I can reliably use the app with my Vivoactive HR and have a positive user experience.**
"
There is no option for check hear rate i can i manage this can you guide us ???,Samsung Health,feature_request,"As a user, I want to be able to track and manage my heart rate within the app (with guidance on how to do so) so that I can monitor my health.
"
Asks me everytime i turn my bluetooth on if im having trouble connecting. Needs to be fixed i use many other bluetooth device's,Garmin Connect,problem_report,"As a user, I want the app to stop prompting me about connection issues every time Bluetooth is enabled so that I am not unnecessarily interrupted when using other Bluetooth devices.
"
I am not able to open this app on one plus7 .pls help,Huawei Health,problem_report,"As a user with a OnePlus 7, I want the app to open successfully so that I can use its features.
"
Without pairing step count continuously. Ultimately very high count different in watch and applications.,Huawei Health,problem_report,"As a user, I want my step count to be accurately and continuously synced between my watch and the application so that I can rely on the data for my fitness tracking.
"
i have s6 edge but i can not delete the 2018 weekly summary records can u help ?,Samsung Health,problem_report,"As a user with an S6 Edge, I want to be able to delete 2018 weekly summary records so that I can manage my data and remove outdated information.
"
Works very well. Changing my review from being very close to 5 stars to just 2. The newest update that removed the total by calendar month is horrible. Please bring it back. Don't like it at all.,Garmin Connect,feature_request,"As a user, I want the ""total by calendar month"" feature restored in the app so that I can easily track my monthly spending, as the recent update removed it and made it difficult to do so.
"
Tries to open files associated with other apps. Garmin is clueless about how their app behaves. Very virus-like activity.,Garmin Connect,feature_request,"Here's a user story based on the provided review:

**As a user, I want the Garmin app to only access files directly related to its intended function and not attempt to open or interact with files associated with other applications, so that I can be confident in the app's privacy and security and avoid potential conflicts or data breaches.**
"
"App is great overall, but I would like a way to see the evelation of the route I made. Also, there's no way to add faces to the Band 4 Pro.",Huawei Health,feature_request,"Here's the converted user story based on the review:

**User Story 1:** ""As a user, I want to be able to view the elevation profile of a route I create so that I can better understand the terrain and plan my activity.""

**User Story 2:** ""As a user, I want the ability to add watch faces on my Band 4 Pro so that I can personalize my device.""
"
the app continues to show the running man and will not let me sign into my account to be able to sync,Garmin Connect,problem_report,"As a user, I want to be able to successfully sign into my account and sync my data, so that I can access and use all the app's features without being stuck on the loading screen.
"
"Food tab is missing a barcode scanner for quick searching macronutrients, needs to add a target macro editing for Fats, Protein & Carbs",Samsung Health,feature_request,"As a user, I want a barcode scanner in the ""Food"" tab for quick macronutrient lookup and the ability to set target macro goals (Fats, Protein, & Carbs) so that I can easily and accurately track my food intake and meet my dietary needs.
"
Great step counter and GPS but terrible sleep anyalse some mornings I wake up and look at my phone and it thinks I'm still skeeping....,Huawei Health,problem_report,"Here's a user story converted from your review:

**As a user, I want the sleep analysis to accurately reflect my sleep state, so that I can reliably track my sleep patterns and get useful insights each morning.**
"
"Dislike the dark interface theme, settings are clumsy with too many menus. Regular sync issues, tech support useless, I was emailed instructions by the operator who appeared poorly trained.",Garmin Connect,problem_report,"Here's a user story based on the provided review:

**As a user, I want a clear and intuitive settings menu and a reliable syncing function so that I can easily manage my preferences and be confident my data is up-to-date.**

**Optional Additions (depending on desired level of detail):**

*   **...and I want knowledgeable technical support so that I can get effective assistance when I encounter issues.** (This addresses the poor support experience.)
*   **...and I want a light interface theme option so that I am not forced to use a dark theme.** (This addresses the dislike of the dark theme, implying they want an alternative.)
"
The app is utterly useless as it is not recognised by my get 2 smartwatch rendering that a complete waste of money too.,Huawei Health,problem_report,"As a user with a Get 2 smartwatch, I want the app to be compatible with my device so that I can utilize its features and not feel like my purchase was a waste.
"
My sleep data is not getting synced from band to app. How do I fix this. It's been three days I have bought the band.,Huawei Health,problem_report,"As a user who recently purchased the band, I want my sleep data to sync from the band to the app seamlessly so that I can track my sleep patterns accurately.
"
Watch Faces is not loading. It always says server error even if I have a stable connection. This app is unreliable.,Huawei Health,problem_report,"As a user, I want Watch Faces to load reliably, even with a stable connection, so that I can consistently access and use the feature.
"
"Why my band always disconnected if i close the app,but the app its still running in background",Huawei Health,problem_report,"As a user, I want my band to remain connected even when the app is running in the background so that I can continue to receive updates/notifications without having to keep the app open.
"
I had give this app 5 stars but I should take back one. Where is nutrition balance score after new update? I used to decide which snack to eat by adding it and see how the score changes before eating my snacks.,Samsung Health,feature_request,"Here's the user story conversion of the review:

**As a user, I want the nutrition balance score to be visible after the update so that I can continue to use it to make informed decisions about my snack choices.**
"
"Not working now, requires Huawei Mobile services 4.0.0 app, which is not there in Google play.",Huawei Health,problem_report,"Here's a user story based on the provided review:

""As a user I want the app to be compatible with devices that don't have Huawei Mobile Services or to offer a workaround for installation on Google Play Store so that I can use the app regardless of my device's services.""
"
Great app. Love you can put in your food intake and stuff. Would give a 5  star if the step counting would work all the time. It doesn't work more  often than it does work so I don't have a good idea of the calories burned  and such.,Samsung Health,feature_request,"As a user, I want the step counting function to work reliably and consistently so that I can accurately track my calories burned and overall activity levels.
"
I found out that Garmin got hacked. And had ransomware on there system. It took a while to get back to working.,Garmin Connect,problem_report,"As a user, I want reassurance that the app is secure and resilient against cyberattacks so that my data is protected and the app remains available.
"
Good app. But... There should a function to sync my data,Huawei Health,feature_request,"As a user, I want the ability to sync my data so that I can access my information across different devices or after reinstalling the app.
"
Have bug and problem on notification panel...please check for solve this.thanks,Huawei Health,problem_report,"Here's a user story based on the review:

""As a user, I want the notification panel to be free of bugs and problems so that I can reliably receive and view important updates.""
"
"Excellent app but 1 thing for Huawei"" Honor Band 3 device"" can install the greek lanquage in next device firmware update...?",Huawei Health,feature_request,"As a user with a Huawei Honor Band 3, I want the option to install the Greek language on my device through a firmware update so that I can use the device in my preferred language.
"
Very good application. Everything is alright except navigating back to main page/my day page. Also finding some settings i.e. recording smart/par min is difficult. Make setting simple . It will be awesome.,Garmin Connect,feature_request,"As a user, I want an easier way to navigate back to the main page/My Day page and a simpler settings menu, specifically for recording smart/par min, so that I can use the application more efficiently and find settings easily.
"
"there is no option in app for chane watch face style! i think u're limit some of option for some countries, and that is not fair! i Use the best model of huawei phone and smart watch but i can't use applicatins completely :(",Huawei Health,feature_request,"As a user with a high-end Huawei phone and smartwatch, I want to have full access to all app features, including the ability to change the watch face style, so that I can utilize the application completely and fairly, regardless of my geographic location.
"
"Pls add anothers wallpaper widgets that able to open app in basic page, or add/record workout directly",Samsung Health,feature_request,"As a user, I want additional wallpaper widgets that allow me to open an app in a basic page or directly add/record a workout so that I can quickly access frequently used app features and track my fitness activities from my home screen.
"
When everything works it is great. The weather app just suddenly decided to stop working. I didn't change anything on my phone or fitness tracker.,Garmin Connect,problem_report,"Here's a user story based on the review:

User Story: ""As a user, I want the weather app to function consistently and reliably, so that I can depend on it for accurate weather information without unexpected interruptions.""
"
I am unable to sync this with my galaxy 3,Garmin Connect,problem_report,"As a user, I want to be able to sync the application with my Samsung Galaxy 3 device so that I can access my data on that device.
"
Doesn't sync properly with my Samsung watch. It used to count all my steps but there's some issue after the update. it shows 11000 steps when my watch shows 15000 steps. I looked at all the settings but couldn't fix it.,Samsung Health,problem_report,"As a user with a Samsung watch, I want the app to accurately sync my step count data with my watch, even after updates, so that I can have a reliable and consistent view of my activity.
"
