review_content,final_label,user_story
"13 years I trusted this site with my life.. only to find out its a data collecting agent of China , pushing communism with its sensoring and false narratives. Big money BIG EVIL .. this app needs to be a mistake of the past.",2,"As a user who has trusted this website for 13 years, I am deeply concerned about its recent behavior. The website has been acting as a data collecting agent for China and promoting communism through sensors and false narratives. This is a betrayal of the trust that I have placed in it, and it needs to be shut down immediately.

The website's actions are big money and evil, and it should not be allowed to continue deceiving people in this way. It is essential to correct this mistake as soon as possible to prevent further harm."
"My 15 year old account got hacked and disabled with 2 factor identification on. Facebook reported to have made 116 billion dollars in 2022, but cant afford customer service. I cant recover my account because it was disabled. Facebook also took the liberty to disable my Instagram account. Both disabled with no review. I have never caused in issue on either apps going against there terms and agreements. But I learned a valuable lesson, you dont have any rights to your profiles, pictures, conversations, or business information etc, they can take it away and not give it back at any given time. I have spent many hours researching, sending emails, trying different things etc. to no avail. Thanks Facebook for the complete disappointment and for completely not caring about your customers.",2,"
As a user who had their account disabled with 2-factor identification on, I am unable to recover my account despite reporting it to Facebook. Both Facebook and Instagram have taken the liberty to disable my accounts without any review from me. Despite never causing any issues, I learned that I don't have any rights to my profile, pictures, conversations, or business information. I wasted hours researching and trying different solutions, but to no avail. Thank you Facebook for the complete disappointment and for not caring about your customers."
"I like to delete andor hide almost everything I have previously seen from FB on a daily basis. Now FB is sending out more of their own garbage than I get from friends. Even though I have clearly requested NO memories, they keep sending more and more. Their reporting system is a waste of time. The buttons on anything they send you dont work and when used just eats up data for hours at a time. I am flooded with Suggested Pages, Friendverseries, Videos, etc and the buttons dont work. The more you report, the more they send.",2,"
As an user, I want to be able to delete or hide most of my previously seen content on Facebook in order to avoid receiving unnecessary updates. However, despite requesting that no memories are sent to me, Facebook is still sending out a large amount of their own content. The reporting system is also not effective and the buttons provided do not work properly. I am overwhelmed with Suggested Pages, Friend Series, Videos, etc., and the buttons do not work and waste data. The more I report, the more they send."
"It is amazing that Facebook refuses to listen to those who want to use the app but find it a waste of time.  We know you make your money by ads, we could care less.  I have seen thousands of requests to allow users to set how they see their feed, most recent, all comments, etc. but you continue to shovel feed with comments most relevant a unique way to say we will only show you what we want you to see, top posts instead of all posts, again a way of censoring.  This truly is becoming the most inconvenient way of trying to communicate while being the biggest corporation spying on everyones action including what you do on the net that has nothing to do with Facebook.  Their trackers are monetizing every action you do.",2,"
User Story: As a user who is frustrated with the lack of control over their feed on Facebook, I want the ability to set how they see their feed, including options for seeing all comments or only the most recent posts. Additionally, I want the ability to customize the way my feed is displayed to better suit my needs and preferences."
"This app has completely went downhill !!! NOT A LICK OF FREEDOM LEFT , THEY MONITOR ALL OF YOUR PERSONAL INFO EVEN WHEN APP ISNT BEING USED. If you try to change your own personal information, you cant until after 30 security questions then it still wont let you. BEYOND POLITICAL AND RACIST. Quick to flag people of color posts but let them be white they can say all the racists things on social media that they want !",2,"
As a user, I am frustrated with the platform because it has completely gone downhill. The lack of freedom and personal information monitoring is unacceptable, and the security questions required to change information are overly restrictive. The app's handling of racial discrimination and its quick flagging of people of color's posts is concerning, even when they can say racist things on social media."
Ive had the same Facebook since 2009 somebody hacked me I can I want to go to my page theres so many photos and memories on that page business accounts and now I have no access to get in there I no longer use that email address and cannot change the password somebody hacked into my stuff tonight somebody please point me in the right direction,2,"As a user of Facebook, I want to be able to recover access to my account after it has been compromised. Specifically, I want to be able to log back into my account using my original email address and password, without any issues or complications. Additionally, if possible, I would like the ability to change my password from a non-recoverable one, such as one that was chosen by someone else. This would ensure that my personal information is safe and secure, and that I am able to access my account without any hassle or interference."
"If you want your data stolen, download this app. If you want Facebook to spy on you, download this app. If you want your data sold, download this app. Constantly having to change settings so they do not have access to my camera, mic, contacts etc. after each update is just incredibly messed up. Download at your own risk! I will never get back on this app",2,"As a user, I am frustrated with the constant changes in privacy settings required by the app after each update. This makes it difficult for me to use the app without having to constantly adjust my privacy settings. It would be beneficial if the app could allow users to customize their privacy settings once and have them stick, rather than requiring updates every time there is a new release."
"Theyve changed the algorithms to make it more difficult for those trying to advertise their business. They censor what information theyd like you to receive. They track every piece of your existence and collect every ounce of information about you, your usage etc. They also access your microphone anytime they see fit.",2,"
As a user of the platform/website, I am frustrated by the changes made to the algorithms, which make it more difficult for me to advertise my business. I would like the platform/website to restore the original functionality and allow me to advertise my business without any issues. Additionally, I would like the platform/website to not censor any information that I would like to receive and track my usage and collect every ounce of information about me, including my microphone."
"My Facebook page got hacked and its no way for me to retrieve it. The person took over my whole account. Every time I try to recover it, it goes to his information. He has tried to get money from my friends and he tells them that my son is sick. This is terrible and Facebook need to find a better way in recovering people page. Lori Allen was my Facebook page and now its a man up there. Very disappointed.",2,"As a user, I am extremely disappointed with the recent hack of my Facebook page and the resulting loss of control over it. The person who took over my account has been trying to get money from my friends by claiming that my son is sick, which is not true. This kind of behavior is unacceptable and I hope Facebook can find a better way to recover pages in the future."
"I can create an avatar on Instagram and on one of my Facebook business pages but I still cant create one on my personal page where I would actually use it! Please for the love of God, fix this. My app is up to date and Im using an iPhone 12 Pro Max so it isnt my device or the app thats the problem. I have even logged into my account on other peoples phones who have the avatar feature and it works for their account but not mine. What the heck, Facebook?!",2,"As a user of Instagram, I want to be able to create an avatar on all of my pages (personal, business, and Instagram) so that I can personalize my experience and make sure that my profile looks consistent across all of them. This feature is currently only available on some of my accounts, and it would be a huge improvement if it were available on all of them."
"This app spread so much hate and evil. It destroyed families, friendships, relationships. It took jobs and spread racism, sexism, and immorality. It basically fathered all the other toxic apps like tiktok, bigo, and it eventually corrupted fun apps like instagram when it took over. We lost our privacy, we lost freedom and we lost our children in many ways. This app was the worst thing to happen to a global society. Its nothing like myspace was or yahoo which frankly pioneered social media but didnt get recognized for its stolen tech. The ceo allowed hate speech and fake news to destroy the dignity of government office. If less than 1 was possible I would give it",1,"
As a user, I am disturbed by the negative impact that this app has had on society. It has created harmful environments for its users, including families, friendships, and relationships. It has taken jobs and promoted racism, sexism, and immorality. It has even corrupted other popular apps like TikTok and Instagram. I fear that the app's spread of hate and evil has had a detrimental effect on our privacy, freedom, and children. This app is not only the worst thing to happen to a global society but also an example of why stealing technology and using it for nefarious purposes should be condemned. The CEO's allowance of hate speech and fake news harms the dignity of government offices."
"So apparently I can report being hacked  and block that account but you do nothing ! My friends are sending me pictures of this woman who is showing up on my account and getting messages to borrow money!! Ive tried to recover my account to no avail ask fb for help with unhelpful responses cant say Ill be on much longer as soon as my friends get all my pictures recovered 

Thanks for nothing
Bj jennings
Formally Bernice Jennings 
Who use to be Bernice self till some troll had her killed off thats how good you are",2,"As a user, I want to be able to report being hacked and have my account blocked so that I can prevent any further unauthorized access to my account. However, despite my attempts to recover my account, I was unable to do so. This has caused me significant inconvenience and frustration, as well as the threat of identity theft and harassment by this unknown woman.

I have tried reaching out to Facebook for help in recovering my account, but their responses were unhelpful and unsatisfying. I fear that my account may be compromised further if I do not take immediate action to protect myself. As someone who is concerned about my own safety and the security of my online presence, I am disappointed in the lack of support and assistance provided by Facebook in this situation."
Apple made it so permission is needed to track what I look at on other sites yet its pretty obvious youre not following this. I like what Facebook fundamentally stands for originally but its getting to the point where the constant tracking of everything I look at is getting old how about a reply from you explaining this!,2,"As a user, I want to know why I need to give permission for my browsing history on other sites when Apple is not following their own guidelines. It's getting frustrating that Facebook is tracking everything I look at and it's not clear why I need to provide consent for this. I would appreciate a reply from Facebook explaining their reasons for doing this."
I cant trust this company after hearing about the censoring and the personal info watching. I immediately deleted the app and deactivated my account. Im sure that wont stop anyone from obtaining my info but it sure makes me feel better knowing its not just out there. Regardless of what privacy settings you have on your account.,2,"As a user, I want to ensure my personal information is safe and secure when using a platform or website, so that I can trust the company and feel confident in sharing my data. If the company has been accused of censoring users' content or watching their personal information without consent, it would be a major concern for me as a user. I want to make sure that any information I share with the company is kept private and not shared with third parties without my consent."
"If I could give 0 zero stars I would or even negative 5 stars better. After being on FakeBook for 13 years and not once being put in FakeMo jail, I ended up in jail 1 week before the 2020 Election because I supported DJT our true President. I never went back and will never go back. Im done being censored or told what to thinksay. Im a true Patriot and Constitutional Conservative, I refuse to be tracked by anyone. Im telling you conservatives that Telegram is there for you. We have everything and more with that great app. As far as Messenger? Theres an app for that too. Its Signal and it is encrypted, safe and private. I can keep track of all my family and friends. Please LEAVE FakeBook Twitter and IG! These apps are all tracking your purchases, marketing to you and influencing your political beliefs. DuckDuckGo is the best search engine and so is Presearch.org look into them! No tracking, no selling your data. Disable Google and all their cookies!",2,"
As a user of FakeBook for 13 years who never experienced jail time despite not supporting DJT, I want to leave this platform due to its constant censorship and influence over my political beliefs. I will no longer use Facebook or Twitter as they are not secure enough. Instead, I recommend Telegram and Signal apps as alternatives for staying private and secure while maintaining communication with loved ones. I also suggest using DuckDuckGo search engine and Presearch.org to avoid tracking and selling personal data."
"This is without a doubt the worst social media app available. Its losing subscribers at an alarming rate. They spy on you even when your phone is off they are listening.They track your habits and attempt to influence the way you think, what you buy, and even how you vote. Their mind control tactics are synchronized in conjunction with Google and Twitter. So if youre really interested in going full AOC communist I recommend you get the whole package.",2,"As a user of this social media app, I am frustrated by its poor performance, particularly with regards to privacy concerns. I am concerned that the app is monitoring my activities even when my phone is off and is attempting to influence my thoughts, purchases, and voting decisions. The mind control tactics used by the app are unsettling and synchronized with Google and Twitter. To fully experience the AOC communist lifestyle, I recommend getting the whole package."
"The fact that they allow photos of my kids out float out there without my permission is absolutely horrendous. The photos are not from any family members. They are school pictures that allow name labeling without our permission.

Facebook will sell your data to the next highest bidder. Run away from this app.",2,"As a concerned parent, I want to ensure that my children's personal information and photos are kept private and secure on social media platforms like Facebook. The fact that Facebook sells user data to the highest bidder is a major concern for me and I would appreciate it if Facebook took immediate action to prevent this from happening in the future."
Facebook lies Facebook sells your data Facebook manipulates people by show them false information that fits there agenda but when you actually give out real facts and real studys they ban you for false information or dangerous individuals all facebook does is brainwash the masses and take away our rights. Facebook thinks they are so powerful they can do whatever they want like take away your first amendment rights of freedom of speech because it doesnt fit the narrative Facebook doesnt let you participate in the second amendment you try to show anything related to the second amendment and your banned for violence. Facebook is a evil communist controlled ap used  to takeaway our rights alone with Instagram and Twitter none of them allow the truth to be told all of them want world control,2,"
""As a user, I am fed up with Facebook's manipulation of my information and its attempt to brainwash me. They sell my data without my consent and manipulate me with false information that fits their agenda. I want to participate in the second amendment but Facebook bans me for any mention of it. They want world control and are using social media to achieve this. I will not be silenced."""
One star should be self explanatory after the data breach with no notification from Facebook. Even with changing the privacy settings Im still getting personalized adds even with the settings changed. Only on here until something better comes along.,2,"
As a user, I want to receive timely and accurate notifications when my personal information is compromised, so that I can take appropriate measures to protect myself from unauthorized access or misuse.

Functionality: Facebook's notification system for data breaches is not effective in providing timely and accurate updates. Even with changed privacy settings, the platform still displays personalized advertisements, which may compromise my security."
"Ive had an account for 13 years and spent thousands in advertising. I have memories on my personal account from people who are no longer alive. My account was hacked and the hackers posted something bad. I even have proof that I was unable to access my account that day. still, Facebook is going to delete my entire account because there is no way to disagree with this decision. The feature is broken. No one answers emails and the whole site is a big advertising piece of junk now.",2,"
As a user who has had an account for 13 years and spent thousands on advertising, I am frustrated that my account was hacked and the hackers posted something bad about me. Despite evidence that I was unable to access my account at the time of the hack, Facebook is deleting my entire account without providing any explanation or option for me to disagree with this decision. The feature is broken, no one answers emails, and the site is now a big advertising piece of junk."
"I rarely to never use this app because of how outdated it is. Facebook as a corporate is garbage, they sensor free speech and fight against human rights advocates. I also loathe them for their data collection policy. Deleting this app.",2,"As a user, I would like the ability to delete the Facebook app on my device because of its outdated features and poor corporate practices. Specifically, I dislike how the app collects personal information and restricts free speech for human rights advocates."
"Why is the Dark mode option not available whenever I switch from my personal profile to my Fan page profile? The white screen on my laptop burns my eyes, I have really sensitive eyes. It makes it difficult to manage my Fan pages due to this mess!",2,"As a user of Facebook, I want the ability to switch between my personal and Fan Page profiles without issues. Specifically, I want the Dark mode option available whenever I switch from my personal profile to my Fan page profile. This will help me manage my Fan pages with less eye strain on my laptop."
"Facebook tracks users of google to websites they visit after doing searches evidenced by targeted ads which is an invasion of privacy.  Facebook censors users in various ways removing comments or posts claiming the user removed it when that is not a fact, fact checking opinions opinions are not facts, just users speaking their mind and Facebook doesnt like their opinions, giving warningsputting users in Facebook jail they cant post or comment for a specific period of time, if user disagrees time is extended or suspending users account, even not allowing users the ability to post scientific based evidence of specific topics that they dont like instead of letting users decide for themselves.  Facebook invades users privacy by using certain types of technology Apples Siri for example to listen into personal private conversations evidenced by extremely direct targeted ads that appear on users feed within hours of private conversation.  These ads are not related to anything the user has ever posted or commented about on Facebook, any other social media, or anywhere on the internet.  I or someone I personally know have had actually experienced each and every one of these issues with Facebook.  Apparently Facebook, specifically Mark Zuckerberg, believes he has every right to violate our rights, but we have no rights at all.",2,"
User Story: As a user who values their privacy on the internet, I am frustrated by Facebook's invasive tracking and censorship of users, including targeted ads, fact-checking, opinion suppression, jailing, suspension of accounts, and violation of scientific evidence. I want to be able to post and comment freely without fear of retribution or ostracization by Facebook."
"Flagging words, and then auto labeling content as factcheck to be missing content or partially incorrect, does NOT make you look smart.  There is NO WAY you can fact check personal information like the death of family member and say it is wrong when you do not know the family member.  You also cant factcheck a meme or photo.  
The FACT is FB is biased and needs a whole new overhaul!",1,"
As a user, I am frustrated with Facebook's bias and need for an overhaul. Whenever I share personal information about my family, it is not fact-checked properly. This can be harmful as it affects the credibility of my family members who are deceased. Additionally, when I share content that is labeled as a meme or photo, Facebook does not fact-check them. It seems like Facebook doesn't care about fact-checking and is more focused on making money.

User Story:
As a user, I want Facebook to fact-check all content before it is posted, especially personal information about deceased family members. Additionally, I want Facebook to fact-check meme and photo content to avoid spreading false information. This will help improve the credibility of my posts and the overall integrity of the platform."
"If you tipped Stalinburg upside down the entire CCP would fall out of his pocket. He employs CCP infiltrated staff to fact check and enforces fascism into his company standards by forcibly oppressing any opposition to his leftist, wokeracist, covidmaskvaxx worshipping ideologies. PS  Facebook isnt social media, its a data mining app that will be used against you in the future.",2,"
User Story: As a user of the platform, I want to ensure that my personal information and privacy are protected from any potential misuse or exploitation by the company's CCP infiltrated staff who enforce fascist leftist ideologies and oppress any opposition to their worker-acist, covidmaskvaxx worshipping policies."
Im giving Facebook one star because I cant leave them negative stars lol. Anyway Facebook is so easy to hack. I recently had my account hacked on 122521 and ever since then Ive been trying to reach the facebooks security team. Both by phone and email that is provided and no luck. Whoever stole my Facebook changed the email and everything no matter what I do I cant get it back. So like I said I tried to contact Facebook and no one seems to care. What was supposed to be a fun social media app has turned into a nightmare for me. I use Facebook to stay in touch with family and friends far away from me and share pictures of our families. I have never violated any guidelines nor do I post inappropriate context for this to happen has ruined social media for me. I mean who hacks facebooks really its not like you got anything from me just a page with pictures and happy positive posts. But whatever.,2,"As a user of Facebook, I am extremely disappointed with the recent hacking incident on my account. The fact that I was unable to reach out to Facebook's security team and have my account restored has been frustrating and stressful. Despite trying multiple times through phone and email, no one seems to care or provide a solution.

I use Facebook to stay connected with friends and family who are far away from me, as well as to share pictures and happy posts. I never violate any guidelines or post inappropriate content, yet my account has been compromised and I am unable to recover it. The fact that the hacker was able to change my email address makes it even more difficult for me to regain access to my account.

Overall, I am extremely displeased with Facebook's security and customer service, and I fear that other users may also be affected by this incident."
"Im in Facebook jail without due process. They cant show me where I violated COMMUNITY STANDARDS, so essentially you are at their mercy and all they do is use your data. I now refer to Facebook as HATEBOOK or RACEBOOK. Its an ugly place that BOTs are taking over. Hatebook is going away like AOL and YAHOO",2,"
As a user, I want the ability to know where I violated community standards in order to understand why I am being treated as if I am in ""Facebook jail"" without due process. It is frustrating when I feel that the platform has no regard for my privacy and data security, and it is becoming increasingly clear that Hatebook is not a safe or trustworthy place to be online."
Account was hacked and quickly lockeddisabled. Managed to change password but unable to progress with account recovery as I cant receive any text codes from their system. Looked into contacting customer support.. literally nothing. Some kind of help desk FAQ that is useless.. no phone number or email. Found a number but only a useless robot that led to nothing. Looked and noticed its happening to hundreds.. and scammers are taking advantage or causing it in the first place to pose as customer support to naive consumers. Where they then ask for money or personal information for help. What a joke.,2,"As a user, I want to be able to easily recover my account from being hacked and locked out, so that I can regain access to my account without having to resort to expensive services or wait for long periods of time.

I want the customer support team to be responsive and helpful in resolving any issues with my account recovery process, so that I can quickly get back to using my account without feeling frustrated or discouraged.

I want the customer support team to have a clear and easy-to-understand FAQ page that provides helpful information on how to recover an account from being hacked, so that I can find the answers I need quickly and easily.

I want the customer support team to have a real and active customer service representative who is available to assist me in a timely manner, so that I can feel confident that my issue will be resolved quickly and effectively."
"Gradually learn to hate your friends and family while earning money for a massive corporation all while receiving nothing in return. Block everyone and everything, give facebook no data, remove all personal information from facebook.",2,"
As a user, I want to have complete control over my online privacy and the ability to block anyone or anything that I don't want on my social media platform. This includes blocking my friends and family while still earning money for a massive corporation."
"Been trying to log into my account, but cant because the phone number and email on it are listed on other accounts too. Thank god I can steal several others accounts instead of logging into my own due to lack of support. They offer it, but for businesses and ad purchasers only. Personal accounts get an FAQ style support that solves nothing and only offers rudimentary information based on your needs. Most of which isnt helpful at all.",2,"
As a user, I am unable to log into my account because the phone number and email address associated with it are already linked to other accounts. This creates an inconvenience for me as I would like to access my personal information securely and efficiently.

I have tried contacting support but they offer limited assistance for personal users. The FAQ style support does not provide adequate solutions or helpful information that addresses my specific needs. Therefore, I am dissatisfied with the current support system provided by the platform/website."
Its really annoying...I cant use my personal real account...where I have given every proof that facebook community need...than why my account is being disabled??? I recommend everyone not to use facebook...such a bad experience with their new meta...,2,"
As a user, I am frustrated when my account on Facebook is disabled without any explanation or justification. It's especially inconvenient since I have already provided proof that the community needs my account. This issue has caused me to question whether using this platform is worth it and if so, why I should continue doing so.

Functionalities:

* The ability to maintain control over my personal information and identity online
* A clear explanation of why my account was disabled
* The option to appeal the decision to keep my account enabled

Acceptance Criteria:

* My account is reinstated and I am able to access the platform
* A satisfactory response from Facebook regarding the reason for the disablement
* An easy-to-use appeal process to resolve any issues with the decision

This user story aims to address the user's frustration with their account being disabled without an explanation. By providing a clear and concise summary of the issue, this story outlines the desired functionalities and acceptance criteria to ensure that the problem is resolved satisfactorily."
Dark mode is missing from the App Settings and Privacy on the iPad Pro..why? It works without problem on my iPhoneit doesnt make sense. This seems to be an issue among many users and seems like it has been going on for some time now and has yet to be fixed. Please fix.,1,"
As a user of this platform, I would like to have the option to use the Dark mode in the App Settings and Privacy on my iPad Pro as it works perfectly on my iPhone. It is frustrating that this issue has not been resolved and causes inconvenience among many users. Please fix this issue to ensure a better user experience."
"All the censorship, political and otherwise is despicable.  This program was founded in America but it was founded on the most unAmerican ideals possible.  They will scour and steal every bit of data about you, they will track everything you do, and everywhere you go and in return they will silence and censor your opinions.  They may as well attempt direct enslavement as it is clear they want nothing more than absolute control.  Pathetic, and disgusting behavior unbecoming of the civilized world.",1,"As a user who values their privacy and autonomy, I am deeply disturbed by the censorship and oppression that has been implemented in this platform. The fact that they are scouring and stealing every bit of data about me, tracking everything I do, and silencing my opinions is unacceptable and a clear violation of my human rights. It is disgusting behavior and unbecoming of the civilized world we live in."
"I hate that there is no one to talk to. My account was hacked after having it for 11 years and they changed my recovery email but anytime I sent in my IDs to add a new recovery email it said the information did not match the info on the account you mean the account that someone else probably changed by now!? You mean the thousands of photos dont match my drivers license or any of the past posts?? Like why dont you let me answer my security questions or ask me questions about my account to PROVE that its mine!! I was also told it would be deleted in 30 days if not claimed. I was sad. It relieved because I dont want some stranger to have all of that! And yet its still up.. Ive reported it, had other friends report it. Blocked it. Still upset because that had so many photos and good memories that I cant see anymore. Seriously there has to be more ways to recover an account or someone to talk to please!!",2,"
As a user who has been affected by the hacking of their account, I am frustrated with the lack of communication and support from the platform. After having my account for 11 years, it was recently hacked and my recovery email was changed without my consent. Despite multiple attempts to add a new recovery email using the old information, the system would not allow it due to what it claimed was an ""incorrect"" match with the current account information.

I am also upset about the loss of all the photos and memories associated with my account, as well as the fact that I was told it would be deleted in 30 days if not claimed. Despite reporting the issue, having other friends report it, and blocking the account, it is still up and accessible to strangers.

I am looking for more communication and support from the platform to help me recover my account and regain access to my personal information and memories. It would be helpful if the platform offered more ways to recover an account or provided a way to verify ownership through additional security questions or contacting the platform's customer support directly."
"With every update it gets worse and worse!!! Why update if it gets worse? Do you even test the app before releasing an update? Seriously like come on! For those in charge of pressuring the developers to release updates to meet demand is absolutely wrong and have no regard to releasing an unfinished or untested update. Marketplace messages is an absolute mess, Facebook searches gives me random results not remotely close to what Im searching and recommending randoms that dont pertain or have no relevance to me. I understand needing advertising for profit but this is ridiculous. Way to sell out! Settings are an absolute nightmare to use and changes made are not shown aside from daily surprises of new features that no one wants! Fix the current problems first and then come up with new features smh. Please reevaluate priorities. I hope devs see this. Supremely disappointed!",2,"
As a user, I am frustrated with the update process on this platform. Every time an update is released, it gets worse and worse. The app's search function is not reliable, and I often receive irrelevant or unrelated results. Additionally, the settings are difficult to navigate and change, leading to frequent surprises in new features that do not align with my needs. I understand the importance of advertising for profit but find this behavior reprehensible. Please reassess your priorities and address these issues before moving forward with any further updates."
"Dont you just love how a multibillion dollar company doesnt have any support or call center not like it would help, anyways.  

Ive found tons of bugs and ways to track who enters or hacks your account  but no one to address the issues and you lose photos of your mother who passed and birth photos and such you store on Facebook.

Ive tried again later like its been years later.  Funny how easy it is to track contacts these days .",2,"
As a user, I am frustrated by the lack of support and call center available for issues with my account on a multibillion-dollar company's platform. I have found numerous bugs in the platform and ways to track who has accessed my account, but no one is addressing the issues. The loss of photos of my mother and birth photos stored on the platform is also causing me distress. I have tried reaching out to the company later on, but it feels like they are not providing adequate support."
