app_review,app,type
i have s6 edge but i can not delete the 2018 weekly summary records can u help ?,Samsung Health,problem_report
Works very well. Changing my review from being very close to 5 stars to just 2. The newest update that removed the total by calendar month is horrible. Please bring it back. Don't like it at all.,Garmin Connect,feature_request
Tries to open files associated with other apps. Garmin is clueless about how their app behaves. Very virus-like activity.,Garmin Connect,feature_request
"App is great overall, but I would like a way to see the evelation of the route I made. Also, there's no way to add faces to the Band 4 Pro.",Huawei Health,feature_request
the app continues to show the running man and will not let me sign into my account to be able to sync,Garmin Connect,problem_report
"Food tab is missing a barcode scanner for quick searching macronutrients, needs to add a target macro editing for Fats, Protein & Carbs",Samsung Health,feature_request
Great step counter and GPS but terrible sleep anyalse some mornings I wake up and look at my phone and it thinks I'm still skeeping....,Huawei Health,problem_report
"Dislike the dark interface theme, settings are clumsy with too many menus. Regular sync issues, tech support useless, I was emailed instructions by the operator who appeared poorly trained.",Garmin Connect,problem_report
The app is utterly useless as it is not recognised by my get 2 smartwatch rendering that a complete waste of money too.,Huawei Health,problem_report
My sleep data is not getting synced from band to app. How do I fix this. It's been three days I have bought the band.,Huawei Health,problem_report
Watch Faces is not loading. It always says server error even if I have a stable connection. This app is unreliable.,Huawei Health,problem_report
"Why my band always disconnected if i close the app,but the app its still running in background",Huawei Health,problem_report
I had give this app 5 stars but I should take back one. Where is nutrition balance score after new update? I used to decide which snack to eat by adding it and see how the score changes before eating my snacks.,Samsung Health,feature_request
"Not working now, requires Huawei Mobile services 4.0.0 app, which is not there in Google play.",Huawei Health,problem_report
Great app. Love you can put in your food intake and stuff. Would give a 5  star if the step counting would work all the time. It doesn't work more  often than it does work so I don't have a good idea of the calories burned  and such.,Samsung Health,feature_request
I found out that Garmin got hacked. And had ransomware on there system. It took a while to get back to working.,Garmin Connect,problem_report
Good app. But... There should a function to sync my data,Huawei Health,feature_request
Have bug and problem on notification panel...please check for solve this.thanks,Huawei Health,problem_report
"Excellent app but 1 thing for Huawei"" Honor Band 3 device"" can install the greek lanquage in next device firmware update...?",Huawei Health,feature_request
Very good application. Everything is alright except navigating back to main page/my day page. Also finding some settings i.e. recording smart/par min is difficult. Make setting simple . It will be awesome.,Garmin Connect,feature_request
"there is no option in app for chane watch face style! i think u're limit some of option for some countries, and that is not fair! i Use the best model of huawei phone and smart watch but i can't use applicatins completely :(",Huawei Health,feature_request
"Pls add anothers wallpaper widgets that able to open app in basic page, or add/record workout directly",Samsung Health,feature_request
When everything works it is great. The weather app just suddenly decided to stop working. I didn't change anything on my phone or fitness tracker.,Garmin Connect,problem_report
I am unable to sync this with my galaxy 3,Garmin Connect,problem_report
Doesn't sync properly with my Samsung watch. It used to count all my steps but there's some issue after the update. it shows 11000 steps when my watch shows 15000 steps. I looked at all the settings but couldn't fix it.,Samsung Health,problem_report
"would be better if the recorded activities showed whether you are working in thezone or not, rather than average heart rate.",Garmin Connect,feature_request
I have a problem with honor band 5-33F the new update doesn't support it,Huawei Health,problem_report
Why this app is giving wrong information on calories burnt so this app is not so good,Samsung Health,problem_report
It's back working counting steps out of nowhere..  That was all my isssue and it's resolved now which is good..,Samsung Health,problem_report
Faces options / add new face etc have disappeared for my Huawei GT2. I cleared the cache etc with no luck. Please fix it asap,Huawei Health,problem_report
Why Would an app want to control all of my phone calls?,Samsung Health,feature_request
Do you actually read feedbacks? I've been reporting about the bugs in daily walking tab.,Huawei Health,problem_report
won't connect until i remove app and reinstalle it very frustrating,Garmin Connect,problem_report
I have GT watch in was the blutooth connected automaticlly..recently i hv to connect manually after while disconnected..pls fix it,Huawei Health,problem_report
Not good at all. My monthly report for April shows the same stats which were there for March month. Recommended courses also does not work properly.,Huawei Health,problem_report
Last update made my Garmin S62 watch stop receiving notifications. Phone are connected correct but not getting any notifications at all,Garmin Connect,problem_report
"It's a great app, could be more supportive of other non Samsung devices such as scales. But otherwise love it.",Samsung Health,feature_request
Nice app needs a little more things that people that have handicap problems can do,Samsung Health,feature_request
I don't know why the my band gets disconnects automatically. And kindly try to enable the reply option to the notifications on honor band ES that will be much appreciated 🙂,Huawei Health,problem_report
Please enable auto pause of tracking the exercise while stopping in between an exercise and start tracking automatically once the exercise is resumed.,Huawei Health,feature_request
Slow start up and slow operation why do you need Id now to work?,Huawei Health,problem_report
"After updating app, it's not connecting, even it's not showing device, then i thought i have to reset it (Honor band5), then also not connecting, worst experience, worst app. Now this band became useless. You Busted why you people taking money from us.",Huawei Health,problem_report
I can't access the app appeantley my phone is rooted but is not,Samsung Health,problem_report
"I enjoy the app, especially logging food. Would be nice if app would allow more than 100 My Food entries to be added/created.",Samsung Health,feature_request
Some minor issues found in your app.  If i shake my phone it count steps.  Plz fix this issue and it would be a good app for health.,Samsung Health,problem_report
Developers please remove the mobile as a step count source . This app is ruining the accuracy of the wonderful honor band 5 . We only want to use Band as the step source .... Please make this change,Huawei Health,feature_request
Didn't upload my sleep data since January 1 2020 from my Huawei band 4,Huawei Health,problem_report
"FIXED SD CARD ISSUE: App won't install stuck on ""downloading"" with no installation bar or anything in the notification tray  Software eject SD card to fix for some reason it only affected the installation of this app",Garmin Connect,problem_report
Only complaint is when watch disconnects' becasue i got too far from phone (30+') it wont automatically reconnect...other then that still learning so hope to rate higher then 3☆ later,Garmin Connect,problem_report
Why all the foods are conserved food.I cook in home.,Samsung Health,feature_request
"App looks good but the settings don't take effect immediately, setting profile specific information",Huawei Health,feature_request
"the app don't pair with my forerunner 35 on Huawei P8 lite 2017 and android 7 whereas the previous version did, very frustrating?",Garmin Connect,problem_report
"Great app. MAJOR deficiency - it can't export GPX files, or sync with Strava. Then it would get a higher rating.",Huawei Health,feature_request
Been able to track all my activity if I remember to carry my phone .  It doesn't track the 4 to 5 hours a day that I'm cashiering at work...lot if movement and steps but nothing really registers,Samsung Health,problem_report
Improve ur app man and add some more features to smartwatch ui it getting boring add camera shutter and voice assistant and add feature to stop continues heart rate monitor change navigation animation and add drink water reminder etc,Huawei Health,feature_request
Why did you take away the average weight stats for weekly and monthly. Now I can only see daily. Worst update ever. Now I will have to find another app with those features!,Samsung Health,feature_request
The sleep app is not updating on my android phone. It suddenly stopped. The watch Huawei GT 2 is good. But there seems to be bug in the App.,Huawei Health,problem_report
Using vivosmart HR just wish when i manually add my basketball games (not allowed to wear watch) that it could estimate steps and calories burnt with the data I input. Also doesnt sometimes sync fails if I have been using another bluetooth device,Garmin Connect,problem_report
Used my vivofit for over a year and app worked just fine but now since recent updates I can no longer synch my vivofit to any of my mobile devices.  If this continues I will move on to another brand of fitness tracker.,Garmin Connect,problem_report
Hello. Auto pause is active in the settings but unfortunately when i stop cicling the time counter didn't stop. And i have to pause manually. This is boring.,Huawei Health,problem_report
The unit does not allow changing to S.I. units (kJ instead of kcal) and has only U.S. food preprogrammed. The option to enter your own food is gone since the latest update. It is pretty useless now. And Samsung never replies to questions or suggestions.,Samsung Health,feature_request
"This is a bad app, it doesn't count your steps correctly and it closes by itself.",Samsung Health,problem_report
Don't like the update the graphics look more messy and the last version was  a bit more user friendly. shame as app is great .and now only shows current  year in total step count (my data) and seem to have lost total count when  using app,Huawei Health,feature_request
Really needs a Barcode scanner for food input! Using Myfitnesspal mostly because of that,Samsung Health,feature_request
"WhatsApp calls on my Huawei watch GT2-C56 is shown & can be answered on iOS but not on Android. Appreciate, if this bug can be fixed on the next update in order for better experience with Android devices.",Huawei Health,problem_report
Waste app. Not able to login in one Plus 6t mobile. Thinking why i brought honor band.,Huawei Health,problem_report
This is spy app. Request to access too much thing Disconnect many time and do not auto reconnect.,Huawei Health,problem_report
I am facing problem in band whenever somebody calls it shows only incoming call instated of name of caller.,Huawei Health,feature_request
Two step and using phone features for a health app!? No thanks.,Samsung Health,feature_request
"Ever since the recent update my step count has decline by at least 10% walking the same journey. Have cleared cache and restarted phone, but same result.",Samsung Health,problem_report
I like the app in general but the widget is annoying. I mean it's way to big for the information displayed. It was somewhat understandable when I had my note 8 with heart rate but now with S20 I should be able to resize it.,Samsung Health,feature_request
Not connecting with my Poco F1 phone. It's showing that I need to update the App. But it is already updated. And why I should go to update the app from Hawaii App store. 🤷 Why there is no any update in Google Play store.,Huawei Health,problem_report
Cannot sync with Google Fit. The app crashes randomly. Update the app please otherwise your watches are useless.,Huawei Health,problem_report
Love this app and all the features. It works great since my phone comes with it. My only complaint is that I wish there was a widget for the food tracker I need the app. The only widget they have available is for counting steps.,Samsung Health,feature_request
"I don't want to use this app so I uninstalled it a few days ago and turned off the auto-update feature, but I just found it reinstalling itself. Not impressed.",Samsung Health,problem_report
All of a sudden not working saying error due to rooted phone. tried clearing cache uninstall and install again but still the same problem. so irritating pops up randomly all the time,Samsung Health,problem_report
"Data sharing needs to be fixed, my weight and activity data doesn't appear properly in Google fit. It should have more support for other activities like indoor cycling which is my case (the Huawei band has this listed as an activity, but not the app)",Huawei Health,problem_report
Huawei watch FIT -1E4 is not pairing with samsung mobile.Please suggest ...,Huawei Health,problem_report
"The honor magic watch 2 is disconnected from the phone Bluetooth every single day. Besides, when I want to make a phone call in my car, it won't use the car Bluetooth but the watch Bluetooth.",Huawei Health,problem_report
Asking mobile services 4.0 or more. Whereas available version on playstore is 3.0,Huawei Health,problem_report
"Very good for track your daily activities, but you can't challenge friend for more activities than walking.",Samsung Health,feature_request
"I Can't pair Huawei Watch GT 2e-626. Shows ""Device not supported"".",Huawei Health,problem_report
I had this same app on my old phone and it would check my oxygen as well as my pulse. Now that I have a new phone it doesn't show either! Ugh this is very aggravating,Samsung Health,problem_report
I now battle to sync my watch with my phone I have to disconnect and set up every time. why is there no pilates option on the app? kindly do an update for this,Garmin Connect,feature_request
Please include Nigeria food in your list. Without it it would not be possible to rate the food consumption.,Samsung Health,feature_request
"It is a really good app, but when I changed my phone device, I lost everything (my progress, my food, my steps...) even when I have an account linked to this app.  I would have given 5 stars if this didn't happen. What a pity.",Samsung Health,problem_report
"Sleep infos not good, naps are not registered. The rest is good.",Garmin Connect,problem_report
Downloaded for Honor band 5 . But on opening the app it notifies that I'll require a more recent version of Huawei mobile services (4.0 or later) for it to work properly and the latest version is available on Huawei app gallery. I am using a Samsung device.,Huawei Health,problem_report
Works fine with my honor Band 5. But it has abusive permission requirements. Why the heck you need my contacts and my phone identity??? Why we have to log in? Why we can't just use it offline?,Huawei Health,feature_request
"The app in my S6 has more features, where is the heart rate and spo2  measures now?",Samsung Health,feature_request
Where is the oxygen monitor that was advertised on the Samsung galaxy watch 3? That was half the reason I bought it...,Samsung Health,feature_request
"First use - update failed, cannot add smart band. Device is useless. Great gift, lamers",Huawei Health,problem_report
Requirement for Huawei mobile services has ruined the Health app and won't allow access,Huawei Health,problem_report
"Sleep tracking stopped syncing on new years eve. Don't know why, but since 1-1 2020 it doesn't work anymore. Fix this please",Huawei Health,problem_report
"So many watch faces to choose, but none of them are digital WITH seconds counter. Even the simplest design would be sufficient. Otherwise works well, not intrusive and overall nice app.",Huawei Health,feature_request
"Excellent 👌 App. Would be 5 stars if there were paid watch faces and more free ones..Also, limited exercise options available compared to those on Huawei GT2 & GT2 Pro watch",Huawei Health,feature_request
"You are missing one component that is very user friendly. Being able to scan barcodes, so that entering a meal or snack is quicker.",Samsung Health,feature_request
Great app. A scanner feature would be useful for enter food calories..,Samsung Health,feature_request
Why is there no option to find my band? Why can't open while we're are offline,Huawei Health,feature_request
It won't let me connect my watch to my tablet.,Garmin Connect,problem_report
Not very accurate will not sink - MyFitnessPal would not buy again. Mobile app error all the time.,Garmin Connect,problem_report
"Heart Rate monitoring has been made redundant. Can't see it in real time. Post the latest update, this has really lost its utility.",Samsung Health,feature_request
When incoming call arrives on my band it displays half number instead of full number (honor band 6). Please update as soon as possible and if i turn off location band automatically got disconnected.,Huawei Health,problem_report
You got rid of the one measurement I used. I have severe asthma and used the oxygen measurements for my doctor and myself. The stress one takes much longer and doesn't track it...,Samsung Health,feature_request
"Always shows as running in the background since latest update, please fix! even after latest update says it is using battery",Samsung Health,problem_report
"Excellent for cycling, wizh it had greater flexibility in logging strength workouts, unable to write in different exercises",Garmin Connect,feature_request
"Bluetooth connection getting lost, not loading with recent update. No login was required earlier, now it's asking for that, don't understand the logic.",Huawei Health,problem_report
"Pretty good app. Keeps me honest. Could always use more food/ nutrition counts, exercises and would like to see it get a bit smarter. Lots of repetitive messages.",Samsung Health,feature_request
I do love this app. Would be better if Fitbit was a partner app as i feel  that would track my steps better as my phone isnt on me contantly,Samsung Health,feature_request
Update ruined everything. My data is lost. Rubbish syncing and never updates my steps anymore. Disconnects every few minutes and counts nap when I'm awake. I thought it's firmware issue but turns it it's just this garbage app.,Huawei Health,problem_report
step count is not correct but it was never a issue for me if it is 2 - 4% but in running its sarting with 10 to 15 % less secount while running scren geting off as normal app which is irritating.,Huawei Health,problem_report
I work a 12 hr shift and i walk 10 of those hours.  This doesn't count all of my steps. Not happy about the way it shows your rewards. Won't let you see each reward. Before update was better. Not excited about using this anymore.,Samsung Health,feature_request
"Did not want this. Cannot delete it. Cannot even turn out off. Google, block this app!",Samsung Health,problem_report
"This was a great app however no update in recent times, need auto pause feature Most of the apps support auto pause n start feature, will appreciate more sporty interface.",Huawei Health,feature_request
After the last update I cannot pair my weight scale with the app. It stops at a message like :Huawei Health wants to access servers in Mainland to download files... Etc. Even if I press allow its not working and the message appears again and again.,Huawei Health,problem_report
"It's great now. Love. Just wish you could pause the run instead of stopping it, or is there a way to pause without stopping it?",Garmin Connect,feature_request
App can't connect to the watch. Since the last update it is even worse.,Garmin Connect,problem_report
"Works great with z5 and my forerunner 230. No issues with connection between the two at all. Sometimes sleep tracking can be a little inaccurate but not by much. There has never been a problem syncing with strava, can't comment on mapmyfitness unfortunately as I don't use it yet.",Garmin Connect,feature_request
Since the latest update my device won't connect with my phone,Garmin Connect,problem_report
Update: new update fixed it Old: Your update just made Health device useless,Huawei Health,problem_report
Not able to sign in. Loading circle is spinning in infinite loop Edit: works after latest update,Samsung Health,problem_report
I like the app. But the heart rate and stress test features don't work on my HTC.,Samsung Health,problem_report
"It used to work properly, now I can upload any new programs under ""discover"". It simply says ""no new item"".",Samsung Health,problem_report
"except for keeping track of sleeping time and recording what you ate, this app is pretty useless now. the step counter is broken, it recorded 14 steps today while I was working and walking.",Samsung Health,problem_report
Before it would keep saying the application had stopped multiple times everyday when I was not using it. Now all I have is a green screen with the man running on it. Its not working.,Samsung Health,problem_report
"Unwelcomed automatically downloaded app behaves like a virus and keeps trying to open, even when disabled!",Samsung Health,problem_report
it doesn't work on S20 FE . It won't measure my heart ♥️ rate or Oxygen.,Samsung Health,problem_report
It does not keep the right track of how many miles you walk !,Samsung Health,problem_report
Wants access to make phone calls. Won't open without it. Upd: The answer regarding providing optimal experience is ot an answer at all. I don't need an experience when an app makes phone calls for me.,Samsung Health,problem_report
Aftr update my samsung watch failing to detect any activity pls fix the issue,Samsung Health,problem_report
I went on a 2k run and it said I got 52 steps,Samsung Health,problem_report
"Was in the top 5% of total users, now at 25% because is hasn't tracked my steps in three days!!!",Samsung Health,problem_report
This used to be a really good app. Worked all the time. But of late it's just not logging anything. Not even step count. Constant white screen. Have to force stop then restart. I'm going to look for another app that works.,Samsung Health,problem_report
"I used to trust this app, it was very good but recently has not been counting my steps property. I walked the dog for 80 minutes this morning covering six kilometres but the app recorded only 5 mins and less than 500 steps!",Samsung Health,problem_report
"After new update, I can't link with AIA vitality app.",Samsung Health,problem_report
"update has ruined the app, and made my s3 useless. Roll it back, or i will be trying new hardware. silllly, and it seema like i am not alone as the app score has gone waaayyyy down because of this reason.",Samsung Health,problem_report
"I cannot remove this damn app from my device!! I try to uninstal and it only allows uninstal for updates, to make things worse it boots up every time i look at the phone, even on calls...Infuriating!",Samsung Health,problem_report
Seemed great but for some reason it keeps telling me I'm over my calorie goal even though it shows I'm still way under in Weight Management. It was working fine until a couple days ago.,Samsung Health,problem_report
I'd love it but I can't track my heart rate and my stress levels on my Samsung a5 but my boyfriend can on he's s5 😢,Samsung Health,problem_report
"It was amazing until steps stopped counting after phone software updates. Reinstalled the app twice, Paused and resumed step counting and all but still not functioning well. Using Mi Max, MiUI 8 here...",Samsung Health,problem_report
"I used this app on galaxy S6 app for years and that was awesome, Recently I've installed on my new phone. But step counter pause periodically and it counts maybe 1/5 of my steps. That's a pity I loved this app previously",Samsung Health,problem_report
"Won't let me varify the given code while setting up the 2 step varification, or if I skip it the app won't connect to my wifi. Would love to use this app.",Samsung Health,problem_report
I love this app. I only have one issue. I cannot seem to get my App and Watch to work as a Monday start. I have seen many people having the same issue. Please fix this I know many people would really appreciate this including me.,Samsung Health,problem_report
This app needs to be fixed #1 problem it doesn't accurately show how fast I run on the graph I'm sure also the mph or top speed isn't accurate this app needs to be fixed.,Samsung Health,problem_report
Unistalled up dates as latest update is useless missing features and not counting steps correctly fix it,Samsung Health,problem_report
Great app except that it sometimes doesn't count my steps right.,Samsung Health,problem_report
"I put my phone in my dog treat bag which is against my body when I walk. This app either doesn't register my walking like that or only only registers part of the walk. But, if the phone is in my purse in a shopping cart or registers. Very unreliable!",Samsung Health,problem_report
My 1 night of sleep gets recorded as multiple sleep cycles and broken up throughout. It's really irritating.,Samsung Health,problem_report
"It's Not working from past few months, not even starting, please do something about it.",Samsung Health,problem_report
But then since the update it's no longer logging my steps correctly and I don't know how to fix it?,Samsung Health,problem_report
Can't turn off notifications. I've turned off everything I can find in the app but still get annoying daily notifications that I don't want.,Samsung Health,problem_report
But I work 3rd and it wont let me record my sleep. I sleep during the day  and it wont let me put it down to save it,Samsung Health,problem_report
walked 6 miles and it says I did 8. not vert accurate,Samsung Health,problem_report
Won't directly register my omron M7 Intelli IT HEM-7322T-E. But I have managed to link the omron app to this app. Sadly it won't import full history. But at least it's working now.,Samsung Health,problem_report
The new app is a total downgrade. Worse counting and no options to change your settings,Samsung Health,problem_report
After this update it says it cannot be open on a rooted phone. One problem: my phone isn't rooted...,Samsung Health,problem_report
I love this app but it doesn't work properly with my Lenovo device it crashed sometimes and didn't update my footsteps,Samsung Health,problem_report
Good but won't sync between phones with the same Samsung account even though my account sync is on,Samsung Health,problem_report
S5 sport...Lost the app with the update. I used this EVERY DAY! Not happy!,Samsung Health,problem_report
"I dont know y but since the update, my pedometer, and sensors dont work  anymore!",Samsung Health,problem_report
Nice app but I think it's fake.when I check my health sometimes it's say 68 sometimes 98 and sometimes 118 this fake or real I have note 4,Samsung Health,problem_report
I guess the app is okay but I dont wanna use it. I cant uninstall it and its always opening up and thats very annoying.,Samsung Health,problem_report
"Steps start get counting even when travelling in a car, bus, etc. PLEASE FIX IT. Thanks.",Samsung Health,problem_report
