app_review,app,type
But then since the update it's no longer logging my steps correctly and I don't know how to fix it?,Samsung Health,problem_report
Can't turn off notifications. I've turned off everything I can find in the app but still get annoying daily notifications that I don't want.,Samsung Health,problem_report
But I work 3rd and it wont let me record my sleep. I sleep during the day  and it wont let me put it down to save it,Samsung Health,problem_report
walked 6 miles and it says I did 8. not vert accurate,Samsung Health,problem_report
Won't directly register my omron M7 Intelli IT HEM-7322T-E. But I have managed to link the omron app to this app. Sadly it won't import full history. But at least it's working now.,Samsung Health,problem_report
The new app is a total downgrade. Worse counting and no options to change your settings,Samsung Health,problem_report
After this update it says it cannot be open on a rooted phone. One problem: my phone isn't rooted...,Samsung Health,problem_report
I love this app but it doesn't work properly with my Lenovo device it crashed sometimes and didn't update my footsteps,Samsung Health,problem_report
Good but won't sync between phones with the same Samsung account even though my account sync is on,Samsung Health,problem_report
S5 sport...Lost the app with the update. I used this EVERY DAY! Not happy!,Samsung Health,problem_report
"I dont know y but since the update, my pedometer, and sensors dont work  anymore!",Samsung Health,problem_report
Nice app but I think it's fake.when I check my health sometimes it's say 68 sometimes 98 and sometimes 118 this fake or real I have note 4,Samsung Health,problem_report
I guess the app is okay but I dont wanna use it. I cant uninstall it and its always opening up and thats very annoying.,Samsung Health,problem_report
"Steps start get counting even when travelling in a car, bus, etc. PLEASE FIX IT. Thanks.",Samsung Health,problem_report
"I updated the app and it now wants me to set up two step verification. Which is fine, but after i confirm my phone number it just goes back to the previous screen and doesnt do anything",Samsung Health,problem_report
Quite often my Samsung Fiite doesn't connect with the app. I missed around 25k steps this month to no connection between my watch and app. What even a point if you trying to challenge someone to race,Samsung Health,problem_report
After install security setting by email not working. Save password button does not work. And open link in browser also does not work. So not possable to use this app. Just time waisting in downloading.,Samsung Health,problem_report
"Used the app on Galaxy S10 for counting steps and for monitoring my heart rate. Since last S10 update, heart rate monitoring no longer functions. Please bring it back. I need it to check my heart rate and not currently in the market to buy a watch.",Samsung Health,problem_report
Does'nt properly on phones other than samsung U need to fix this problem,Samsung Health,problem_report
"Did not want this. Cannot delete it. Cannot even turn out off. Google, block this app!",Samsung Health,problem_report
can't get mine you sync if i have to resign in,Samsung Health,problem_report
After this update my watch and Galaxy 7 edge do not communicate. Still have problems,Samsung Health,problem_report
One more update. Find a way to give steps for cyclists. There's no way people do hundreds of thousands of steps everyday. It seems dishonest that I don't want to be part of it.. uninstalling..btw the GPS seems to be working fine now.,Samsung Health,problem_report
I used to love this it no longer keeps track of steps.,Samsung Health,problem_report
"This was a very good app, however a week ago, I encountered a problem where my step count did not work and the app assumes that I have not been doing anything. Could you please check to see if it is some sort of glitch? Thank you.",Samsung Health,problem_report
"NOT GOOD, I TRY OPENING THE APP, BUT EXPERIENCING PROBLEMS, IT SAYS CONTACT Y'ALL! NO GOOD",Samsung Health,problem_report
"I used to love this app.. now it dosent even work properly. It dosent even count my steps sometime.. really frustrating, also weight management feature is no longer there with the new update.. pointless having this app anymore..",Samsung Health,problem_report
"The 2-factor authorization has basically logged me out of the app. Get the code on phone, entered the code, but the Verify button doesn't work.",Samsung Health,problem_report
"Hello samsung, I'm not able to work this app, showing like ""due to a new security policy, SH can't be opened on a rooted device."" Please help.",Samsung Health,problem_report
"This app never worked for me. I would put ""walking"" on and after 30 minutes it would tell me I'd walked 30 steps. Usless",Samsung Health,problem_report
After recent upgrade few days ago stress and heart rate sections do not work,Samsung Health,problem_report
"It's good , but I have problem I need some help  . When my phone in my pocket the program does not  count me steps . Why is that ?",Samsung Health,problem_report
"Like the app. Except for everytime I put a workout in the app, my step cals always disappear, and the app doesn't show all my step cal.",Samsung Health,problem_report
More bullshit taking up room on my phone that I can't take the stupid app off of,Samsung Health,problem_report
It was a great app. Was working well until I updated it. Now it won't even start. :(,Samsung Health,problem_report
"Settings is enabled but kept asking sms permission on my s7, hence couldn't connect with my friends who has S health.",Samsung Health,problem_report
After the last update the ecg stopped working it requires an update that according to the msg is not compatible with the zfold3 or watch 4 (com.samsung.android.shealthmonitor:2290:9908:25bc597b6003) Tried to get help and no response so far.,Samsung Health,problem_report
Using galaxy watch active with Pixel 3. No option in app to separate steps counted by my phone vs steps counted by my watch. it's either the phone or everything. Also cannot edit out miles of activity when it is obviously incorrect.,Samsung Health,problem_report
"I've had this before & lost an entire person by just walking 10,000 steps a day, but I'd actually topped it by 4000 extra steps so I'm happy to try to lose again so my surgeries go better than expected.",Samsung Health,problem_report
i have s6 edge but i can not delete the 2018 weekly summary records can u help ?,Samsung Health,problem_report
"The step counter stopped working for the second time. Each time i had to reinstall the app. I have a Samsung Galaxy S5, all software updated. Losing the progress details for what I had accomplished was annoying.",Samsung Health,problem_report
"Newer phone, sensor not working in app 9 of 10 times. Just updated app, will see if improved. App seems so-so thus far.",Samsung Health,problem_report
Same story... does not work completely. Does it only work on overpriced Samsung Phones. I regret that I still have a Samsung smartwatch. Just loading circle all the time.,Samsung Health,problem_report
The stupidest app there is even when ur lying on bed shaking the phone or in a moving car the pedometer keeps counting steps.... Total bullshit,Samsung Health,problem_report
Disappointed It is not trusted because its counting is wrong......even if you take phone in hand and move here n there it will count as a step,Samsung Health,problem_report
steps are accurate on mobile phone mode love the challenges the food calculator needs work alot of the nutrition information is incorrect making it unusable to me...,Samsung Health,problem_report
"After update ui last night (released via firmware update), step counting and account synchronizing has not worked till now. Hope to see bug fixed soon.",Samsung Health,problem_report
"I was happy with the app and it's functionality, but when I updated OS to Android 9 on my Pixel 2, the app stopped passively counting steps and would only count if I had the app open. The lack of passive counting has made this a lot less useful.",Samsung Health,problem_report
App stopped syncing with samsung gear fit2 pro after update. It was working perfectly fine before. I wish I can go back,Samsung Health,problem_report
This app started to kill the battery recently. It used to be a must-have app. But now it drains too much battery life.,Samsung Health,problem_report
I work a 12 hr shift and i walk 10 of those hours.  This doesn't count all of my steps. Not happy about the way it shows your rewards. Won't let you see each reward. Before update was better. Not excited about using this anymore.,Samsung Health,problem_report
Reset how many glasses I have drinking. If I choose 2 glasses and I go back to app after two hours it says 0 glasses water,Samsung Health,problem_report
This app requires permission to something but it doesn't say what. So it will not open. I used to use this but the last update killed it.,Samsung Health,problem_report
Used to be working...now can't open because it thinks my device is rooted which is not.,Samsung Health,problem_report
I had a galaxy s5 and this app tracked my steps extremely well. I have since replaced it with a galaxy s6 edge and the app is no longer sensitive enough to capture my true count with this phone . Please fix!,Samsung Health,problem_report
Having issues the app keep stopping when i try to open it.,Samsung Health,problem_report
was a good app but now it insists that my phone is rooted and keeps popping up errors ever 30 seconds when I'm not trying to use it. I had to uninstall because it became too annoying.,Samsung Health,problem_report
"I have used this app since 2017. Since the recent update, have more problems synching from the Fit. I have read many complaints recently and applied samsung response to correct .""""Nothing Worked"" Today, your rating has tanked to a 1 star from a 5 .",Samsung Health,problem_report
So frustrating.   I have been refusing the updates for a reason and did not give permission for this one.  Driving in car sometimes counts as steps also.,Samsung Health,problem_report
"When I measure stress out heart rate the screen sometimes freezes and I have to restart my phone. Otherwise, I like the app but wish there was a way to enter other exercises.",Samsung Health,problem_report
"The app will not open because it says my phone is rooted. However, my phone is NOT rooted. Because of this my gear S3 is essentially useless, as it will not sync with any other application.  Not happy Samsung.",Samsung Health,problem_report
For some reason it only loaded the first time I used it then I couldn't get on after that. I did an update and it loaded up again the first time but now when I open the app it won't get past the green start screen.,Samsung Health,problem_report
I bought a galaxy fit e and it's the app doesn't work it say there a problem. It does not connect.,Samsung Health,problem_report
Not tracking steps like it used to please fix it!,Samsung Health,problem_report
"All issues have been fixed. I love this app. However, the ""Smart View"" function isn't working from the last update. This function is really important to me, my phone is S9 plus.",Samsung Health,problem_report
"This app will not even open, it just says access denied, just a waist of time to try",Samsung Health,problem_report
"Inaccurate counts of everything. Steps are never correct, heart rate force closes the phone. Kind of useless.",Samsung Health,problem_report
Doesn't always record the correct number of steps. For me averages 1/2 what was actually done. Have to uninstall and re install to get it correct for a little while.,Samsung Health,problem_report
This app helps you alot to achieve your fitness targets i liked it alot..but don't know what happened audio guide is on and still not receiving workout informations at audio guide intervals..plz fix the issue.,Samsung Health,problem_report
I do not work out and it keep tell nice work or I'm on a bicycle and it been 4 years for that. Something need fix ASAP,Samsung Health,problem_report
"Stopped working. It used to be fine, but now it won't even open. It just sits there loading. I've tried updating to no avail.",Samsung Health,problem_report
Unfortunately it isn't recording my distances travelled properly. Yesterday biked over 10 km. The route showed on the map but distance recorded is 0.04km. This has also happened on recent walks.  Any ideas on why?,Samsung Health,problem_report
Half the time there are no search results for food and most of the time adding food doesn't works. It just buffers then stops.,Samsung Health,problem_report
I am not able to login. After inserting credentials the process remains loading without concluding.,Samsung Health,problem_report
I've been walking all day and I look down at the tracker to see how I'm doing. 178 steps and hasn't budged since this morning. Uninstalling.,Samsung Health,problem_report
Really want to use the app how ever it won't let me sign in. I've reset my phone. Cleared my cache deleted and re added the app and still won't allow me to log on,Samsung Health,problem_report
"Inaccurate mile count, also inaccurate speed . Says I am walking 3.7 miles per hour and it is closer to 3 mph. Irritated!",Samsung Health,problem_report
Not accurate. Topped my weekly goal by 24% additional yesterday. Today sends me a 'reminder' that Ive been more innactive than usual. Even though my weekly goal score will be 15% higher than required. Useless if inaccurate.,Samsung Health,problem_report
Very poor. Failed on a consistent basis to measure step activity.,Samsung Health,problem_report
I had this same app on my old phone and it would check my oxygen as well as my pulse. Now that I have a new phone it doesn't show either! Ugh this is very aggravating,Samsung Health,problem_report
"sine I bought samsung s7 this app would not to open,shi say the device is rooted but device is not rooted,help?",Samsung Health,problem_report
It's good I liked the heart rate and stress measuring but there r problems with step counter,Samsung Health,problem_report
last update sucks telling it doenst work on a rooted phone lol i havent even tried rooting and yet it says my phone is rooted😤😤😤,Samsung Health,problem_report
Freezes my phone and reboots it using the stress test,Samsung Health,problem_report
No longer counts steps.  Garbage application.   Edit: The troubleshooting doesn't fix it.,Samsung Health,problem_report
It was great for tracking steps but now the step counter isn't resetting each day. It doesn't work. Update: Samsung responded very quickly for a fix to the problem and it was able to resolve the issue and now it works better.,Samsung Health,problem_report
Love using the app. One problem since the last update my Samsung heath and discovery won't sync at all. Samgsung health doesn't see any 3rd party apps associated with Samsung health,Samsung Health,problem_report
"If your heart rate is too high, like after a good cardio sesh it wont give a bpm, which is ridiculous, just tell me how fast its going, damn.",Samsung Health,problem_report
"Can't measure anything (i.e., heart rate, stress, oxygen); only measures steps and sleep. Why?",Samsung Health,problem_report
"Blood oxygen measurement was removed in the latest update, no reason was given. On some phones it's apparently still available under the Stress section but my phone doesnt have that for some reason.",Samsung Health,problem_report
"Ever since the recent update my step count has decline by at least 10% walking the same journey. Have cleared cache and restarted phone, but same result.",Samsung Health,problem_report
Tool a 8 hike mile this app showed less than 3 miles. Reinstalled app now seem to be working correctly.,Samsung Health,problem_report
"All the sudden the app step counter is only displaying mobile phone steps and when you switch to show all, it won't load up. After years of this app, that shouldn't become an issue. Fix it.",Samsung Health,problem_report
This ap does not count steps correctly when challenging others. Sometimes its over and sometimes under. Makes challenging friends useless,Samsung Health,problem_report
"I love this app but since my last phone update, the app is saying I'm burning 6000 calories by the end if the day! I wish, lol. Hopefully this gets corrected soon.",Samsung Health,problem_report
Suddenly it stopped counting steps! I even installed it again but nothing.,Samsung Health,problem_report
the app keeps saying it cant be opened from a rooted phone and its randomly popping up!! plz fix,Samsung Health,problem_report
"I like the original set up! Since the big change, I can't find anything such as how to change my goal of 10,000 steps to something different. I just messed with it for over 10 minutes and got nowhere. Please change it back!",Samsung Health,problem_report
It keeps getting stuck at the steps screen for me. Keeps loading forever and hangs :( the rest of the app works fine though..,Samsung Health,problem_report
Great App but last 2 weeks there is a problem apply to update through Samsung Galaxy Store. After download is finished the app keep crushing when it tries to be applied on Galaxy Watch,Samsung Health,problem_report
I cant login with samsung account. Due to the registration proses using some weird language.,Samsung Health,problem_report
hi i am facing some issue with this app..the pedometer is not showing when the scree locked..i am using samsung a5 handset.,Samsung Health,problem_report
"It worked fine for 2days from the installation after that its showing Loading.. When I opened the app, and all so not counting my steps properly in my J5. Pls help...",Samsung Health,problem_report
This AP constantly pops up when I'm on the phone and reinstalled itself several times after deleting! Help me get rid of this spamming spyware!!!,Samsung Health,problem_report
I cannot link the samsung health to my philam vitality. Kindly help,Samsung Health,problem_report
All of a sudden not working saying error due to rooted phone. tried clearing cache uninstall and install again but still the same problem. so irritating pops up randomly all the time,Samsung Health,problem_report
"I thought it was synching to Samsung, but when I did a system rest on my S5, it couldn't find any data to synch back to my phone. Data was just all gone. What a bummer.",Samsung Health,problem_report
Was a great app until last update I am unable to use as access denied unauthorised changes were made to phone apparently that's the message I am given every time I try to use it,Samsung Health,problem_report
"I don't know if it was due to the update, but all of a sudden my steps are not being tracked. I will go the whole day walking and it will say I only took 43 steps!",Samsung Health,problem_report
Asked for update so I reset it and it won't work.. so now I'm going to have to find a different app.👋👋,Samsung Health,problem_report
When I input the code for the two step verification it just loops back to the beginning. I can't get past it.,Samsung Health,problem_report
It stop running on the work out and so it does not up date the work as far as for steps,Samsung Health,problem_report
Can't sync with Nike run anymore. Either allow SyncMyTracks to run properly or add Nike run to your app. You can't take away both.,Samsung Health,problem_report
"Kills my battery,  force restarts,  inaccuracies.  Please get it off my phone",Samsung Health,problem_report
The new version doesn't record walking or running automatically neither it is able to record ur sleep automatically. Just consuming power in the background.,Samsung Health,problem_report
Cant get pass the verification for phone number. Great app. Just broke it with the last update however.,Samsung Health,problem_report
the only thing I have a problem with is the that the food caloric measurements arent accurate. I added in and item that was on the list and it didnt add in the protein counts.,Samsung Health,problem_report
"Km count is totally wrong-where in reality I have 15 m,app counted 2 km!!  Pedometer too not trustable,walked with friend the same amount-very long  distance,I had ~12000 steps, she - 30000. At the end of the walk different  notifications about different length.",Samsung Health,problem_report
Update broke app. Won't let me set up 2 step verification. Can't get into the app. Please fix this.,Samsung Health,problem_report
Worked good before the update but crashes my phone now  everytime I take my heart rate.,Samsung Health,problem_report
"The app idea is good, but implementation could be better: often gets stuck",Samsung Health,problem_report
"Samsung needs to make just one app to sync with all the smartwatches only, my phone tracks more steps then my watch ,i rather just have one app for my Galaxy watch.",Samsung Health,problem_report
"I can't enter my profile information, so I can't really use this app as much as it's intended to be.",Samsung Health,problem_report
The heart rate function of the app shouldn't even be on here.  It NEVER works. It's not very accurate with keeping track of steps either.,Samsung Health,problem_report
I downloaded the update and now its not reading my steps accurately. Note 4.,Samsung Health,problem_report
"After recent update, steps since 5th October 2020 no longer save (keeps resetting to zero next day). Also, steps no longer sync with Myfitnesspal app.",Samsung Health,problem_report
"Can't use on my Galaxy S9 plus. Close forcefully. Even the software update couldn't be helpful. Already reported the issue,but no assistance received. 👎👎👎",Samsung Health,problem_report
"Why am I still getting notifications from this app when I have them all turned off from within the app? Thankfully I have Oreo, so I can have Android block them anyway.",Samsung Health,problem_report
Not working on Galaxy C9 pro... Error saying device is rooted but my phone isn't rooted... Fix this issue,Samsung Health,problem_report
"I can't activate my account, everytime I enter verification code the app returns back to the previous step!",Samsung Health,problem_report
"I love this app, until I updated it. Once I updated, it wasn't taking my every step like it's was before. So disappointed! 😕",Samsung Health,problem_report
"Can't set up app ""check your network connection and try again"" after android 8.0 update",Samsung Health,problem_report
"App is disappointed many times, steps counting stops after some time",Samsung Health,problem_report
Its not intelligent to gain or track record..always need to start and should be checking every time if it is running or tracking. all of sudden it stops and you spend time to track this app instead of app to track you,Samsung Health,problem_report
I don't understand why this app. stop counting my step. 😭. please help I did try to follow your instructions but it seems this app is broken. It there any way to fix this? I cant call your number,Samsung Health,problem_report
worked great until recently. now does not track any movement. Looking for an update.,Samsung Health,problem_report
"Complete waste of memory space. Records steps you never took. Calculates distance bu guesswork. Cant even put in your stride length. I can be semi idle at home and it will count 1000s steps. Also counts steps when driving. Never been fixed for years. Nil points. Pointless, in fact.",Samsung Health,problem_report
"Doesn't measure work. I shovel snow for about an hour; get credit for 8 minutes, ha!",Samsung Health,problem_report
"I'm unable to use this app, after opening and tabbing agree it doesn't work further,stuck on main page.",Samsung Health,problem_report
Stress app doesnt have the measure button. No way to measure blood oxygen. Used samsung active 2 watch to measure but doesnt show oxygen level. Samsung S9,Samsung Health,problem_report
Step tracker is no longer accurate. It said I took 600 steps the whole hour I was walking. I'm pretty sure I took more than 600 steps if i was walking for over an hour and I had my phone in my hand the whole time.,Samsung Health,problem_report
"On two Motorola phones, the Samsung Health app hangs at a loading screen after I log in and enter a two-factor code. This happens after three different two-factor methods and I can't figure out how to turn off two-factor authentication so I can try without it.",Samsung Health,problem_report
Doesn't read BPM or spO2 from rear sensor of rooted Galaxy Note 4 with  LineageOS,Samsung Health,problem_report
"Is not accurate with step counting and in the last 2 months won't read my heart rate any more. It senses it but won't change to ""measuring""",Samsung Health,problem_report
Stop updating on my phone. I have it not to automatically update but this app and 3 others do. Fix your bugs,Samsung Health,problem_report
Some days the step counter counts my steps some days it doesn't want to work consistently. I watch it as I walk to see if it counts and it doesn't.,Samsung Health,problem_report
"Mine hasn't worked right since the update. lg,health will day I've walked 12,000 steps,while the Samsung one says 1400",Samsung Health,problem_report
Since the most recent update the app no longer counts my steps. I enjoyed it until this recent update,Samsung Health,problem_report
Hi App will not open 😒 not happy. No way of checking my data .,Samsung Health,problem_report
"Does not allow for heart rate or pulse ox rate to be measured on galaxy 20s. With my old phone, galaxy note 9, pulse ox was constantly wrong.",Samsung Health,problem_report
"I loved this app, so sad i can't use after the last update",Samsung Health,problem_report
Not syncing data with 3rd party apps (fitvault) even though permissions are turned on. Updated both apps and doesn't work. Hope it's fixed soon,Samsung Health,problem_report
This program is useless. The workout program does not load,Samsung Health,problem_report
I used to love the app but it stopped working on my Samsung device. Doesn't count steps anymore. Update only made it worse 😢,Samsung Health,problem_report
I switched to Garmin because they aren't so restrictive with their software. Even on official firmware this garbage app won't run. I'll never buy a Samsung again.,Samsung Health,problem_report
The new update is not getting installed on my galaxy watch (failed update after getting transferred to watch). Is there a Indian support service that I can call? The number you provided was not helpful,Samsung Health,problem_report
Prefer the old look. After this update i cannot sync with other App?,Samsung Health,problem_report
"I do dancing for cardio, it logs it as walking and it stops tracking in between songs. It's not accurate and I miss my fitbit.",Samsung Health,problem_report
I like it preety well but i have some problems with sensor while i upgraded my android version to 7.0 plz fix this i cant measure heart rate and spo2 level anymore.,Samsung Health,problem_report
"can't download on my s9 phone, it bugs my phone, when I try, not happy Jan.had it on my phone previously.",Samsung Health,problem_report
"Use to work well,but now keeps losing steps and minutes. Seriously thinking about deleting this app. Did all that you suggested worked for a short time, now losing steps again,use two think this app Great.But not happy and at the moment wouldn't recommend this app.",Samsung Health,problem_report
"On S7 edge, worked well so far. but recently failed. Cant setup app. Server error occurred. Try later again (0c09) Reinstalling did not solve the problem",Samsung Health,problem_report
Every time crashing inspite of continuous updates and even reinstalled many times... please let me know via email how can i contact you.? Called on the number but the call center couldn't help.,Samsung Health,problem_report
Not updat correctly....n also not worthy 0% without supper fast network.,Samsung Health,problem_report
The updates do not work. So stuck with old version.,Samsung Health,problem_report
Hey team Samsung I am quite frustrated because my steps are not being counted from last two days although counting is not paused.,Samsung Health,problem_report
Too unstable. Misses step recording. Allows cheats to continue in the monthly challenges.,Samsung Health,problem_report
Dosent work any more. Can't start running or skiing &gt;:(,Samsung Health,problem_report
"Since the update, the app won't count my steps. Why?",Samsung Health,problem_report
"The app is brilliant. It helps me to know travelled distance, heart rate, sleep time... and more. Hmm...still need some more accuracy on steps count.",Samsung Health,problem_report
Ecg does not work on my activ2 watch. Ice tried everything.,Samsung Health,problem_report
"This app is becoming so frustrating, just for me to set it up and start using it, i can't. Keep writing retry retry and retry. Make amendments please",Samsung Health,problem_report
"Excellent and very useful. The latest version is amazing! Thank you Samsung. I am enjoying using it. Just one feedback, Novi Sad altitude is 74-80m, not around 57m. Excellent recent update that shows very nice daily data.",Samsung Health,problem_report
"The only problem i have is that the map says ""not in use"" I've tried everything to try and make it work and I can't get it to. Any help in resolving this would be greatly appreciated",Samsung Health,problem_report
Challenges suck.  Cheaters all over the place and Samsung does nothing.  Will reevaluate my rating when this is fixed.,Samsung Health,problem_report
"Cannot sign this app from other browser, rubbish app and I will not purchase any device or smart watch from Samsung",Samsung Health,problem_report
"I was told you could sync it with Go365, it shows it but will not allow it.",Samsung Health,problem_report
"Love the app, but it sporadically tracks steps using my phone. Sometimes I'll go through my day and will check the app at the end of the day and it gives me the ""take a walk step"" marking 0 steps for the day.",Samsung Health,problem_report
When ever I or my friends try to check the weight it always show 85kg. Plz fix it.,Samsung Health,problem_report
"Have used this app almost exclusively since it first showed up, even ditching my fit bit in favour of s health. But with this latest update it seems to lag terribly with the workout timing and sometimes only logs half my exercise from walking or jogging.",Samsung Health,problem_report
My rate checker stopped working sence I did the update,Samsung Health,problem_report
I can't access the app appeantley my phone is rooted but is not,Samsung Health,problem_report
Some minor issues found in your app.  If i shake my phone it count steps.  Plz fix this issue and it would be a good app for health.,Samsung Health,problem_report
This app is not open in my mobile sumsung s8+ again this app not working plz solved this issue,Samsung Health,problem_report
When i jump samsung health also count . Its not 100 % accurate track.,Samsung Health,problem_report
"I just to love the app but as soon as I got the galaxy a20. I have the stress tracker but I can't use it there is no where to read it with my phone, or to read the heart beat, what do I do, please help me",Samsung Health,problem_report
The app is great. But in my new samsung A71 phone i cant record my stress and heartbeat. The others feature work super fine but i cant record my stress and heartbeat. Are those feature unavailable for samsung A71? Pls let me know. Thank you,Samsung Health,problem_report
"The SpO2 only says measuring and never gives any measurement. Tried multiple times. Even delete all data, and it doesn't work. Galaxy S7 Edge.",Samsung Health,problem_report
Before I lost all my data with the last update...,Samsung Health,problem_report
App has frozen today and will not count steps or log activity. Have tried all I can think of to make it work again. Up until now it has been a great app.,Samsung Health,problem_report
Doesn't keep steps updated on my gear S unless I refresh.,Samsung Health,problem_report
The a application was awesome but after the update it was crap. It no longer counts my walking steps. Please fix asap.,Samsung Health,problem_report
Steps counter widget always disappear after some minutes. It was never disappearing in previous updates. Please help,Samsung Health,problem_report
"The app quit tracking activities as of the first of October.  I was happy with the app until now, even though you can't customize it more.",Samsung Health,problem_report
"I like this app, except it keeps crashing when I try to link other apps to my Samsung Health, causing me to enter the same data in two different places.",Samsung Health,problem_report
This update does not let me sign in. Where is the option to get the version that actually works.,Samsung Health,problem_report
"all I want is to be able to edit the workouts, my watch is so bad at estimating treadmill run distances. please I just want to track my workouts accurately and edit them. other than that all good",Samsung Health,problem_report
It's the worst app...I'm getting error after few days of downloading the app.. this happened twice and I'm uninstalling the app now,Samsung Health,problem_report
"Since last update cannot pair my Samsung A620e to my Samsung galaxy watch active to this app, therefore unable to traxk anything at all.",Samsung Health,problem_report
"Dear Samsung, was using the app for a long time but since after the latest update it's not working. Neither synching with Samsung Active watch nor recording data in the app. Can you pls. look into this. Thanks",Samsung Health,problem_report
Would give a 5 but it measures distance wrong. Says you're goin further  than you are.,Samsung Health,problem_report
It's back working counting steps out of nowhere..  That was all my isssue and it's resolved now which is good..,Samsung Health,problem_report
"Pops open, then force closes every 5minutes & says my phone is rooted. My Nore 8 is not rooted. Been doing this since the update from the beginning of May. Hope i don't have to remove it since I used it almost daily....",Samsung Health,problem_report
The steps didn't sum up at the dashboard for few times already. And makes me can't collect points from there. Upset,Samsung Health,problem_report
Cannot even login. Just crashes on login. Have Nexus 5x with Android 7. Any tips?,Samsung Health,problem_report
Its not showing me the map. It doesnt record my sleep automatically,Samsung Health,problem_report
"S helth not shown accurate kilometres yesterday I ran in one marathon actually  there is 10 kilometres but in s helth it's shown 16.96 kilometres so how I can fix this issue, any calibration facility in the app ??",Samsung Health,problem_report
Doesn't sync properly with my Samsung watch. It used to count all my steps but there's some issue after the update. it shows 11000 steps when my watch shows 15000 steps. I looked at all the settings but couldn't fix it.,Samsung Health,problem_report
Liked the old look and layout. But the upadted app is having a problems when I try to go to the ''Together'' tab. It says that 'it couln't verify your identity'!,Samsung Health,problem_report
"It is a really good app, but when I changed my phone device, I lost everything (my progress, my food, my steps...) even when I have an account linked to this app.  I would have given 5 stars if this didn't happen. What a pity.",Samsung Health,problem_report
"I can't make myself an account, even though I was entering my email address.",Samsung Health,problem_report
"Since the update, I can't login into my account. This needs to get fixed, it's ridiculous really.",Samsung Health,problem_report
