data,app,type
"I love this app but since my last phone update, the app is saying I'm burning 6000 calories by the end if the day! I wish, lol. Hopefully this gets corrected soon.",Samsung Health,problem_report
Great app. Love you can put in your food intake and stuff. Would give a 5  star if the step counting would work all the time. It doesn't work more  often than it does work so I don't have a good idea of the calories burned  and such.,Samsung Health,feature_request
"Love the app. It does more than I ever expected and seems to be getting better. The only issue I have ever had with this app is the occasional ""bug"" when they push out a new upgrade.",Garmin Connect,problem_report
would like to see an upgrade on the iQ apps. I use a lot for biking. don't like the fact that it doesn't stop the clock when I stop at a light,Garmin Connect,feature_request
"update: congrats, you did it. it's the first app i actually turned notifications off!!! original: why do you need 'read call logs' permission? and why app is so persistent about that?",Garmin Connect,feature_request
"How hard can it be to make the calibration in a treadmill activity count? Or the time? Or the steps? Everything seems ok in the device, but then it gets transferred to this app and everything is messed up!",Garmin Connect,feature_request
Worse than previous version. Walking distance is not correct. 20 min normally gives me 2 miles in older versions and other app. This gave o.67 mil,Samsung Health,problem_report
"Total wastage of money,bought a Huawei watch and my phone is pixel.Always showing not compatible messgaes Then why you are launching new products each year",Huawei Health,problem_report
Step tracker is no longer accurate. It said I took 600 steps the whole hour I was walking. I'm pretty sure I took more than 600 steps if i was walking for over an hour and I had my phone in my hand the whole time.,Samsung Health,problem_report
I am trying to download the app but it keep on shows please download 4.0. Even after downloading it still not able to use it. Its a use less app.,Huawei Health,problem_report
Just bought a vivoactive and it won't connect via the app. The smartwatch tells me I'm connected...the app says I'm connected but it won't transfer any data and everytime I log in it says no devices are connected???? Going around in circles..,Garmin Connect,problem_report
"After update ui last night (released via firmware update), step counting and account synchronizing has not worked till now. Hope to see bug fixed soon.",Samsung Health,problem_report
Can't rest my password asking everytime old password trying rest my password is not possible why u guys are so sick. To make app for coustomer convince not for ur own First change these type of idiot things from app,Huawei Health,feature_request
"Was working great before the April 2015 update.   Hate the April 2015 update.  Don't like the colors. Don't like what they did to the serving size (no way to adjust ),  don't like the Nike swoosh tile.  Wife stopped using it, I'm looking for a replacement app.",Samsung Health,feature_request
It just stopped working one fine day and asking for another Mobile services app to be downloaded and create a cloud account. Why would I do that? The worst ever product planning. The band is just useless now.,Huawei Health,feature_request
My greatest complaints are the weather does not update unless forced by turning the weather display off then on again and it does not register naps vs sleeping. Otherwise it is a great app for my vivosmart hr+.,Garmin Connect,feature_request
"I need the precentage of remaining battery of garmin instinct. If I don't have it in my watch, I hope I have it in this app",Garmin Connect,feature_request
"On S7 edge, worked well so far. but recently failed. Cant setup app. Server error occurred. Try later again (0c09) Reinstalling did not solve the problem",Samsung Health,problem_report
All of sudden my approach 20 watch keeps changing to 24 hr clock when i connect to app. If i uninstall app watch will stay on 12 hr clock. Update created problem. Tried everything to fix made dure everything was zet for 12 hr clock. App is useless right now,Garmin Connect,problem_report
At first I loved this app. Today I walked and walked and my steps aren't going up. I'm part of a challenge and thanks to Samsung health I look like I barely walked today. Sort this out please. I'm missing my QFF points because it's not working.,Samsung Health,problem_report
"Flat out doesn't work. Profile never ever saves, you can reset it 10 times doesn't help. So many glitches too many to mention. What a pity, good looking app that is so frustrating because it just doesn't work. I use it only for workouts as the rest is useless.",Huawei Health,problem_report
Great apps for tracking your healthy lifestyle. However it would be nice if i can connect to other calorie counter othet than myfitnesspal because my previous phone was having problem with mfp. Looking forward to use new features such as period & water tracker,Garmin Connect,feature_request
"Love it so far. Would be good if you could add micronutrient summary to the food planner, I'd like to track my sodium intake in particular.",Samsung Health,feature_request
"Can't seem to set age and weight, every time I set it correctly it changes to some random number. It also seems to disconnect from the watch quite regularly. It has great potential to be great but it's just lacking at the moment.",Huawei Health,problem_report
"Lately I am very frustrated with the app. I need to pair my watch every time it lost bluetooth connection with my phone. I see people with similar complains. Hope garmin can solve this soon, otherwise I'd be forced to get a different watch. Phone: Samsung A32 Watch: Vivoactive 4",Garmin Connect,problem_report
Please make the app working in other devices too. It asks for latest version of Huawei mobile services. We can't buy a separate mobile to make the app work. So please make it working,Huawei Health,feature_request
I like all the different exercises that your app can keep track of...I only hope there was a way to make corrections.. Like when you forget to stop an exercise and keeps going...its cheating bit I dont know how to change it...,Samsung Health,feature_request
Can't link my watchfit as it doesnt appear in device list even after updates. Worse thing is asking for random permissions -camera location call before letting a person use the fitness band. Why is it even necessary to link the fitness band with the phone to start with? Deeply disappointed,Huawei Health,problem_report
smooth sailing so far. I like that my current running pace is shown but would like to see average pace too? If possible. Otherwise awesome app,Garmin Connect,feature_request
Well I was keeping all my data on there and try to check my blood pressure but now I have to sign in which did refuses to let me do it,Samsung Health,feature_request
"They ask too much permissions that too mandatory.. Govt of india is correct in banning othere chinese apps. Why you need phone, call, location and so much ser use data analytics that too not optional ?",Huawei Health,feature_request
Keeps crashing. Won't even open. I followed all the troubleshooting guides with no change. Customer service was no help. Makes the money I spent on the venu a huge waste! I want a refund!,Garmin Connect,problem_report
"Awful, it won't let me even open the app unless I allow per.issions in the settings which I have. I used to use this app alot",Samsung Health,feature_request
"Include a barcode/QRcode scanner beside the ""search"" field of the food  section (of scanning did packaging will retrieve nutritional information of  the food product into S-Health).",Samsung Health,feature_request
App is great! I always use it everytime I workout. My suggestion is that please add a support to Mi Band 4 or allow sync to Mi Fit App. That would be awesome.,Samsung Health,feature_request
"Latest version has severe connectivity issues, both to phone and external pulse band. Keeps disconnecting all the time. It's really frustrating and makes the product essentially worthless.",Garmin Connect,problem_report
no dark mode no achievement recorded no weekly / monthly target shown. no stress data syncing with running band takes a hell lot of time. pls fix this asap in new update.,Huawei Health,feature_request
"Use to have no issues, lately im having no end of device connection issues and also Bluetooth syncing issues, spent £120 on a Bluetooth enables garmin because I have limited computer access, but Bluetooth is just shocking",Garmin Connect,problem_report
I will no longer use this app based on most recent update. There is absolutely no reason for me to grant permission to access my contacts or calls. Very disappointing as I have been a long time user.,Samsung Health,feature_request
"It worked fine for 2days from the installation after that its showing Loading.. When I opened the app, and all so not counting my steps properly in my J5. Pls help...",Samsung Health,problem_report
"Connects well on xperia 10 phone and gt2 pro watch, good charts and map to reference workout. The hight and weight setting don't set properly, only fault.",Huawei Health,problem_report
Not happy at all it won't sync at all this must be fixed or try other alternative to use another app if this one won't work I'm tired of waiting for this app to be fixed ,Garmin Connect,problem_report
the only thing I have a problem with is the that the food caloric measurements arent accurate. I added in and item that was on the list and it didnt add in the protein counts.,Samsung Health,problem_report
"There's a lot of content here to work with your Garmin devices. I think the interface can be a little clunky at times, but they allow you to customize it, too.",Garmin Connect,feature_request
"After waking up,it won't show my sleeping pattern.it did for one day,but it isn't doing so now.The app won't synch with the band.i have an honor band 3.i don't know if it's an app issue or band.Please someone reply what could be the possible reason",Huawei Health,problem_report
i got the vivofit for the battery life.  but the app and device never function properly...only able to sync on a laptop which is worthless to me. UPDATE  After multiple phone reboots it now works fine.,Garmin Connect,problem_report
It will not let me sign in! It's in a loop it keeps taking me back to the sign in page. It's always something with this company.,Garmin Connect,problem_report
"Finding it very difficult to sync with my Samsung phone, have to unpair, turn watch and phone off, re-pair and then it only might sync. Pal having same issue so it doesn't seem to be user issue",Garmin Connect,problem_report
"You can't export your own data to perform your own analysis. The device's measurement uncertainty is also not stated anywhere, meaning it's measurements possess no meaning. You also can't control when SpO2 is continuously monitored.",Garmin Connect,feature_request
Doesn't measure stress or blood oxygen...feature was removed from all phones higher than S10...I needed this because of my PTSD...will not buy another Samsung product.,Samsung Health,feature_request
The app does not either sync to the watch or stay synced to the watch. Have tried a million times. Even called garmin customer service.,Garmin Connect,problem_report
I wish there was an option to select your preferred 1st day of the week. Other than that I love using the app with my FitBit.,Samsung Health,feature_request
Give option to turn off phone step counter. It adds steps from phone sensors and fitness band . It doubles the number of steps taken than actually taken steps.,Huawei Health,feature_request
I am not able to connect my Honor AM16 wired Heart rate earphones. Im sure there is some issue with the app as it only allows connecting bluetooth devices.,Huawei Health,problem_report
Great for viewing stats on completed activities. Shame it lacks route planning capabilities or ability to import gpx track - have to use garmin  baeecamp and a USB cable to create new courses.,Garmin Connect,feature_request
"FIXED SD CARD ISSUE: App won't install stuck on ""downloading"" with no installation bar or anything in the notification tray  Software eject SD card to fix for some reason it only affected the installation of this app",Garmin Connect,problem_report
Please give a new update that we can apply our picture as watchface for honour band 5 please... Your application is superb . So I gave   . Thank you. Please respond for that watchface update.. please.,Huawei Health,feature_request
"Daily it get stopped running while having call over lapping (!!! I DON'T UNDERSTAND WHAT CONNECTION IT HAS GOT TO DO WITH THAT). Poor graphics, syncing problems, many activities not get measured... Lot og bugs. It sucks",Huawei Health,problem_report
Worst app ever . Every time I login it show to download more recent version n there is no recent version available on play store n there is no huawei app gallery. Fix this bug immediately or give my money back for my honor band5,Huawei Health,problem_report
All of a sudden not working saying error due to rooted phone. tried clearing cache uninstall and install again but still the same problem. so irritating pops up randomly all the time,Samsung Health,problem_report
I just purchased huawei watch GT and wont let me pair it. It says app needs an update and brings me again to the app. No updates found. Unable to use the app,Huawei Health,problem_report
I had a galaxy s5 and this app tracked my steps extremely well. I have since replaced it with a galaxy s6 edge and the app is no longer sensitive enough to capture my true count with this phone . Please fix!,Samsung Health,problem_report
Yeah used to use this app all the time. Not sure why they took away the heart monitor and stress meters. It was what I primarily used it for. Now I need a new app,Samsung Health,feature_request
"Less intuitive after the update, and I miss the walking challenges. I also wish I could track what time each cup of water is input, because I can never remember.",Samsung Health,feature_request
"The app locked me out with a new privacy policy because I will not give the app access to my phone, contacts and phone records. Why does this app want access to my phone? This app has lost it usefulness.",Samsung Health,feature_request
Downloaded for Honor band 5 . But on opening the app it notifies that I'll require a more recent version of Huawei mobile services (4.0 or later) for it to work properly and the latest version is available on Huawei app gallery. I am using a Samsung device.,Huawei Health,problem_report
"Good UI, after making sure the app auto-starts the phone always connects to the watch. great app, the only problem is that the find my phone app on my watch only makes sound if tge app is open.",Garmin Connect,problem_report
"Using this app with the honor band 5. Excellent sleep tracking with a lot of information. Step count is a bit off though. Noticed that beating heart launch animation, Kudos to the person who came up with that idea.",Huawei Health,problem_report
"Wish my health data could be accessed from a computer, not just on my mobile phone. Laptop screen would be larger, showing more data at the same time, easier to print reports, maybe also compare data over different time frames etc.",Samsung Health,feature_request
"Changed phone. Paired vivoactive, but cannot set it as the activity tracker since it already has ""null"" as the activity tracker and cannot be changed. The app is disappointing. Instead of trying to do everything, why not make the app do a few things well?",Garmin Connect,problem_report
"With August 7th, 2018 update, the app still merges data from my Huawei  watch and phone causing the step count to be higher. This is a known  problem shared by multiple customers. Please provide an option to not merge  data.",Huawei Health,problem_report
"I used to use this all the time but since the last update the step counting had gone nuts. It will copy paste the number of steps from adjacent days, eradicating the true stats in its path.",Huawei Health,problem_report
the function where i can track my colorie balance has been removed when that was the feature that really made this app useful. how am i to properly track my balance now?,Samsung Health,feature_request
I loved it until a recent update.  Now I can't sync on my phone and it won't connect to MyFitnessPal. I have to pair it up every time and even then it doesn't always sync. I tried to contact customer service. ..to no avail. Super frustrated!,Garmin Connect,problem_report
Its asks for login on my Samsung phone and syncs all my data but does not asks for login on my OnePlus phone ( no option to login) and hence wont sync my data. This is just nuts. Please fix this issue asap.,Huawei Health,problem_report
step count is not correct but it was never a issue for me if it is 2 - 4% but in running its sarting with 10 to 15 % less secount while running scren geting off as normal app which is irritating.,Huawei Health,problem_report
"bad, had to reinstall after repeatedly crashing, now won't pair with my watch, even after updating watch (from laptop) and app. I don't have time for this, this watch cost a fortune",Garmin Connect,problem_report
"Hi,  Love andb use the app everyday and I see the weekly results but wanted to know if in january there was any year-end summary that will show how many steps, miles,  calories, etc was done for all of 2019",Samsung Health,feature_request
Good app. But it would be nice if I can choose my own totals in Actvities > Cycling > Totals... etc. Total climb instead of calories or distance. Thank you.,Garmin Connect,feature_request
Fails to show proper steps. It combines the step count of both phone as well as the band. The step count gets doubled. Why they can't fix such a small bug. It's quite frustrating.,Huawei Health,problem_report
App is good but only thing is left no WhatsApp or other call apps calls not show in watch gt2 all other watches pls do some update in app or in gt2 watch to receive calls same like others.thanks,Huawei Health,feature_request
last update sucks telling it doenst work on a rooted phone lol i havent even tried rooting and yet it says my phone is rooted,Samsung Health,problem_report
THIS APP DOES NOT MAKE IT SMOOTH PAIRING. I HAVE ALREADY BEGGED MANY TIMES SO PAIRING WITH MY WATCH IS POSSIBLE. I HATE TO WRITE REVIEWS LIKE THIS..,Huawei Health,problem_report
Great app. I would like to see more variety in the badges. Can be abit repetitive and also very few new ones added outside or the monthly challenges,Garmin Connect,feature_request
"Loved it before the recent update. Previously very easy to use. Now doesn't sync properly, all day HR function lost on my 235, step counter off. Tried all manner to get working again. Disappointed. Please fix this.",Garmin Connect,problem_report
My band is useless as this app is not working at all. Asking mubile Services 4.0 and it's not available at playstore. I don't know which kind of services you are providing. I am norlt gonna recommend to any to buy Huawei products.,Huawei Health,problem_report
Nice interface (Version 8.0.2.317 wearBeta) but it does not record your heart rate. Already tried refresh the page and test for a week still show No Data Found. Please fix this problem.,Huawei Health,problem_report
10 runs. I'm IT dim. Still learning. Wish quick start had clearer instructions. Docked a star for that. Have lost one recording. Pressed wrong key on watch. But coping and very impressed.,Garmin Connect,feature_request
"All the sudden the app step counter is only displaying mobile phone steps and when you switch to show all, it won't load up. After years of this app, that shouldn't become an issue. Fix it.",Samsung Health,problem_report
"It still seems like theres a bug🤷 there is no information on the first page and no way to go to it. No optiom to track my sleep, exersize mimutes, etc.",Garmin Connect,problem_report
What happened??  I miss looking at my history!  Too many changes at once.  Now im just looking for a pedometer with food log to replace this one.,Samsung Health,feature_request
I am using huawei p30 pro and pair with garmin 945 music. This app drains battery and sometimes not easy to connect. Hope this app can sync better and efficient.,Garmin Connect,problem_report
My greatest complaints are the weather does not update unless forced by turning the weather display off then on again and it does not register naps vs sleeping. Otherwise it is a great app for my vivosmart hr+.,Garmin Connect,problem_report
Since updating to the Samsung Galaxy S8 this app no longer pairs with my Garmin Approach S6. Why???? Had no issues with my S7 phone.,Garmin Connect,problem_report
"This app is not working now. It is forcing me to download Huawei mobile services. Why Huawei? On Google play store, mobile services app is of old version so one has to download it from Huawei app store. Pathetic.",Huawei Health,problem_report
It's slow and you need to click through many screens now to get daily stats. My Garmin forerunner 25 Bluetooth keeps dropping. Wasn't like this with my vivofit.,Garmin Connect,problem_report
"Its great to use! The only thing i could say is, you need to update the list of food on it! Like new flavours of chips or drinks! :)",Samsung Health,feature_request
Too many updates and too difficult to navigate to basic stats. Garmin software developers are missing the mark. Provide a lite-version without so many unwanted features or allow more customization to remove all the surplfuous junk. No longer updates after sync up. This occurs even after rebooting forerunner & phone.,Garmin Connect,feature_request
"Was working well until the GPS feature seemed to disappear. Midway through  a several week long marathon training programme, the app now no longer  tracks distance correctly, failing to display any map data at all.",Huawei Health,problem_report
GC is a very easy way to keep track of your fitness and health. It works well for me. The only problem is that smart notifications isn't always properly removed from the watch...,Garmin Connect,problem_report
Why is the app requiring us to download another app that's not even on the play store!!!! Its was working fine!!! Please fix this I'm not downloading something else from somewhere else!!,Huawei Health,feature_request
no dark mode no achievement recorded no weekly / monthly target shown. no stress data syncing with running band takes a hell lot of time. pls fix this asap in new update.,Huawei Health,problem_report
Been able to track all my activity if I remember to carry my phone .  It doesn't track the 4 to 5 hours a day that I'm cashiering at work...lot if movement and steps but nothing really registers,Samsung Health,problem_report
"all I want is to be able to edit the workouts, my watch is so bad at estimating treadmill run distances. please I just want to track my workouts accurately and edit them. other than that all good",Samsung Health,problem_report
I couldn't connect with the smartwatch but instead app tells me to download the same app from the different site. I can download the app but it became as file and did not come out as an app.,Huawei Health,problem_report
It continues to load and does not allow me to put in my email address.  It doesn't even let me click on the blank bar so my keyboard will pop up. What is going on???!!,Garmin Connect,problem_report
I am using huawei gt 2 This app has sooo disappointing watch faces.without any custom for faces.And it looks so poor and not in 3d model at all.samsung has more features and more customs for their watches and i have a bit of shame on you huawei,Huawei Health,feature_request
I've just bought vivofit 2 and the watch works great with the heart rate strap as I can see when I'm maxing out etc. BUT the heart rates/activities will not sync with the app. All I get is steps and calories burned. Help!!,Garmin Connect,problem_report
"Was an ok ap until the last update. No it's constantly loosing connection. Also won't let me purchase new watch faces. Frustrating. New update today, now it just hangs on the start up screen. Reducing my rating",Huawei Health,problem_report
This app was fantastic until the recent update now I can no longer sync to the app and the app keeps closing down when I try to open it. I hope they sort this problem quickly.,Garmin Connect,problem_report
"Kindly check after the latest updates app forcing to install Hauwai appgallery, and even after the latest install its happening to show same error, kindly fix it",Huawei Health,problem_report
New update to health app and now it no longer works! Tells me to have the most up to date huawei services app which i do already!,Huawei Health,problem_report
"You can change all measurements units except for arguably the most important one, calories to joules. This is very frustrating for anyone outside of the USA and it makes me hate getting their smart watch.",Samsung Health,feature_request
"After updating to the app, I can't disable the Continuous Heart Rate Monitor feature of my Honor Watch. It enable itself every time I tried to disable it. ** With the latest update, the problem now is solved. Thanks Huawei",Huawei Health,problem_report
GOOD APP BUT IT COUNTS STEPS WHEN WE TRAVEL ALSO... SOME PEOPLE MAKE MISUSE OF THIS PLEASE IN THE NEXT UPDATE FIX THIS BUG... THANK YOU...,Samsung Health,problem_report
"I used this app for my Huawei band 4 pro, now it show this device is not supported by this app . I don't know what app do I need to I install now . Very rubbish",Huawei Health,problem_report
Does the job. But my floor count is so inaccurate the last 4 weeks. Vivosmart keeps saying I've climed 35+ floors everyday when its more like 10-15 floor.,Garmin Connect,feature_request
"After updating app, it's not connecting, even it's not showing device, then i thought i have to reset it (Honor band5), then also not connecting, worst experience, worst app. Now this band became useless. You Busted why you people taking money from us.",Huawei Health,problem_report
"Why do you need access to my phone calls Samsung health? You are supposed to count my steps, not be nosy about my privacy. That's why I'm deleting you.",Samsung Health,feature_request
"It does not provide the option to measure my heart rate or SP02 anymore by placing my finger on the sensor on my phone. By removing this feature, it has made an awesome app rather pointless. ",Samsung Health,feature_request
Could use some haptic or visual feedback to acknowledge user interaction as the UI is a bit slow to respond. But other than that it does everything it's supposed to do.,Huawei Health,feature_request
I am unable to install other faces for my Honor Magic Watch 2 using the app. I couldn't find any option to do so. Not sure why my watch isn't supporting different dials or why I couldn't find that option in the application. Any help?,Huawei Health,feature_request
"This app used to be great until the last update when they added all the Vivofit gubbins. Now, I can't log in to my account on my tablet (Xperia Tablet Z).",Garmin Connect,problem_report
"Lame that you removed my ability to zoom my results graph. It makes it virtually impossible to see trends, and you reduced the size of the graphs to allow trending data history which I doubt most people care about, excepting the highlighted data point. Reducing functionality is lame.",Samsung Health,feature_request
Sleep tracker not working since last year. Still not working its August 2020 now🤔 march 2022why won't gt2e watch pair with app.used be so go aswell,Huawei Health,problem_report
"Samsung needs to make just one app to sync with all the smartwatches only, my phone tracks more steps then my watch ,i rather just have one app for my Galaxy watch.",Samsung Health,problem_report
Please remove fake participates in global challange. How is it possible to walk 200000 steps in one day for anybody? Its demotivate to other participates. Thank you,Samsung Health,feature_request
"there is no option in app for chane watch face style! i think u're limit some of option for some countries, and that is not fair! i Use the best model of huawei phone and smart watch but i can't use applicatins completely :(",Huawei Health,feature_request
Disappointed. The only reason I used this app was for the weight management feature. I lost 20 pounds with it. Now the update has removed the only reason I use this app. I will be looking for something different. Truly disappointing.,Samsung Health,feature_request
Just got a watch gt and it doesn't show on the list. Means I can't even use the device as it won't let me set it up.,Huawei Health,problem_report
Would be nice if you could create challenges other then 1:1 maybe have a way your able to make a group challenge but with just friends or family.,Samsung Health,feature_request
"Pathetic app, i am not able to setup, as always page stuck on Press to sync, and even after sync nothing happens.   Device is not able to connect to app.   Really disgusting  waste of money. You guys are really cheat.",Garmin Connect,problem_report
No way to input or modify an activity.  Have to press start/stop while in the pool. I don't want my taking a shower to be part of the exercise. ..,Samsung Health,feature_request
"Ever since the recent update my step count has decline by at least 10% walking the same journey. Have cleared cache and restarted phone, but same result.",Samsung Health,problem_report
I started using the app in oct 2019 and its crashed 2 times already the step count wont increase... I waited for 3 days each time for it to revive and then reinstalled it... why does this happen...also after raising the issue no one comes back... not very motivating ,Samsung Health,problem_report
Good overboard in requiring access to microphone and call logs. I just need to sync the time to my smartwatch and I need to create an account and provide my call logs for that??? Preposterous!,Huawei Health,feature_request
"I can't even full control my honor band 5, shame on honor and huawei, I loved this brand before but after this experience I will not recommend it to my friends, at least make your app open source so we can tweak our needs!",Huawei Health,feature_request
Can you please make the age for the app lower I really want to use it I'm 15 but it says I have to be older please change this,Samsung Health,feature_request
It was all fine until you guys removed the feature to access trend for all kinds of exercise. Would be much much much better if you restore it. Need to see bar charts for exercise.,Samsung Health,feature_request
"I had problem with connecting my vivosmart so I pressed '?' then selected 'contact us', I sent an email then I got a helpful reply( in 4 days including the weekend) with not only one but several easy steps and ways to the problem. Excellent service!!",Garmin Connect,problem_report
"I used to love this app.. now it dosent even work properly. It dosent even count my steps sometime.. really frustrating, also weight management feature is no longer there with the new update.. pointless having this app anymore..",Samsung Health,feature_request
"Really!!! I cant even log on to the app due to ""netrowrk error"" when my wifi is running perfectly fine, this is RIDICILOUS!!!!! Ive been trying to log in for 4 days now",Huawei Health,problem_report
Update ruined everything. My data is lost. Rubbish syncing and never updates my steps anymore. Disconnects every few minutes and counts nap when I'm awake. I thought it's firmware issue but turns it it's just this garbage app.,Huawei Health,problem_report
"Blood oxygen measurement was removed in the latest update, no reason was given. On some phones it's apparently still available under the Stress section but my phone doesnt have that for some reason.",Samsung Health,feature_request
"The app will not open because it says my phone is rooted. However, my phone is NOT rooted. Because of this my gear S3 is essentially useless, as it will not sync with any other application.  Not happy Samsung.",Samsung Health,problem_report
Don't like the update the graphics look more messy and the last version was  a bit more user friendly. shame as app is great .and now only shows current  year in total step count (my data) and seem to have lost total count when  using app,Huawei Health,feature_request
"Why would this app require, as compulsion, the use & management of phone calls ? It wasn't used to be the case till new ""privacy policy"" came into effect which doesn't allow use unless this permission is granted.",Samsung Health,feature_request
Useless completely useless I buy new huawei watch but most of features are not supporting IT'S really bad experience to buy this watch and to have huawei items.,Huawei Health,problem_report
Worst app. Without credentials it doesn't give an option to login. And of you forgot the password we are gone. One of the worst app I have seen. Trying to login from past 1 month no luck. Waste of time and money,Huawei Health,feature_request
I don't like the fact that I cannot track my food directly in the app. I couldn't get it to connect to mfp so I just use my Samsung health app for that and this app for steps and sleep.,Garmin Connect,feature_request
"My Huawei Band 6 disconnects from the app whenever I update the app from the in-app update option which directs me to a website to download an apk. When I am done, the band disconnects again and again",Huawei Health,problem_report
"The sleep app shows the most recent nights sleep on the dashboard display, but when you click on the details in will only show you the night prior and not the most recent night. Should be a simple update.",Garmin Connect,feature_request
"Overall, I really like this app. I have agree with others, I was very upset to see the weight control tab on the home screen was removed. This was my primary guide to losing 50 pounds so far this year. Please bring this back feature back really fast!",Samsung Health,feature_request
Improve ur app man and add some more features to smartwatch ui it getting boring add camera shutter and voice assistant and add feature to stop continues heart rate monitor change navigation animation and add drink water reminder etc,Huawei Health,feature_request
"I've had this before & lost an entire person by just walking 10,000 steps a day, but I'd actually topped it by 4000 extra steps so I'm happy to try to lose again so my surgeries go better than expected.",Samsung Health,problem_report
After the last update the ecg stopped working it requires an update that according to the msg is not compatible with the zfold3 or watch 4 (com.samsung.android.shealthmonitor:2290:9908:25bc597b6003) Tried to get help and no response so far.,Samsung Health,problem_report
App removed. As i reject the conditions of their required permission to  access phone and much others before using app.. idiots. I must see and  review app details before giving any access or permissions. Need a  professional and wise app management to gain users' trust,Huawei Health,feature_request
"Pretty good, but some things could be improved eg increase functionality to match the web / PC capability such as download gpx files (for people who do not have a PC); show temperature to one decimal place",Garmin Connect,feature_request
My sleep data is not getting synced from band to app. How do I fix this. It's been three days I have bought the band.,Huawei Health,problem_report
It's great when it's working. It keeps losing sync and I have to uninstall and reinstall to get it working again. It's happening more and more ,Garmin Connect,problem_report
I have bought a Huawei smart watch today and now I can not pair it with my phone . The device list is not getting updated in the app. Such a waste !!,Huawei Health,problem_report
"I like this app, except it keeps crashing when I try to link other apps to my Samsung Health, causing me to enter the same data in two different places.",Samsung Health,problem_report
"Km count is totally wrong-where in reality I have 15 m,app counted 2 km!!  Pedometer too not trustable,walked with friend the same amount-very long  distance,I had ~12000 steps, she - 30000. At the end of the walk different  notifications about different length.",Samsung Health,problem_report
"Since the new version, every time I open the app I have to reset up - and find device - very very annoying.  I have cleared cache - uninstalled and reinstalled the app. No change. This is extremely unfriendly to use now",Garmin Connect,problem_report
