data,app,type,generated_user_story
"update: congrats, you did it. it's the first app i actually turned notifications off!!! original: why do you need 'read call logs' permission? and why app is so persistent about that?",Garmin Connect,feature_request,"Here's the user story conversion:

**User Story:** As a user, I want the app to not require ""read call logs"" permission and to stop prompting me for it so that I feel confident in the app's privacy practices.
"
"How hard can it be to make the calibration in a treadmill activity count? Or the time? Or the steps? Everything seems ok in the device, but then it gets transferred to this app and everything is messed up!",Garmin Connect,feature_request,"As a user, I want the treadmill activity data (calibration, time, and steps) to accurately sync from my device to the app so that my workout records are correct and reliable.
"
Worse than previous version. Walking distance is not correct. 20 min normally gives me 2 miles in older versions and other app. This gave o.67 mil,Samsung Health,problem_report,"As a user, I want the walking distance calculation to be accurate and consistent with previous versions and other apps so that I can rely on the app for estimating travel time and distance.
"
"Total wastage of money,bought a Huawei watch and my phone is pixel.Always showing not compatible messgaes Then why you are launching new products each year",Huawei Health,problem_report,"As a user with a non-Huawei/Android phone (Pixel), I want better compatibility with Huawei watches so that I can use them without compatibility issues and avoid frustration.
"
Step tracker is no longer accurate. It said I took 600 steps the whole hour I was walking. I'm pretty sure I took more than 600 steps if i was walking for over an hour and I had my phone in my hand the whole time.,Samsung Health,problem_report,"As a user, I want the step tracker to accurately record my steps so that I can reliably track my activity levels and progress towards my fitness goals.
"
I am trying to download the app but it keep on shows please download 4.0. Even after downloading it still not able to use it. Its a use less app.,Huawei Health,problem_report,"As a user, I want to be able to successfully download and use the latest version of the app without being prompted to download outdated versions, so that I can access its features without frustration.
"
Just bought a vivoactive and it won't connect via the app. The smartwatch tells me I'm connected...the app says I'm connected but it won't transfer any data and everytime I log in it says no devices are connected???? Going around in circles..,Garmin Connect,problem_report,"As a user, I want the app to reliably connect to my Vivoactive smartwatch and transfer data so that I can track my activity and view my data without connection issues.
"
"After update ui last night (released via firmware update), step counting and account synchronizing has not worked till now. Hope to see bug fixed soon.",Samsung Health,problem_report,"As a user, I want the step counting and account synchronization to function correctly after a firmware update, so that I can continue to track my activity and keep my data up-to-date.
"
Can't rest my password asking everytime old password trying rest my password is not possible why u guys are so sick. To make app for coustomer convince not for ur own First change these type of idiot things from app,Huawei Health,feature_request,"As a user, I want to be able to easily reset my password without needing to provide my old password so that I can regain access to my account quickly and without frustration.
"
"Was working great before the April 2015 update.   Hate the April 2015 update.  Don't like the colors. Don't like what they did to the serving size (no way to adjust ),  don't like the Nike swoosh tile.  Wife stopped using it, I'm looking for a replacement app.",Samsung Health,feature_request,"Here's a possible user story based on the provided review:

""As a user who enjoyed the application before the April 2015 update, I want the application to revert to a similar design and functionality as the pre-April 2015 version, with customizable serving sizes and a less prominent/removable Nike branding element, so that I (and my wife) can continue to use and enjoy the application.""
"
It just stopped working one fine day and asking for another Mobile services app to be downloaded and create a cloud account. Why would I do that? The worst ever product planning. The band is just useless now.,Huawei Health,feature_request,"Here's the review converted into a user story (or a few to break it down fully):

**User Story 1 (Addressing core functionality):**

*   ""As a user, I want the band and its associated app to function reliably without requiring unexpected and disruptive changes like demanding a new Mobile Services app install and a cloud account creation so that I can continue using the band for its original intended purpose.""

**User Story 2 (Addressing negative impact of changes):**

*   ""As a user, I need to be informed about the reasons behind major changes to the app's functionality and requirements, so that I can understand the impact of these changes on my usage of the band and decide accordingly.""

**Explanation of Choices:**

*   The user is primarily frustrated that the core function of the band is broken. The first user story addresses the need for the band to simply *work* as expected.
*   The second user story is intended to address how the band and its associated app should handle major changes to its functionality.
*   We avoid overly technical terms like ""Mobile Services app"" in the user story, focusing on the user's need (continued functionality) and problem (unexpected requirements).
*   The focus is on what the user *wants* and *needs* (reliable functionality and clear communication) rather than the specific implementation details.

An alternative single User Story could be:
*   ""As a user, I want my band to continue to function reliably without unexpected changes or mandatory new app downloads and account creation, so that I can continue using it without interruption.""
"
My greatest complaints are the weather does not update unless forced by turning the weather display off then on again and it does not register naps vs sleeping. Otherwise it is a great app for my vivosmart hr+.,Garmin Connect,feature_request,"Here's the breakdown of that review and its conversion into a user story:

**Breakdown of the Review:**

*   **Problem 1:** Weather doesn't update automatically. Requires a manual work-around.
*   **Problem 2:** The app doesn't accurately track naps different from sleep using (Vivosmart HR+)

**User Story:**

*As a user of the Vivosmart HR+, I want the weather to update automatically without manual intervention and distinguish between naps and regular sleep so that I can rely on accurate and up-to-date information from the app.*
"
"I need the precentage of remaining battery of garmin instinct. If I don't have it in my watch, I hope I have it in this app",Garmin Connect,feature_request,"As a Garmin Instinct user, I want to see the remaining battery percentage in the app (or on the watch itself) so that I can monitor my battery life and avoid unexpected power loss.
"
"On S7 edge, worked well so far. but recently failed. Cant setup app. Server error occurred. Try later again (0c09) Reinstalling did not solve the problem",Samsung Health,problem_report,"As a user with an S7 edge, I want the app setup process to be reliable and successful so that I can use the app as intended without encountering server errors.
"
All of sudden my approach 20 watch keeps changing to 24 hr clock when i connect to app. If i uninstall app watch will stay on 12 hr clock. Update created problem. Tried everything to fix made dure everything was zet for 12 hr clock. App is useless right now,Garmin Connect,problem_report,"As a user with an Approach 20 watch, I want the app to maintain my watch's 12-hour clock setting after syncing, so that the time displayed on my watch is consistent and correct.
"
At first I loved this app. Today I walked and walked and my steps aren't going up. I'm part of a challenge and thanks to Samsung health I look like I barely walked today. Sort this out please. I'm missing my QFF points because it's not working.,Samsung Health,problem_report,"As a user participating in step-based challenges and earning rewards, I want the app to accurately track my steps, even when walking for extended periods, and reliably sync with other health tracking apps like Samsung Health, so that I can correctly contribute to challenges, earn my QFF points, and maintain an accurate record of my activity.
"
"Flat out doesn't work. Profile never ever saves, you can reset it 10 times doesn't help. So many glitches too many to mention. What a pity, good looking app that is so frustrating because it just doesn't work. I use it only for workouts as the rest is useless.",Huawei Health,problem_report,"Here's a possible user story derived from the review:

""As a user, I want my profile information to reliably save and the app to be free of glitches so that I can consistently use all features of the app as intended.""
"
Great apps for tracking your healthy lifestyle. However it would be nice if i can connect to other calorie counter othet than myfitnesspal because my previous phone was having problem with mfp. Looking forward to use new features such as period & water tracker,Garmin Connect,feature_request,"Here are two user stories derived from the review. I've split it up to capture the two different feature requests:

*   **As a user, I want to connect my health tracking app to other calorie counting apps besides MyFitnessPal so that I have more flexibility and options for tracking my nutrition.**

*   **As a user, I want period and water intake tracking features in the app so that I can get a more complete view of my health and habits.**
"
"Love it so far. Would be good if you could add micronutrient summary to the food planner, I'd like to track my sodium intake in particular.",Samsung Health,feature_request,"As a user, I want the food planner to include a micronutrient summary, with a focus on sodium, so that I can track my overall nutritional intake more comprehensively.
"
"Can't seem to set age and weight, every time I set it correctly it changes to some random number. It also seems to disconnect from the watch quite regularly. It has great potential to be great but it's just lacking at the moment.",Huawei Health,problem_report,"Here's a user story based on the review you provided:

**User Story:** ""As a user, I need to be able to accurately set and save my age and weight, and maintain a stable connection with my watch, so that the app functions reliably and provides accurate data.""
"
"Lately I am very frustrated with the app. I need to pair my watch every time it lost bluetooth connection with my phone. I see people with similar complains. Hope garmin can solve this soon, otherwise I'd be forced to get a different watch. Phone: Samsung A32 Watch: Vivoactive 4",Garmin Connect,problem_report,"As a user with a Samsung A32 and Vivoactive 4, I want the app to automatically reconnect to my watch after a Bluetooth disconnection, so that I don't have to manually pair my devices every time and can continue tracking my activities seamlessly.
"
Please make the app working in other devices too. It asks for latest version of Huawei mobile services. We can't buy a separate mobile to make the app work. So please make it working,Huawei Health,feature_request,"As a user, I want the app to be compatible with a wider range of devices, including those that don't have the latest version of Huawei Mobile Services, so that I can access and use the app without needing to purchase a new device.
"
I like all the different exercises that your app can keep track of...I only hope there was a way to make corrections.. Like when you forget to stop an exercise and keeps going...its cheating bit I dont know how to change it...,Samsung Health,feature_request,"As a user, I want the ability to edit or correct exercise data (e.g., duration) so that I can maintain accurate records of my workouts even if I forget to start or stop tracking correctly.
"
Can't link my watchfit as it doesnt appear in device list even after updates. Worse thing is asking for random permissions -camera location call before letting a person use the fitness band. Why is it even necessary to link the fitness band with the phone to start with? Deeply disappointed,Huawei Health,problem_report,"Here are a few user stories we can extract from the review, depending on focus:

**Option 1 (Focus on Device Integration):**

""As a user, I want to be able to easily connect my Watchfit device with the app, so that I can monitor my fitness data effectively.""

**Option 2 (Focus on Privacy Concerns):**

""As a user, I want to understand why the app requires camera, location, and call permissions before I can use the fitness band, so that I can feel confident about my privacy.""

**Option 3 (Focus on Initial Setup):**

""As a user, I want to be able to use the fitness band without mandatorily linking it to the app, so that I can have a basic fitness tracking experience out of the box.""

**Explanation of choices:**

*   **Option 1** directly addresses the device connectivity issue, as that seems to be the most impactful part of the review.
*   **Option 2** tackles the privacy concerns which is also a very important issue raised.
*   **Option 3** addresses the dependency on the app for basic usage.

**Choosing the best option:**

The ""best"" user story depends on what the product team prioritizes. If they value seamless device integration, Option 1 is ideal. If privacy is a key concern, Option 2 is better. And if they want to enable some basic usability ""out of the box,"" Option 3 would be the priority. You could even create all three!
"
smooth sailing so far. I like that my current running pace is shown but would like to see average pace too? If possible. Otherwise awesome app,Garmin Connect,feature_request,"As a runner, I want to see my average pace displayed in addition to my current pace, so that I can better track my overall performance during a run.
"
Well I was keeping all my data on there and try to check my blood pressure but now I have to sign in which did refuses to let me do it,Samsung Health,feature_request,"As a user, I want to be able to access my data and log my blood pressure readings without being forced to sign in, or if sign-in is required, I want it to work reliably, so that I can consistently track my health information.
"
"They ask too much permissions that too mandatory.. Govt of india is correct in banning othere chinese apps. Why you need phone, call, location and so much ser use data analytics that too not optional ?",Huawei Health,feature_request,"As a user, I am concerned about the excessive and mandatory permissions requested by the app (phone, call, location, data analytics) so that I feel more secure and have greater control over my data privacy.
"
Keeps crashing. Won't even open. I followed all the troubleshooting guides with no change. Customer service was no help. Makes the money I spent on the venu a huge waste! I want a refund!,Garmin Connect,problem_report,"Here's the user story conversion based on the review:

**As a user, I want the app to be stable and reliable so that I can access and use the venu features I paid for without crashing or failing to open.**
"
"Awful, it won't let me even open the app unless I allow per.issions in the settings which I have. I used to use this app alot",Samsung Health,feature_request,"As a frustrated user, I want the app to open and function correctly after granting necessary permissions so that I can access and use it as I have in the past.
"
"Include a barcode/QRcode scanner beside the ""search"" field of the food  section (of scanning did packaging will retrieve nutritional information of  the food product into S-Health).",Samsung Health,feature_request,"As a user, I want a barcode/QR code scanner next to the search field in the food section so that I can scan food packaging and quickly retrieve nutritional information in S-Health.
"
App is great! I always use it everytime I workout. My suggestion is that please add a support to Mi Band 4 or allow sync to Mi Fit App. That would be awesome.,Samsung Health,feature_request,"As a fitness enthusiast using the app regularly, I want support for Mi Band 4 or synchronization with the Mi Fit app so that I can track my workout data seamlessly and comprehensively.
"
"Latest version has severe connectivity issues, both to phone and external pulse band. Keeps disconnecting all the time. It's really frustrating and makes the product essentially worthless.",Garmin Connect,problem_report,"As a user, I want the app to maintain a stable connection with my phone and external pulse band so that I can reliably track my data and have a positive user experience.
"
no dark mode no achievement recorded no weekly / monthly target shown. no stress data syncing with running band takes a hell lot of time. pls fix this asap in new update.,Huawei Health,feature_request,"Here's the user story breakdown of the review:

*   **As a user, I want a dark mode option so that I can use the app comfortably in low-light conditions.**

*   **As a user, I want my achievements to be recorded so that I can track my progress and stay motivated.**

*   **As a user, I want to see weekly/monthly targets so that I can set goals and monitor my performance.**

*   **As a user, I want stress data syncing with my running band to be faster so that I can review my data more promptly.**"
"Use to have no issues, lately im having no end of device connection issues and also Bluetooth syncing issues, spent £120 on a Bluetooth enables garmin because I have limited computer access, but Bluetooth is just shocking",Garmin Connect,problem_report,"As a user with limited computer access who relies on Bluetooth connectivity, I want reliable device connection and Bluetooth syncing with my Garmin device so that I can seamlessly use the app and the Bluetooth features I paid for.
"
I will no longer use this app based on most recent update. There is absolutely no reason for me to grant permission to access my contacts or calls. Very disappointing as I have been a long time user.,Samsung Health,feature_request,"As a user, I want to use the app without granting access to my contacts and calls, so that I can maintain my privacy and continue using the app.
"
"It worked fine for 2days from the installation after that its showing Loading.. When I opened the app, and all so not counting my steps properly in my J5. Pls help...",Samsung Health,problem_report,"As a user, I want the app to load reliably and accurately track my steps, even after multiple days of use, so that I can consistently rely on it for step counting.
"
"Connects well on xperia 10 phone and gt2 pro watch, good charts and map to reference workout. The hight and weight setting don't set properly, only fault.",Huawei Health,problem_report,"Here's a user story based on the review you provided:

**As a user, I want the height and weight settings to save correctly, so that the app accurately reflects my profile information and provides personalized insights from my workouts.**
"
Not happy at all it won't sync at all this must be fixed or try other alternative to use another app if this one won't work I'm tired of waiting for this app to be fixed ,Garmin Connect,problem_report,"As a user, I want my data to sync reliably so that I can be confident the app is working correctly and I don't have to consider switching to a competitor.
"
the only thing I have a problem with is the that the food caloric measurements arent accurate. I added in and item that was on the list and it didnt add in the protein counts.,Samsung Health,problem_report,"As a user, I want the food caloric and nutritional information, especially protein counts, to be accurate so that I can reliably track my dietary intake using the app.
"
"There's a lot of content here to work with your Garmin devices. I think the interface can be a little clunky at times, but they allow you to customize it, too.",Garmin Connect,feature_request,"Here's a user story based on the review you provided:

**As a user, I want a more intuitive and streamlined interface, even though I appreciate the customization options available, so that I can easily access and utilize the content for my Garmin devices.**
"
"After waking up,it won't show my sleeping pattern.it did for one day,but it isn't doing so now.The app won't synch with the band.i have an honor band 3.i don't know if it's an app issue or band.Please someone reply what could be the possible reason",Huawei Health,problem_report,"Here's a user story converted from the review:

""As a user with an Honor Band 3, I want the app to consistently sync with my band and display my sleeping patterns every day so that I can track and understand my sleep data.""
"
i got the vivofit for the battery life.  but the app and device never function properly...only able to sync on a laptop which is worthless to me. UPDATE  After multiple phone reboots it now works fine.,Garmin Connect,problem_report,"Here's a user story based on the review, incorporating the initial problem and subsequent resolution:

*   **Initial User Story (Problem):** ""As a user, I want my Vivofit device to reliably sync with the app on my phone so that I can easily track my activity data without needing a laptop.""

*   **Follow-up User Story (Resolution):** ""As a user, I want the device and the app to have a troubleshooting guide that can resolve my initial syncing issues.""

**Explanation of Choices:**

*   **Focus on the Desired Outcome:** The user's primary goal is to have their activity data readily available on their phone. The initial user story highlights this need.
*   **Address the Solution:** The updated review indicates that the problem, while frustrating, can potentially be solved on their own.
"
It will not let me sign in! It's in a loop it keeps taking me back to the sign in page. It's always something with this company.,Garmin Connect,problem_report,"As a user, I want to be able to successfully sign in to the app without being stuck in a redirect loop so that I can access my account and use the app's features.
"
"Finding it very difficult to sync with my Samsung phone, have to unpair, turn watch and phone off, re-pair and then it only might sync. Pal having same issue so it doesn't seem to be user issue",Garmin Connect,problem_report,"As a user, I want to be able to reliably sync my device with my Samsung phone so that I can access all features without constant troubleshooting.
"
"You can't export your own data to perform your own analysis. The device's measurement uncertainty is also not stated anywhere, meaning it's measurements possess no meaning. You also can't control when SpO2 is continuously monitored.",Garmin Connect,feature_request,"Here's the user story conversion of the provided review:

**User Story 1:** As a user, I want to be able to export my data so that I can perform my own analysis.

**User Story 2:** As a user, I need to know the device's measurement uncertainty so that I can understand the reliability of the measurements.

**User Story 3:** As a user, I want to be able to control when continuous SpO2 monitoring is enabled so that I can manage battery life and data usage.
"
Doesn't measure stress or blood oxygen...feature was removed from all phones higher than S10...I needed this because of my PTSD...will not buy another Samsung product.,Samsung Health,feature_request,"Here's a possible user story derived from that review:

**As a user with PTSD, I need the stress and blood oxygen measurement features available on newer Samsung phones, so that I can monitor my health and manage my condition effectively.**
"
The app does not either sync to the watch or stay synced to the watch. Have tried a million times. Even called garmin customer service.,Garmin Connect,problem_report,"As a Garmin user, I want the app to reliably sync and maintain connection with my watch, so that I can seamlessly track and access my data without repeated connection issues.
"
I wish there was an option to select your preferred 1st day of the week. Other than that I love using the app with my FitBit.,Samsung Health,feature_request,"As a user, I want the ability to select my preferred first day of the week in the settings so that I can view calendars and scheduling tools in a way that is most convenient for me.
"
Give option to turn off phone step counter. It adds steps from phone sensors and fitness band . It doubles the number of steps taken than actually taken steps.,Huawei Health,feature_request,"As a user, I want the option to disable the phone's built-in step counter so that I can avoid having steps double-counted when I also wear a fitness band.
"
I am not able to connect my Honor AM16 wired Heart rate earphones. Im sure there is some issue with the app as it only allows connecting bluetooth devices.,Huawei Health,problem_report,"As a user with wired earphones, I want to be able to connect my Honor AM16 (or other wired heart rate earphones) to the app, so that I can track my heart rate data without being limited to Bluetooth devices.
"
Great for viewing stats on completed activities. Shame it lacks route planning capabilities or ability to import gpx track - have to use garmin  baeecamp and a USB cable to create new courses.,Garmin Connect,feature_request,"As a user, I want route planning capabilities and the ability to import GPX tracks so that I can plan and follow routes within the app without needing external software and a USB cable.
"
"FIXED SD CARD ISSUE: App won't install stuck on ""downloading"" with no installation bar or anything in the notification tray  Software eject SD card to fix for some reason it only affected the installation of this app",Garmin Connect,problem_report,"As a user, I want the app to install correctly when I have an SD card inserted, so I don't have to eject my SD card as a workaround.
"
Please give a new update that we can apply our picture as watchface for honour band 5 please... Your application is superb . So I gave   . Thank you. Please respond for that watchface update.. please.,Huawei Health,feature_request,"As a user, I want to be able to use a personal picture as a watchface on my Honor Band 5 so that I can further personalize my device.
"
"Daily it get stopped running while having call over lapping (!!! I DON'T UNDERSTAND WHAT CONNECTION IT HAS GOT TO DO WITH THAT). Poor graphics, syncing problems, many activities not get measured... Lot og bugs. It sucks",Huawei Health,problem_report,"Here's a breakdown of the review and a possible user story:

**Breakdown of the Review:**

*   **Stopping during calls:** The app unexpectedly crashes or stops functioning when the user is on a call.
*   **Poor graphics:** The visual presentation of the app is low quality.
*   **Syncing problems:** Data is not reliably synchronized between the app and other systems.
*   **Incomplete Activity Measurement:** The app fails to track or record all user activities as expected.
*   **General Bugginess:** The app has various unspecified bugs that negatively impact the user experience.

**User Story Options (Choose the one that best fits the intended scope):**

**Option 1 (Focus on overall stability):**

*   As a user, I want the app to be stable and not crash or stop functioning, even when I'm on a call, so that I can rely on it for tracking my activities without interruption.

**Option 2 (Addressing multiple issues):**

*   As a user, I want the app to have better graphics, reliable syncing, accurate activity tracking, and fewer bugs so that I have a dependable and enjoyable experience.

**Option 3 (Breaking it down for developers):**

* As a user, I want to be able to use the application during calls without it crashing, so that I can track my activities while on the phone
* As a user, I want the application graphics to be improved, so that I can more easily navigate the application
* As a user, I want the application to be able to properly sync my data, so that my information is always up-to-date
* As a user, I want the application to accurately measure my activities, so that I can properly track my progress

**Explanation of Choices:**

*   **""As a user...""**:  This is standard user story format.
*   **Focus:** The story attempts to capture the *core* desires expressed in the review – stability, reliability, better visuals, and accuracy.
*   **""So that...""**: This part explains *why* the user wants the feature. This is important for the development team to understand the value and prioritize accordingly.

I've provided a few options because the best user story depends on *how* you're planning to address these issues. If you want a single, overarching goal, Option 2 is good. If you want to break it down into smaller, more manageable development tasks, Option 3 is better. Option 1 prioritizes the crashing issue as the most critical.
"
Worst app ever . Every time I login it show to download more recent version n there is no recent version available on play store n there is no huawei app gallery. Fix this bug immediately or give my money back for my honor band5,Huawei Health,problem_report,"Here's a possible user story based on the review you provided:

**As a user with an Honor Band 5 and likely using a Huawei device, I want the app to allow me to log in immediately without being prompted to download a nonexistent update from the Play Store (or provide a working download link for a compatible version), so that I can use the app/my device as intended.**
"
All of a sudden not working saying error due to rooted phone. tried clearing cache uninstall and install again but still the same problem. so irritating pops up randomly all the time,Samsung Health,problem_report,"Here's a user story based on the given review:

**As a user, I want the application to work on my phone without displaying errors related to rooting, even after clearing cache and reinstalling, so I can consistently use the app without irritating interruptions.**
"
I just purchased huawei watch GT and wont let me pair it. It says app needs an update and brings me again to the app. No updates found. Unable to use the app,Huawei Health,problem_report,"As a Huawei Watch GT user, I want to be able to successfully pair my watch with the app, so that I can use the app's features with my device.
"
