data,app,type,generated_user_story
"Who updates an app by removing a host if useful features - weight tracking, water drunk...The app now just seemscto be an add player. Really wished I hadn't upgraded & ignore the reply when they tell you to keep the app up to date.",Samsung Health,feature_request," ""As a health-conscious user, I want the app to continue offering features like weight tracking and water intake logging, as these are essential for me, instead of it functioning primarily as a media player. I wish to maintain the previous functionality of the app, and I find the removal of these features unfortunate. I would appreciate if the developers reconsider and restore these features."""
"It's great now. Love. Just wish you could pause the run instead of stopping it, or is there a way to pause without stopping it?",Garmin Connect,feature_request," ""As a user, I want the ability to pause, not just stop, the app's current activity, so that I can temporarily halt its progress without losing my current state."""
"It is a good app, but even though it knows my birth date, it can't correctly calculate my heart zones, meaning my calories spent is always wrong, without resting it every time.",Huawei Health,problem_report," ""As a user who uses the app to track my calorie expenditure, I want the app to accurately calculate my heart zones based on my entered birth date, without requiring me to manually reset it every time, so that my calorie expense calculations are more accurate."""
Why app is not opening on my oneplus 8 pro..its showing download latest version from huawei app gallery...i did that also but still not working..,Huawei Health,problem_report," ""As a user with an OnePlus 8 Pro, I want the app to be able to install and function correctly without requiring the Huawei App Gallery or any specific update, to ensure seamless operation on my device."""
"Outdated app. Does not sync with Huawei Watch GT2 Pro (""not compatible""). Beware! Huawei asks to download an out-of-store .apk to use your smartwatch. Great hardwar but troublesome software. Find version from 2020, it will work.",Huawei Health,problem_report," ""As a user who owns a Huawei Watch GT2 Pro, I want the app to be compatible and sync with my smartwatch seamlessly, without requiring the manual installation of an .apk from outside the official app store, to ensure a smooth and convenient user experience."""
Cheap play by huawei. It is asking to install its own app store and download its other useless apps for this to function. @GOOGLEPLAY look into this..,Huawei Health,feature_request," ""As a Huawei device user, I want the default app functionality to be included in the native Google Play Store, rather than requiring the installation of a separate Huawei app store and other additional, unnecessary apps, to ensure seamless and user-friendly device experience."" (Addressing Google Play directly.)"
It now requires an upgrade to Huawei Mobile which is not available in my country of Japan. So my Huawei Watch cannot be used with my Huawei phone. Joke of a company,Huawei Health,problem_report," ""As a user in Japan, I want the Huawei Mobile app to be accessible without requiring an upgrade that is unavailable in my country, so that I can continue to use my Huawei Watch with my Huawei phone."""
"I love this app but since my last phone update, the app is saying I'm burning 6000 calories by the end if the day! I wish, lol. Hopefully this gets corrected soon.",Samsung Health,problem_report," ""As a user, I want the app to be updated to correctly calculate calorie expenditure, to ensure the displayed data is accurate and not inflated, to maintain confidence in the app's functionality."""
Great app. Love you can put in your food intake and stuff. Would give a 5  star if the step counting would work all the time. It doesn't work more  often than it does work so I don't have a good idea of the calories burned  and such.,Samsung Health,feature_request," ""As a health-conscious user, I want a reliable step counter feature integrated into the app to accurately calculate calories burned, so that I can track my vital statistics more effectively and optimize my dietary intake."""
"Love the app. It does more than I ever expected and seems to be getting better. The only issue I have ever had with this app is the occasional ""bug"" when they push out a new upgrade.",Garmin Connect,problem_report," ""As a user, I want the app to be consistently functional and bug-free during and after new updates, so that I can continue to enjoy the numerous features it provides and trust its reliability."""
would like to see an upgrade on the iQ apps. I use a lot for biking. don't like the fact that it doesn't stop the clock when I stop at a light,Garmin Connect,feature_request," ""As a user who uses iQ apps for biking, I want the clock function to pause when I stop at a light, to improve the accuracy and convenience of tracking my biking activity."""
"update: congrats, you did it. it's the first app i actually turned notifications off!!! original: why do you need 'read call logs' permission? and why app is so persistent about that?",Garmin Connect,feature_request," ""As a user, I want to understand the reasons for requiring 'read call logs' permission, and I want the app to give me an option to turn off persistent reminders about granting this permission, so that I can maintain my privacy and control over my device's settings."""
"How hard can it be to make the calibration in a treadmill activity count? Or the time? Or the steps? Everything seems ok in the device, but then it gets transferred to this app and everything is messed up!",Garmin Connect,feature_request," ""As a user, I want the treadmill's calibration (speed, time, and steps) to be accurately reflected in the app, so that I can trust the data and enjoy an accurate workout experience."""
Worse than previous version. Walking distance is not correct. 20 min normally gives me 2 miles in older versions and other app. This gave o.67 mil,Samsung Health,problem_report," ""As a user, I want the walking distance in the app to accurately calculate the distance I cover, so that I can trust the app's navigation and travel planning accuracy, similar to the previous version."""
"Total wastage of money,bought a Huawei watch and my phone is pixel.Always showing not compatible messgaes Then why you are launching new products each year",Huawei Health,problem_report," ""As a user who owns a Pixel phone, I want the Huawei watch to be compatible with my device, so that I can use the watch without encountering 'not compatible' messages and have confidence in purchasing future products."""
Step tracker is no longer accurate. It said I took 600 steps the whole hour I was walking. I'm pretty sure I took more than 600 steps if i was walking for over an hour and I had my phone in my hand the whole time.,Samsung Health,problem_report," ""As a user, I want an accurate step counter feature in the app, so that I can track my walking progress reliably, regardless of having my phone in hand."""
I am trying to download the app but it keep on shows please download 4.0. Even after downloading it still not able to use it. Its a use less app.,Huawei Health,problem_report," ""As a new user, I want the app to correctly install and function properly after downloading, so that I am able to use it without encountering errors such as the 'please download 4.0' issue."""
Just bought a vivoactive and it won't connect via the app. The smartwatch tells me I'm connected...the app says I'm connected but it won't transfer any data and everytime I log in it says no devices are connected???? Going around in circles..,Garmin Connect,problem_report," ""As a Vivoactive user, I want the app to correctly and consistently connect with my smartwatch, allowing for data transfer, so that I can effectively monitor and utilize the watch's features."""
"After update ui last night (released via firmware update), step counting and account synchronizing has not worked till now. Hope to see bug fixed soon.",Samsung Health,problem_report," ""As a user, I want the step counting and account synchronization features to work properly and consistently after a firmware update, so that I can accurately track my steps and have my account data synced across devices."""
Can't rest my password asking everytime old password trying rest my password is not possible why u guys are so sick. To make app for coustomer convince not for ur own First change these type of idiot things from app,Huawei Health,feature_request," ""As a user, I want to be able to reset my password smoothly without constant reminders for my old password, as this current process is inconvenient and detracts from the user-friendly nature of the application."""
"Was working great before the April 2015 update.   Hate the April 2015 update.  Don't like the colors. Don't like what they did to the serving size (no way to adjust ),  don't like the Nike swoosh tile.  Wife stopped using it, I'm looking for a replacement app.",Samsung Health,feature_request," ""As a previous user, I want the app to revert to its pre-April 2015 version, with adjustable serving sizes, a color scheme I prefer, and a design that does not include the Nike swoosh tile, in order to regain my comfort and continue using the app, as my wife has stopped using it and I am now seeking a replacement."""
It just stopped working one fine day and asking for another Mobile services app to be downloaded and create a cloud account. Why would I do that? The worst ever product planning. The band is just useless now.,Huawei Health,feature_request," ""As a user, I want the app to function consistently without requiring additional mobile services or cloud account setup, so that I can continue using the app without interruptions and find it valuable."""
My greatest complaints are the weather does not update unless forced by turning the weather display off then on again and it does not register naps vs sleeping. Otherwise it is a great app for my vivosmart hr+.,Garmin Connect,feature_request," ""As a user of the Vivosmart HR+ fitness app, I want an automatic weather update feature that works without the need to manually toggle the weather display off and on, and I want the app to accurately distinguish between naps and sleeping hours, so I can have a more accurate record of my sleep patterns."""
"I need the precentage of remaining battery of garmin instinct. If I don't have it in my watch, I hope I have it in this app",Garmin Connect,feature_request," ""As a user, I want to be able to check the percentage of remaining battery for my Garmin Instinct watch from the app, so that I can monitor my watch's battery level and plan accordingly."""
"On S7 edge, worked well so far. but recently failed. Cant setup app. Server error occurred. Try later again (0c09) Reinstalling did not solve the problem",Samsung Health,problem_report," ""As a user on S7 edge, I want the app to be reliable and consistently functioning, so that I can set up the app without encountering server errors (error code 0c09). I also want a solution if reinstalling the app does not resolve the problem.""

This user story covers the user's issue with the app not working properly, their device (S7 edge), and the observed error (error code 0c09). It also mentions the attempted solution (reinstalling the app) and the expectation that the issue will be addressed."
All of sudden my approach 20 watch keeps changing to 24 hr clock when i connect to app. If i uninstall app watch will stay on 12 hr clock. Update created problem. Tried everything to fix made dure everything was zet for 12 hr clock. App is useless right now,Garmin Connect,problem_report," ""As a user, I want the watch app to maintain the 12-hour clock setting after connecting with the app, to ensure consistent time display and avoid having the clock change unexpectedly."""
At first I loved this app. Today I walked and walked and my steps aren't going up. I'm part of a challenge and thanks to Samsung health I look like I barely walked today. Sort this out please. I'm missing my QFF points because it's not working.,Samsung Health,problem_report," ""As a user participating in a walking challenge, I want the app to accurately track my steps and connect with Samsung Health, so that I can maintain my activity and collect my QFF points."""
"Flat out doesn't work. Profile never ever saves, you can reset it 10 times doesn't help. So many glitches too many to mention. What a pity, good looking app that is so frustrating because it just doesn't work. I use it only for workouts as the rest is useless.",Huawei Health,problem_report," ""As a user, I want a reliable and functional profile section that saves my data consistently, so that I can efficiently manage my account and focus on using the app for workouts, rather than dealing with frequent glitches and failed saves."""
Great apps for tracking your healthy lifestyle. However it would be nice if i can connect to other calorie counter othet than myfitnesspal because my previous phone was having problem with mfp. Looking forward to use new features such as period & water tracker,Garmin Connect,feature_request," ""As a user who is focused on maintaining a healthy lifestyle, I want to have the ability to connect to various calorie counters, including an alternative to MyFitnessPal, so that I can continue tracking my diet on the app even when MyFitnessPal is inaccessible. Additionally, I would appreciate new features such as period tracking and water intake tracker for a more holistic approach to health management."""
"Love it so far. Would be good if you could add micronutrient summary to the food planner, I'd like to track my sodium intake in particular.",Samsung Health,feature_request," ""As a user who is fond of the app, I want a feature that provides a summary of micronutrients in the food planner, with a special focus on tracking sodium intake, so that I can monitor my diet and maintain a healthy lifestyle."""
"Can't seem to set age and weight, every time I set it correctly it changes to some random number. It also seems to disconnect from the watch quite regularly. It has great potential to be great but it's just lacking at the moment.",Huawei Health,problem_report," ""As a user, I want a reliable and non-disruptive system for setting age and weight on the app, so that I can maintain consistent personal data and avoid the frustration of having the settings reset randomly. Additionally, I want a more stable connection between the app and the watch, to ensure seamless use and maximize the potential of the platform."""
"Lately I am very frustrated with the app. I need to pair my watch every time it lost bluetooth connection with my phone. I see people with similar complains. Hope garmin can solve this soon, otherwise I'd be forced to get a different watch. Phone: Samsung A32 Watch: Vivoactive 4",Garmin Connect,problem_report," ""As a user with a Samsung A32 smartphone and Vivoactive 4 watch, I want a more stable Bluetooth connection between my phone and watch to prevent frequent disconnections, as this causes frustration and may lead to switching to a different watch if the issue is not addressed."""
Please make the app working in other devices too. It asks for latest version of Huawei mobile services. We can't buy a separate mobile to make the app work. So please make it working,Huawei Health,feature_request," ""As a user, I want the app to be compatible with various devices, including those not running on the latest version of Huawei Mobile Services, so that I can use the app on my current device without needing to purchase a new one."""
I like all the different exercises that your app can keep track of...I only hope there was a way to make corrections.. Like when you forget to stop an exercise and keeps going...its cheating bit I dont know how to change it...,Samsung Health,feature_request," ""As a user, I want the ability to correct inaccurate exercise data, specifically to pause and resume exercises manually, so that I can maintain the integrity and accuracy of the exercise data while using the app."""
Can't link my watchfit as it doesnt appear in device list even after updates. Worse thing is asking for random permissions -camera location call before letting a person use the fitness band. Why is it even necessary to link the fitness band with the phone to start with? Deeply disappointed,Huawei Health,problem_report," ""As a user, I want the Fitbit device to appear in the device list after updates, and I want the app to only request necessary permissions for the fitness band, such as step count or heart rate data, to ensure a seamless and less intrusive experience when setting up and using the fitness band."""
smooth sailing so far. I like that my current running pace is shown but would like to see average pace too? If possible. Otherwise awesome app,Garmin Connect,feature_request," ""As a runner, I want the app to display both my current running pace and average pace during my runs, so I can monitor my performance more effectively and achieve my goals with better accuracy. If this feature is not currently available, I suggest you consider its implementation to further improve the app's functionality."""
Well I was keeping all my data on there and try to check my blood pressure but now I have to sign in which did refuses to let me do it,Samsung Health,feature_request," ""As a user, I want to be able to access my saved data without requiring a separate login, so that I can efficiently check my blood pressure using the app."""
"They ask too much permissions that too mandatory.. Govt of india is correct in banning othere chinese apps. Why you need phone, call, location and so much ser use data analytics that too not optional ?",Huawei Health,feature_request," ""As a user, I want minimal and optional permission requirements during the app setup, to ensure data privacy and compliance with current privacy regulations, as I am concerned about the excessive data request for analytics and potential access to my personal data such as phone, call, location, etc."""
Keeps crashing. Won't even open. I followed all the troubleshooting guides with no change. Customer service was no help. Makes the money I spent on the venu a huge waste! I want a refund!,Garmin Connect,problem_report," ""As a user who has purchased a ticket, I want a stable and functional app with responsive customer service so that I can access my ticket and I'm not wasting my money on a venue that doesn't provide a reliable service.""

In case of a crash or failure to open, it's also important to include a user story that covers: ""As a user, I want the app to provide a mechanism for requesting a refund when it fails to function correctly and I'm unable to access my purchased ticket."" This way, the development team can focus on providing a solution for both the technical issue and the user's need for a refund in such situations."
"Awful, it won't let me even open the app unless I allow per.issions in the settings which I have. I used to use this app alot",Samsung Health,feature_request," ""As a user, I want the app to automatically grant necessary permissions upon first launch, so that I can access and continue using the app without needing to manually allow permissions in the settings, as I previously did frequently."""
"Include a barcode/QRcode scanner beside the ""search"" field of the food  section (of scanning did packaging will retrieve nutritional information of  the food product into S-Health).",Samsung Health,feature_request," ""As a user, I want a barcode/QR code scanner next to the 'search' field in the food section, so that I can easily retrieve nutritional information of food products by scanning their barcode or QR code and have it displayed in S-Health."""
App is great! I always use it everytime I workout. My suggestion is that please add a support to Mi Band 4 or allow sync to Mi Fit App. That would be awesome.,Samsung Health,feature_request," ""As a user who frequently works out and uses the app, I want the app to support Mi Band 4 or sync with the Mi Fit App, so that I can easily track my workouts using my Mi Band 4 within the app."""
"Latest version has severe connectivity issues, both to phone and external pulse band. Keeps disconnecting all the time. It's really frustrating and makes the product essentially worthless.",Garmin Connect,problem_report," ""As a user, I want a version of the app that provides stable and consistent connectivity with both my phone and the external pulse band, in order to ensure uninterrupted use of the product and eliminate frustrating disconnections."""
no dark mode no achievement recorded no weekly / monthly target shown. no stress data syncing with running band takes a hell lot of time. pls fix this asap in new update.,Huawei Health,feature_request," ""As a user who owns a running band, I want the app to allow dark mode, record my achievements, display weekly/monthly targets, and sync stress data quickly with my running band, so that I can easily track my progress and improvements in my fitness journey."""
"Use to have no issues, lately im having no end of device connection issues and also Bluetooth syncing issues, spent £120 on a Bluetooth enables garmin because I have limited computer access, but Bluetooth is just shocking",Garmin Connect,problem_report," ""As a user who formerly had a seamless experience, I want improved device connectivity and Bluetooth syncing to ensure compatibility with my devices, particularly a Garmin, as I have limited computer access and want to avoid further financial investment due to poor Bluetooth performance."""
I will no longer use this app based on most recent update. There is absolutely no reason for me to grant permission to access my contacts or calls. Very disappointing as I have been a long time user.,Samsung Health,feature_request," ""As a long-time user, I value my privacy, and I do not wish to grant access to my contacts or calls. I find it disappointing that the recent update does not give me an option to refuse this. Therefore, I am considering discontinuing use of the app.""

This user story focuses on the issue of privacy concerns in the recent update and the user's intention to discontinue the use of the app due to those concerns. It may be further refined as:

""As a privacy-conscious user, I want to be able to opt-out of giving access to my contacts and calls during app usage, so I can maintain trust in the app and continue using it.""

The revised user story takes a more positive approach, emphasizing that the user values continued usage but is unwilling to grant certain permissions and seeking a solution that allows them to maintain trust in the app."
"It worked fine for 2days from the installation after that its showing Loading.. When I opened the app, and all so not counting my steps properly in my J5. Pls help...",Samsung Health,problem_report," ""As a user who has recently installed the app, I want the app to function without showing a 'Loading' screen repeatedly and accurately count my steps on a Samsung J5, so that I can have a smooth and reliable experience with the app."""
"Connects well on xperia 10 phone and gt2 pro watch, good charts and map to reference workout. The hight and weight setting don't set properly, only fault.",Huawei Health,problem_report," ""As a user, I want the height and weight settings in the app to function correctly, specifically on Xperia 10 phone and GT2 Pro watch, so that I can accurately track my workouts using the charts and map features."""
Not happy at all it won't sync at all this must be fixed or try other alternative to use another app if this one won't work I'm tired of waiting for this app to be fixed ,Garmin Connect,problem_report," ""As a user, I want the app to consistently sync without errors, or I need a reliable alternative, as I am neither willing to continue using the app if it persists in its current state, due to growing frustration and wasted time."""
the only thing I have a problem with is the that the food caloric measurements arent accurate. I added in and item that was on the list and it didnt add in the protein counts.,Samsung Health,problem_report," ""As a user, I want the app to provide accurate caloric and protein measurements for the food items, so that I can accurately track my dietary intake and maintain a healthy lifestyle."""
"There's a lot of content here to work with your Garmin devices. I think the interface can be a little clunky at times, but they allow you to customize it, too.",Garmin Connect,feature_request," ""As a user, I want a more smooth and streamlined user interface for working with Garmin devices, while still retaining the ability to customize the interface, so that I can efficiently manage my Garmin devices with ease and comfort."""
"After waking up,it won't show my sleeping pattern.it did for one day,but it isn't doing so now.The app won't synch with the band.i have an honor band 3.i don't know if it's an app issue or band.Please someone reply what could be the possible reason",Huawei Health,problem_report," ""As a user wearing an Honor Band 3, I want the app to synchronize my sleep pattern data correctly every day, so that I can accurately track my sleeping patterns and identify any inconsistencies in my sleep patterns.""

In this example, the user is expressing a problem with the app not syncing their sleep data from the Honor Band 3. The user story focuses on the desired functionality, which is being able to accurately track their sleeping patterns by having the app sync the data correctly from the band every day. The user story doesn't specify whether the problem lies with the app or the band, but instead identifies the desired behavior for the app to fulfill the user's need."
i got the vivofit for the battery life.  but the app and device never function properly...only able to sync on a laptop which is worthless to me. UPDATE  After multiple phone reboots it now works fine.,Garmin Connect,problem_report," ""As a user, I want the Vivosmart device to function independently and seamlessly sync with mobile devices, so that I can manage my fitness tracking on-the-go without the need for a laptop."" [Incorporating the initial issue and also the resolution provided in the update, it seems the user needs a more reliable and mobile-friendly sync experience.]

Furthermore, as an updated user story to reflect the temporary resolution mentioned:
""As a user, I want the Vivosmart device to function independently and seamlessly sync with mobile devices (previously experiencing intermittent issues), but now I've noticed that multiple phone reboots have resolved the problem. I aim to ensure that this issue does not reoccur to maintain a consistent user experience when using the Vivosmart device.""

[In this case, I have provided both a more general and updated form of the user story, depending on whether you'd like to address the initial and/or temporary resolution.]"
It will not let me sign in! It's in a loop it keeps taking me back to the sign in page. It's always something with this company.,Garmin Connect,problem_report," ""As a user, I want a functional and user-friendly sign-in process that does not continually redirect me to the sign-in page, to ensure a seamless and productive user experience."""
"Finding it very difficult to sync with my Samsung phone, have to unpair, turn watch and phone off, re-pair and then it only might sync. Pal having same issue so it doesn't seem to be user issue",Garmin Connect,problem_report," ""As a user with a Samsung phone, I want a more efficient syncing process for the app with the watch, so that I can easily connect and sync the devices without the need for multiple restarts and resyncing attempts, as it currently seems to be a persistent issue that is not user-related."""
"You can't export your own data to perform your own analysis. The device's measurement uncertainty is also not stated anywhere, meaning it's measurements possess no meaning. You also can't control when SpO2 is continuously monitored.",Garmin Connect,feature_request," ""As a user, I want to have the ability to export my own data for analysis, in order to gain control over my health data and perform personal interpretation. Additionally, I'd like the device to provide information about the measurement uncertainty, so that I can understand the reliability of the device's readings. Lastly, I want the option to control when and for how long SpO2 is continuously monitored, so that I have control over the device's functionality and optimal use of battery life."""
Doesn't measure stress or blood oxygen...feature was removed from all phones higher than S10...I needed this because of my PTSD...will not buy another Samsung product.,Samsung Health,feature_request," ""As a user with PTSD, I need a feature to measure stress and blood oxygen levels, as it was previously offered on Samsung phones up to S10 and is important for my health and wellbeing. I wish to continue using Samsung products if this feature is reinstated."""
The app does not either sync to the watch or stay synced to the watch. Have tried a million times. Even called garmin customer service.,Garmin Connect,problem_report," ""As a user, I want the app to be able to sync seamlessly with my Garmin watch, so that I can access my data, settings, or notifications without manually updating, reducing the need for repetitive attempts and minimizing the need for contacting customer service."""
I wish there was an option to select your preferred 1st day of the week. Other than that I love using the app with my FitBit.,Samsung Health,feature_request," ""As a user, I want an option to customize the first day of the week in the app, so that I can personalize my experience, preferably while using the app in conjunction with my Fitbit."""
Give option to turn off phone step counter. It adds steps from phone sensors and fitness band . It doubles the number of steps taken than actually taken steps.,Huawei Health,feature_request," ""As a user who uses both a phone and a fitness band, I want the ability to manually turn off the phone's step counter, as the sensors sometimes overestimate the number of steps taken and inflate my total steps."""
I am not able to connect my Honor AM16 wired Heart rate earphones. Im sure there is some issue with the app as it only allows connecting bluetooth devices.,Huawei Health,problem_report," ""As a user, I need the capability to connect my Honor AM16 wired Heart rate earphones within the app, as the current functionality only allows Bluetooth devices. This is to enable the use of my wired earphones with the app."""
Great for viewing stats on completed activities. Shame it lacks route planning capabilities or ability to import gpx track - have to use garmin  baeecamp and a USB cable to create new courses.,Garmin Connect,feature_request," ""As a user, I want the ability to import GPX tracks and have route planning capabilities within the app, so that I can efficiently plan and perform my activities, utilizing the app without the need for additional tools like Garmin BaseCamp and USB cable."""
"FIXED SD CARD ISSUE: App won't install stuck on ""downloading"" with no installation bar or anything in the notification tray  Software eject SD card to fix for some reason it only affected the installation of this app",Garmin Connect,problem_report," ""As a user, I want the SD card installation issue to be resolved so that I can install the app smoothly without any issues and without the need to manually eject the SD card."""
Please give a new update that we can apply our picture as watchface for honour band 5 please... Your application is superb . So I gave   . Thank you. Please respond for that watchface update.. please.,Huawei Health,feature_request," ""As a user of the Honor Band 5 app, I would like the ability to personalize my watchface by uploading my own picture, so that I can customize the watchface interface to suit my preferences, contributing to a more personalized and enjoyable user experience."""
"Daily it get stopped running while having call over lapping (!!! I DON'T UNDERSTAND WHAT CONNECTION IT HAS GOT TO DO WITH THAT). Poor graphics, syncing problems, many activities not get measured... Lot og bugs. It sucks",Huawei Health,problem_report," ""As a user, I want a stable application that doesn't stop running during phone calls, with improved graphics, and consistent syncing and tracking of activities to minimize bugs and ensure a smooth user experience."""
Worst app ever . Every time I login it show to download more recent version n there is no recent version available on play store n there is no huawei app gallery. Fix this bug immediately or give my money back for my honor band5,Huawei Health,problem_report," ""As a user, I want a seamless login experience without prompts to download an unavailable app update on both the Play Store and Huawei App Gallery, to ensure a hassle-free interaction with the app."" (Additionally, if the update is indeed necessary, ensure it's available on both platforms to avoid confusion and disappointment.)

OR
(If the question is about the HonorBand5 issue)

""As a user, I purchased the Honor Band5 and expect to be able to use the associated app without any issues. I want the app to function correctly and not repeatedly request the download of an unavailable update, which affects my ability to utilize the band. (In the case of no resolution, I expect a refund for the Honor Band5 purchase.)"""
All of a sudden not working saying error due to rooted phone. tried clearing cache uninstall and install again but still the same problem. so irritating pops up randomly all the time,Samsung Health,problem_report," ""As a user with a rooted phone, I want the app to be compatible and free from errors so that I can use it without disturbance and unexpected errors do not occur randomly."""
I just purchased huawei watch GT and wont let me pair it. It says app needs an update and brings me again to the app. No updates found. Unable to use the app,Huawei Health,problem_report," ""As a user, I want to be able to successfully pair my Huawei Watch GT with the app, and be notified, if there is an update required for the app, so that I can effectively use the paired watch."""
I had a galaxy s5 and this app tracked my steps extremely well. I have since replaced it with a galaxy s6 edge and the app is no longer sensitive enough to capture my true count with this phone . Please fix!,Samsung Health,problem_report," ""As a user with a Galaxy S6 Edge, I want the app to be compatible and sensitive to capture accurate step count, as it was with my previous Galaxy S5, so that I can continue to effectively track my steps using the app."""
Yeah used to use this app all the time. Not sure why they took away the heart monitor and stress meters. It was what I primarily used it for. Now I need a new app,Samsung Health,feature_request," ""As a health-conscious user, I want the heart monitor and stress meters to be reinstated in the app, as they were my primary features, so that I can continue to use the app for my health tracking needs."""
"Less intuitive after the update, and I miss the walking challenges. I also wish I could track what time each cup of water is input, because I can never remember.",Samsung Health,feature_request," ""As a user, I want the app to revert to the previous, more intuitive interface following the update, and I also want the addition of a feature that allows me to track the time each cup of water is input, as I struggle to remember, in order to improve my user experience and effectiveness."""
"The app locked me out with a new privacy policy because I will not give the app access to my phone, contacts and phone records. Why does this app want access to my phone? This app has lost it usefulness.",Samsung Health,feature_request," ""As a user concerned about privacy, I want the ability to use the app without granting access to my phone, contacts, and phone records, so that I can continue to find value in the app without compromising my privacy."""
