data,app,type,generated_user_story
"It stops recording run the moment you stand still. If there is a setting to disable this, it is obscurely hidden. Unusable for running, unfortunately.",Huawei Health,problem_report," ""As a runner, I want a setting option for continuous recording on the app, instead of it stopping when I stand still, and I want this setting to be easily accessible, so that I can effectively track my running activities without interruption."""
App has frozen today and will not count steps or log activity. Have tried all I can think of to make it work again. Up until now it has been a great app.,Samsung Health,problem_report," ""As a user, I want the app to function without freezing and correctly count steps and log activity so that I can continue using the app as it was before, with reliability."""
"Who updates an app by removing a host if useful features - weight tracking, water drunk...The app now just seemscto be an add player. Really wished I hadn't upgraded & ignore the reply when they tell you to keep the app up to date.",Samsung Health,feature_request," ""As a user, I want the option to track my weight and water intake to be restored, as these features were beneficial to me. I also want the app to focus on its original purpose rather than just being an add player. I should be able to rely on the app for its intended functionality and not have to ignore updates that remove such features."""
"It's great now. Love. Just wish you could pause the run instead of stopping it, or is there a way to pause without stopping it?",Garmin Connect,feature_request," ""As a user, I want a feature to temporarily pause the ongoing activity or task without completely stopping it, so that I can pause and resume at a convenient time."""
"It is a good app, but even though it knows my birth date, it can't correctly calculate my heart zones, meaning my calories spent is always wrong, without resting it every time.",Huawei Health,problem_report," ""As a user who allows the app to access my birth date for personalized settings, I want the app to correctly calculate my heart zones based on this information so that my daily calories spent is more accurate, without requiring me to restart the app every time."""
Why app is not opening on my oneplus 8 pro..its showing download latest version from huawei app gallery...i did that also but still not working..,Huawei Health,problem_report," ""As a user with an OnePlus 8 Pro, I want the app to be compatible with my device and not redirect me to the Huawei App Gallery for updates, so that I can use the app without any inconvenience."""
"Outdated app. Does not sync with Huawei Watch GT2 Pro (""not compatible""). Beware! Huawei asks to download an out-of-store .apk to use your smartwatch. Great hardwar but troublesome software. Find version from 2020, it will work.",Huawei Health,problem_report," ""As a user who owns a Huawei Watch GT2 Pro, I want the app to be compatible and able to sync with my smartwatch, or provide clear instructions on how to download an updated version, so that I can fully utilize the functionality and seamless integration of hardware and software."""
Cheap play by huawei. It is asking to install its own app store and download its other useless apps for this to function. @GOOGLEPLAY look into this..,Huawei Health,feature_request," ""As a user, I want the ability to use the Huawei app without being forced to install its own app store or download other unnecessary apps, to maintain control over my device and avoid unnecessary installations."" [Note: This user story assumes that the user would prefer to use Google Play instead, but is being forced to use Huawei's app store. If a different preference is indicated, adjust the user story accordingly.]"
It now requires an upgrade to Huawei Mobile which is not available in my country of Japan. So my Huawei Watch cannot be used with my Huawei phone. Joke of a company,Huawei Health,problem_report," ""As a user in Japan, I want the Huawei Watch to be compatible with Huawei Mobile, even if the upgraded version is not available in my country, so that I can continue using it with my Huawei phone."""
"I love this app but since my last phone update, the app is saying I'm burning 6000 calories by the end if the day! I wish, lol. Hopefully this gets corrected soon.",Samsung Health,problem_report," ""As a user who enjoys using the app, I want the calorie-tracking feature to be updated to reflect accurate data following a recent phone update, so that I can maintain an accurate record of my daily physical activity."""
Great app. Love you can put in your food intake and stuff. Would give a 5  star if the step counting would work all the time. It doesn't work more  often than it does work so I don't have a good idea of the calories burned  and such.,Samsung Health,feature_request," ""As a user, I want the step counter in the app to function reliably so that I can accurately track my physical activity, calories burned, and overall progress in relation to my health and fitness goals."""
"Love the app. It does more than I ever expected and seems to be getting better. The only issue I have ever had with this app is the occasional ""bug"" when they push out a new upgrade.",Garmin Connect,problem_report," ""As a user, I value the features and continuous improvements the app offers. I would like the app to be more stable during upgrades by reducing or eliminating occasional bugs that may arise after new updates, to ensure a seamless and enjoyable user experience."""
would like to see an upgrade on the iQ apps. I use a lot for biking. don't like the fact that it doesn't stop the clock when I stop at a light,Garmin Connect,feature_request," ""As a user who relies on the iQ app for biking, I want an upgrade that includes a feature to pause the clock when I stop at a traffic light, so that I can have an accurate record of my biking journey."""
"update: congrats, you did it. it's the first app i actually turned notifications off!!! original: why do you need 'read call logs' permission? and why app is so persistent about that?",Garmin Connect,feature_request," ""As a user, I find the request for 'read call logs' permission concerning and intrusive, and I'm uncomfortable with the app's persistence in asking for this permission. I would like to use the app without this permission, and the app should provide a clear reason for requiring it."""
"How hard can it be to make the calibration in a treadmill activity count? Or the time? Or the steps? Everything seems ok in the device, but then it gets transferred to this app and everything is messed up!",Garmin Connect,feature_request," ""As a user, I want the treadmill activity data (calibration, time, steps) to be correctly transferred and displayed within the app, so that I can accurately track my workouts and have confidence in the data I am using to measure my progress."""
Worse than previous version. Walking distance is not correct. 20 min normally gives me 2 miles in older versions and other app. This gave o.67 mil,Samsung Health,problem_report," ""As a user, I want the distance calculation in the app to be accurate so that I can trust the information and plan my travel efficiently, as it was in previous versions."""
"Total wastage of money,bought a Huawei watch and my phone is pixel.Always showing not compatible messgaes Then why you are launching new products each year",Huawei Health,problem_report," ""As a user who has recently purchased a Huawei watch for use with a Pixel phone, I want the watch and phone to be compatible without constant 'not compatible' messages appearing during use, so that I can fully utilize the watch's features and have faith in the company's products.""

Or, depending on the specific issue the user is experiencing:

""As a user who has recently purchased a Huawei watch for use with a Pixel phone and continues to face 'not compatible' messages, I want the company to improve the compatibility between the watch and phone so that I can use my Huawei watch consistently without these issues."""
Step tracker is no longer accurate. It said I took 600 steps the whole hour I was walking. I'm pretty sure I took more than 600 steps if i was walking for over an hour and I had my phone in my hand the whole time.,Samsung Health,problem_report," ""As a user, I want an accurate step tracker function that reports consistent step counts while in use, so that I can trust the device's tracking and achieve my exercise goals more accurately."""
I am trying to download the app but it keep on shows please download 4.0. Even after downloading it still not able to use it. Its a use less app.,Huawei Health,problem_report," ""As a user, I want the app to properly install and function after downloading to ensure a smooth user experience."""
Just bought a vivoactive and it won't connect via the app. The smartwatch tells me I'm connected...the app says I'm connected but it won't transfer any data and everytime I log in it says no devices are connected???? Going around in circles..,Garmin Connect,problem_report," ""As a user, I want to be able to successfully connect my Vivoactive device to the app and have data transfer functionality, so I can efficiently manage and track my fitness activities."""
"After update ui last night (released via firmware update), step counting and account synchronizing has not worked till now. Hope to see bug fixed soon.",Samsung Health,problem_report," ""As a user, I want the step counting and account synchronization features to function correctly after the recent firmware update, so that I can accurately track my steps and have my data synced across devices."""
Can't rest my password asking everytime old password trying rest my password is not possible why u guys are so sick. To make app for coustomer convince not for ur own First change these type of idiot things from app,Huawei Health,feature_request," ""As a user, I want to be able to reset my password without constantly being prompted for my old password, to ensure a smooth and user-friendly experience."""
"Was working great before the April 2015 update.   Hate the April 2015 update.  Don't like the colors. Don't like what they did to the serving size (no way to adjust ),  don't like the Nike swoosh tile.  Wife stopped using it, I'm looking for a replacement app.",Samsung Health,feature_request," ""As a user who was previously satisfied with the app, I want the features and visual design from the version prior to the April 2015 update, including customizable serving sizes and the removal of the Nike swoosh tile, so that I can use a familiar and preferred interface and continue using the app without seeking a replacement."""
It just stopped working one fine day and asking for another Mobile services app to be downloaded and create a cloud account. Why would I do that? The worst ever product planning. The band is just useless now.,Huawei Health,feature_request," ""As a user, I expect the app to function consistently without requiring additional setup like downloading other mobile services apps or creating a cloud account, so that I can rely on its usage without interruptions."""
My greatest complaints are the weather does not update unless forced by turning the weather display off then on again and it does not register naps vs sleeping. Otherwise it is a great app for my vivosmart hr+.,Garmin Connect,feature_request," ""As a user, I want the weather display on my Vivosmart HR+ to update automatically without needing to turn it off and on again, and I want the app to accurately distinguish between naps and sleep, so that I can consistently monitor my health data with ease and reliability."""
"I need the precentage of remaining battery of garmin instinct. If I don't have it in my watch, I hope I have it in this app",Garmin Connect,feature_request," ""As a user, I want to be able to view the percentage of remaining battery on my Garmin Instinct watch within the app, so that I can monitor the battery level and plan my usage accordingly."""
"On S7 edge, worked well so far. but recently failed. Cant setup app. Server error occurred. Try later again (0c09) Reinstalling did not solve the problem",Samsung Health,problem_report," ""As a user with a Samsung Galaxy S7 Edge, I want the app to consistently function without errors on my device, and if encountered, provide a resolution or a clearer error message with troubleshooting steps, so that I can continue using the app without repeated uninstalling/re-installing."""
All of sudden my approach 20 watch keeps changing to 24 hr clock when i connect to app. If i uninstall app watch will stay on 12 hr clock. Update created problem. Tried everything to fix made dure everything was zet for 12 hr clock. App is useless right now,Garmin Connect,problem_report," ""As a user, I want the watch app to maintain my preferred 12-hour clock setting, regardless of connection, so that I can have consistent time display and consider the app functional."""
At first I loved this app. Today I walked and walked and my steps aren't going up. I'm part of a challenge and thanks to Samsung health I look like I barely walked today. Sort this out please. I'm missing my QFF points because it's not working.,Samsung Health,problem_report," ""As a user who participates in challenges and earns QFF points, I want the steps logged by the app to accurately reflect my physical activity, so that I can earn the points I deserve and maintain my competitive standing in challenges, preferably with a solution to address inconsistencies with Samsung Health integration."""
"Flat out doesn't work. Profile never ever saves, you can reset it 10 times doesn't help. So many glitches too many to mention. What a pity, good looking app that is so frustrating because it just doesn't work. I use it only for workouts as the rest is useless.",Huawei Health,problem_report," ""As a user, I want a reliable and functioning profile section so that I can save my profile settings and have a seamless user experience, and I mainly use the app for workouts because the other features are not working properly and are prone to many glitches."""
Great apps for tracking your healthy lifestyle. However it would be nice if i can connect to other calorie counter othet than myfitnesspal because my previous phone was having problem with mfp. Looking forward to use new features such as period & water tracker,Garmin Connect,feature_request," ""As a health-conscious user, I want to be able to connect a variety of calorie counters, including alternatives to MyFitnessPal, so that I can continue tracking my lifestyle and take advantage of new features such as period and water trackers."""
"Love it so far. Would be good if you could add micronutrient summary to the food planner, I'd like to track my sodium intake in particular.",Samsung Health,feature_request," ""As a user, I want to have a micronutrient summary in the food planner feature, with a specific focus on tracking sodium intake, so that I can monitor my dietary nutrient intake more effectively."""
"Can't seem to set age and weight, every time I set it correctly it changes to some random number. It also seems to disconnect from the watch quite regularly. It has great potential to be great but it's just lacking at the moment.",Huawei Health,problem_report," ""As a user, I want a reliable and user-friendly interface for my fitness tracker watch, which allows me to consistently set and save my age and weight without any changes to random numbers, so that I can accurately track my progress and have a seamless user experience."" Additionally, ""I want a connection that is stable and consistent, ensuring the watch remains connected to the associated mobile device to provide real-time data and sync properly."""
"Lately I am very frustrated with the app. I need to pair my watch every time it lost bluetooth connection with my phone. I see people with similar complains. Hope garmin can solve this soon, otherwise I'd be forced to get a different watch. Phone: Samsung A32 Watch: Vivoactive 4",Garmin Connect,problem_report," ""As a user with a Vivoactive 4 watch paired with a Samsung A32 phone, I want a more stable Bluetooth connection between the watch and phone, and an auto-reconnect feature, so that I can use the watch efficiently without having to repeatedly pair it, and to reduce the frustration of lost connections."""
Please make the app working in other devices too. It asks for latest version of Huawei mobile services. We can't buy a separate mobile to make the app work. So please make it working,Huawei Health,feature_request," ""As a user, I want the app to be compatible with various devices other than just Huawei, so that I can use it on the device I currently own without needing to purchase a specific device to meet the app's requirements."""
I like all the different exercises that your app can keep track of...I only hope there was a way to make corrections.. Like when you forget to stop an exercise and keeps going...its cheating bit I dont know how to change it...,Samsung Health,feature_request," ""As a user, I want an option to manually correct or pause workout instances within the app, so that I can accurately track and maintain the integrity of my workout data."""
Can't link my watchfit as it doesnt appear in device list even after updates. Worse thing is asking for random permissions -camera location call before letting a person use the fitness band. Why is it even necessary to link the fitness band with the phone to start with? Deeply disappointed,Huawei Health,problem_report," ""As a user, I want to be able to link my watchfit device to the app without issue, and have a clear and relevant list of devices for me to choose from. I also want the app to request necessary permissions during set-up, while minimizing the need for unnecessary permissions such as camera or call access. I am disappointed with the current process as it is causing frustration and hindering my ability to use the fitness band."""
smooth sailing so far. I like that my current running pace is shown but would like to see average pace too? If possible. Otherwise awesome app,Garmin Connect,feature_request," ""As a user, I would like to see my average pace in addition to the current running pace in the app, so that I can track my progress more effectively."""
Well I was keeping all my data on there and try to check my blood pressure but now I have to sign in which did refuses to let me do it,Samsung Health,feature_request," ""As a user, I want to be able to save and access my data without needing to sign in repeatedly, so that I can easily check my blood pressure data whenever I need."""
"They ask too much permissions that too mandatory.. Govt of india is correct in banning othere chinese apps. Why you need phone, call, location and so much ser use data analytics that too not optional ?",Huawei Health,feature_request," ""As a user, I want optional and clear explanations for app permissions and minimal required permissions, to ensure my privacy and comply with regulations, as I am concerned about the current demands for phone, call, location, and user data analytics."""
Keeps crashing. Won't even open. I followed all the troubleshooting guides with no change. Customer service was no help. Makes the money I spent on the venu a huge waste! I want a refund!,Garmin Connect,problem_report," ""As a user who has experienced frequent crashes and unsuccessful attempts to open the app, I want a reliable and consistent application that functions as intended to prevent losses, including the cost of the purchased venue ticket, and to efficiently resolve any technical issues with customer service if they arise.""

In this user story, a common frustration has been transformed into a user need that addresses the problem of frequent crashes, the loss of money due to the inability to access the purchased service, and the lack of effective customer service."
"Awful, it won't let me even open the app unless I allow per.issions in the settings which I have. I used to use this app alot",Samsung Health,feature_request," ""As a user who has previously used the app frequently, I want the app to automatically grant permission and allow me to access it without navigating to the settings, so I can continue using it seamlessly."""
"Include a barcode/QRcode scanner beside the ""search"" field of the food  section (of scanning did packaging will retrieve nutritional information of  the food product into S-Health).",Samsung Health,feature_request," ""As a user, I want a barcode/QR code scanner function integrated into the search field of the food section, so that I can quickly access nutritional information of a food product by scanning its packaging, and the retrieved data is displayed in the S-Health app."""
App is great! I always use it everytime I workout. My suggestion is that please add a support to Mi Band 4 or allow sync to Mi Fit App. That would be awesome.,Samsung Health,feature_request," ""As a user who frequently uses the app during workouts, I want the app to integrate with Mi Band 4 or synchronize with the Mi Fit App, to enhance my workout experience and track data more seamlessly."""
"Latest version has severe connectivity issues, both to phone and external pulse band. Keeps disconnecting all the time. It's really frustrating and makes the product essentially worthless.",Garmin Connect,problem_report," ""As a user, I want a reliable connection between the app and my pulse band to ensure seamless operation, so that I can effectively track my health data without constant disruptions and maintain trust in the product's functionality."""
no dark mode no achievement recorded no weekly / monthly target shown. no stress data syncing with running band takes a hell lot of time. pls fix this asap in new update.,Huawei Health,feature_request," ""As a user who owns a running band, I want the app to have a dark mode, record achievements, display weekly and monthly targets, and sync running data efficiently, so that I can use the app conveniently, track my progress, and enhance my overall user experience."""
"Use to have no issues, lately im having no end of device connection issues and also Bluetooth syncing issues, spent £120 on a Bluetooth enables garmin because I have limited computer access, but Bluetooth is just shocking",Garmin Connect,problem_report," ""As a user with limited computer access, I want to ensure a stable Bluetooth connection with the Garmin device to eliminate frequent device connection and Bluetooth syncing issues after recent updates, as I am currently experiencing, to maximize functionality and justify the cost of the Bluetooth-enabled device."""
I will no longer use this app based on most recent update. There is absolutely no reason for me to grant permission to access my contacts or calls. Very disappointing as I have been a long time user.,Samsung Health,feature_request," ""As a long-time user, I find the recent update's requirement to grant access to my contacts and calls unfavorable and unnecessary. I desire an update that respects my privacy by giving me the option not to share such sensitive information, or at least providing a clear and compelling reason for the necessity of this access. This change has led me to consider discontinuing my use of the app."""
"It worked fine for 2days from the installation after that its showing Loading.. When I opened the app, and all so not counting my steps properly in my J5. Pls help...",Samsung Health,problem_report," ""As a user with a Samsung Galaxy J5 device, I want the fitness app to consistently load and accurately track my steps, without displaying a 'Loading' screen or malfunctioning after the initial two days of use, so that I can reliably monitor my daily physical activity."""
"Connects well on xperia 10 phone and gt2 pro watch, good charts and map to reference workout. The hight and weight setting don't set properly, only fault.",Huawei Health,problem_report," ""As a user, I want the height and weight settings to save correctly on both Xperia 10 phone and GT2 Pro watch, so that my personal data is accurately reflected in the workout charts and map for a more personalized and effective workout experience."""
Not happy at all it won't sync at all this must be fixed or try other alternative to use another app if this one won't work I'm tired of waiting for this app to be fixed ,Garmin Connect,problem_report," ""As a user, I expect the app to sync properly and consistently, so that I can rely on it for my needs. If the app continues to have syncing issues, I may seek out alternatives and consider using a different app."""
the only thing I have a problem with is the that the food caloric measurements arent accurate. I added in and item that was on the list and it didnt add in the protein counts.,Samsung Health,problem_report," ""As a user, I want there to be accurate caloric measurements for food items, including protein counts, so that I can effectively track my diet."""
"There's a lot of content here to work with your Garmin devices. I think the interface can be a little clunky at times, but they allow you to customize it, too.",Garmin Connect,feature_request," ""As a user, I want a user-friendly interface for easy navigation and interaction with Garmin devices, with the ability to customize the layout. This will allow me to efficiently manage my devices with minimal difficulty."""
"After waking up,it won't show my sleeping pattern.it did for one day,but it isn't doing so now.The app won't synch with the band.i have an honor band 3.i don't know if it's an app issue or band.Please someone reply what could be the possible reason",Huawei Health,problem_report," ""As a user wearing an Honor Band 3, I want the app to properly synchronize with the band and accurately reflect my sleeping pattern on a daily basis. I need this functionality so that I can track my sleep patterns effectively."""
i got the vivofit for the battery life.  but the app and device never function properly...only able to sync on a laptop which is worthless to me. UPDATE  After multiple phone reboots it now works fine.,Garmin Connect,problem_report," ""As a user, I want the VivoFit device and app to function consistently and sync properly with mobile devices, so that I can monitor my activity without relying on a laptop and have a seamless user experience."" (Note: The update about the device working fine after multiple phone reboots indicates the problem has been temporarily resolved, but it's a good practice to keep the user story focused on the ideal or preferred functionality rather than the current issues.)"
It will not let me sign in! It's in a loop it keeps taking me back to the sign in page. It's always something with this company.,Garmin Connect,problem_report," ""As a user, I want a reliable sign-in process that prevents me from being repeatedly taken back to the sign-in page, so that I can access the service without constant interruptions and maintain trust in the system."""
"Finding it very difficult to sync with my Samsung phone, have to unpair, turn watch and phone off, re-pair and then it only might sync. Pal having same issue so it doesn't seem to be user issue",Garmin Connect,problem_report," ""As a user with a Samsung phone, I want a reliable and consistent syncing process with the mobile app, so that I can easily use the app without experiencing repeated issues such as unpairing, turning devices off, and re-pairing, which seem to indicate a system problem rather than user error."""
"You can't export your own data to perform your own analysis. The device's measurement uncertainty is also not stated anywhere, meaning it's measurements possess no meaning. You also can't control when SpO2 is continuously monitored.",Garmin Connect,feature_request," ""As a user, I want the ability to export my own data for personal analysis, so that I can make informed decisions based on my collected data. I also want the device's measurement uncertainty to be clearly stated for each reading, so that the data I collect carries meaningful information. Additionally, I want to have control over when SpO2 is continuously monitored, so that I can manage the device's power usage and ensure my privacy."""
Doesn't measure stress or blood oxygen...feature was removed from all phones higher than S10...I needed this because of my PTSD...will not buy another Samsung product.,Samsung Health,feature_request," ""As a user with PTSD, I need a feature to measure stress and blood oxygen levels on Samsung devices (preferably reintroduced in all devices higher than S10), so that I can monitor and manage my condition effectively and consider continuing to use Samsung products."""
The app does not either sync to the watch or stay synced to the watch. Have tried a million times. Even called garmin customer service.,Garmin Connect,problem_report," ""As a user, I want the app to properly sync, and maintain synchronization with my Garmin watch, so that I can efficiently manage my data and activities on both devices."""
I wish there was an option to select your preferred 1st day of the week. Other than that I love using the app with my FitBit.,Samsung Health,feature_request," ""As a user, I want the ability to choose my preferred day of the week as the first day for the workout schedule in the app, so that I can customize the app's layout to fit my personal preference, and enhance my user experience while using the app in conjunction with my Fitbit."""
Give option to turn off phone step counter. It adds steps from phone sensors and fitness band . It doubles the number of steps taken than actually taken steps.,Huawei Health,feature_request," ""As a user, I want an option to disable phone step counter integration with my fitness band to ensure the step count in the app matches the actual steps I take, in order to have an accurate record of my daily activity."""
I am not able to connect my Honor AM16 wired Heart rate earphones. Im sure there is some issue with the app as it only allows connecting bluetooth devices.,Huawei Health,problem_report," ""As a user, I want to connect my wired Honor AM16 Heart rate earphones within the app, as I currently cannot, due to believing the issue lies with the app not allowing wired connections, similar to Bluetooth devices."""
Great for viewing stats on completed activities. Shame it lacks route planning capabilities or ability to import gpx track - have to use garmin  baeecamp and a USB cable to create new courses.,Garmin Connect,feature_request," ""As a user who enjoys viewing stats of completed activities, I want the app to have route planning capabilities or the ability to import gpx tracks, so that I can use the app to create new courses without needing to use a separate tool like Garmin BaseCamp and a USB cable."""
"FIXED SD CARD ISSUE: App won't install stuck on ""downloading"" with no installation bar or anything in the notification tray  Software eject SD card to fix for some reason it only affected the installation of this app",Garmin Connect,problem_report," ""As a user, I want the app to correctly install on an SD card without getting stuck on 'downloading' and without requiring manual ejection of the SD card, so that I can easily and seamlessly install the app without encountering unexpected issues."""
Please give a new update that we can apply our picture as watchface for honour band 5 please... Your application is superb . So I gave   . Thank you. Please respond for that watchface update.. please.,Huawei Health,feature_request," ""As a user of the Honor Band 5, I want to be able to apply my own picture as the watch face, so that I can personalize my device and enhance its aesthetic appeal."""
"Daily it get stopped running while having call over lapping (!!! I DON'T UNDERSTAND WHAT CONNECTION IT HAS GOT TO DO WITH THAT). Poor graphics, syncing problems, many activities not get measured... Lot og bugs. It sucks",Huawei Health,problem_report," ""As a user, I want the app to remain functional during phone calls and have improved graphics, along with an efficient syncing system and accurate tracking of activities, to ensure a smooth and bug-free user experience."""
Worst app ever . Every time I login it show to download more recent version n there is no recent version available on play store n there is no huawei app gallery. Fix this bug immediately or give my money back for my honor band5,Huawei Health,problem_report," ""As a user with an Honor Band 5, I want the app to correctly detect and update to the latest version when I log in, or provide a clear indication that no update is available on the Play Store or Huawei App Gallery, to ensure a smooth and functional user experience and prevent unnecessary prompts for a non-existent update."""
All of a sudden not working saying error due to rooted phone. tried clearing cache uninstall and install again but still the same problem. so irritating pops up randomly all the time,Samsung Health,problem_report," ""As a user on a rooted phone, I want the app to be compatible with rooted devices and avoid displaying random errors, so that I can use the app consistently without constant interruption."""
I just purchased huawei watch GT and wont let me pair it. It says app needs an update and brings me again to the app. No updates found. Unable to use the app,Huawei Health,problem_report," ""As a user, I want to be able to successfully pair my Huawei Watch GT with the app, and receive a clear notification when an update is available, so that I can use the app with the watch as intended."""
I had a galaxy s5 and this app tracked my steps extremely well. I have since replaced it with a galaxy s6 edge and the app is no longer sensitive enough to capture my true count with this phone . Please fix!,Samsung Health,problem_report," ""As a user with a Samsung Galaxy S6 Edge, I want the app to accurately track my steps, as it did with my Galaxy S5, to ensure the accuracy of my daily activity data."""
Yeah used to use this app all the time. Not sure why they took away the heart monitor and stress meters. It was what I primarily used it for. Now I need a new app,Samsung Health,feature_request," ""As a user who previously relied on the heart monitor and stress meters, I want these features to be reintroduced or provided as an option in the app, so that I can continue to track my health and wellness effectively and efficiently."""
"Less intuitive after the update, and I miss the walking challenges. I also wish I could track what time each cup of water is input, because I can never remember.",Samsung Health,feature_request," ""As a user, I want an intuitive user interface following the update and a feature to re-introduce walking challenges, as well as the ability to record the time each cup of water is input, so that I can use the app more easily and accurately monitor my hydration and physical activity."""
"The app locked me out with a new privacy policy because I will not give the app access to my phone, contacts and phone records. Why does this app want access to my phone? This app has lost it usefulness.",Samsung Health,feature_request," ""As a user, I want the app to have the option to use the service without granting access to my phone, contacts, and phone records, so that I can maintain my privacy and continue using the app without unnecessary restrictions."""
Downloaded for Honor band 5 . But on opening the app it notifies that I'll require a more recent version of Huawei mobile services (4.0 or later) for it to work properly and the latest version is available on Huawei app gallery. I am using a Samsung device.,Huawei Health,problem_report," ""As a user of the Honor band 5 app, I want to be able to access the latest version of the app on my Samsung device without requiring Huawei Mobile Services version 4.0 or later, so that I can use the app on my device."""
"Good UI, after making sure the app auto-starts the phone always connects to the watch. great app, the only problem is that the find my phone app on my watch only makes sound if tge app is open.",Garmin Connect,problem_report," ""As a user, I want the 'Find My Phone' feature on the watch to work even when the app is not open, so I can find my phone easily."""
