data,app,type,generated_user_story
"Was working great before the April 2015 update.   Hate the April 2015 update.  Don't like the colors. Don't like what they did to the serving size (no way to adjust ),  don't like the Nike swoosh tile.  Wife stopped using it, I'm looking for a replacement app.",Samsung Health,feature_request,"As a long-time user of this fitness app, I was really pleased with how it was working before the April 2015 update. The new update completely changed the colors and serving size options, which I don't like at all. The Nike swoosh tile is also a big turn-off for me. My wife even stopped using the app because of these changes, so now I'm on the hunt for a replacement app that better suits our preferences."
It just stopped working one fine day and asking for another Mobile services app to be downloaded and create a cloud account. Why would I do that? The worst ever product planning. The band is just useless now.,Huawei Health,feature_request,"As a user, I was frustrated when my mobile tracker suddenly stopped working one day. It prompted me to download another mobile services app and create a cloud account, which seemed unnecessary and inconvenient to me. I could not understand why I should have to go through this extra step. This experience left me feeling like the product planning was poorly thought out, and now my tracker band is rendered useless."
My greatest complaints are the weather does not update unless forced by turning the weather display off then on again and it does not register naps vs sleeping. Otherwise it is a great app for my vivosmart hr+.,Garmin Connect,feature_request,"As a user of the Vivosmart HR+, I often find myself frustrated with the app's lack of accurate weather updates and its inability to distinguish between naps and sleep. I have to constantly turn the weather display off and on again to get it to update, which is annoying. Despite these issues, I still think it is a great app overall for tracking my fitness with my Vivosmart HR+."
"I need the precentage of remaining battery of garmin instinct. If I don't have it in my watch, I hope I have it in this app",Garmin Connect,feature_request,"As a user, I want to know the percentage of remaining battery on my Garmin Instinct watch. If I can't find this information on my watch, I hope that this app will provide me with that data."
"On S7 edge, worked well so far. but recently failed. Cant setup app. Server error occurred. Try later again (0c09) Reinstalling did not solve the problem",Samsung Health,problem_report,"As a user of the S7 edge, I was initially pleased with how well the app was working. However, recently I encountered a server error (0c09) when trying to set it up. I tried again later but the issue persisted. Even after reinstalling the app, the problem was not resolved."
All of sudden my approach 20 watch keeps changing to 24 hr clock when i connect to app. If i uninstall app watch will stay on 12 hr clock. Update created problem. Tried everything to fix made dure everything was zet for 12 hr clock. App is useless right now,Garmin Connect,problem_report,"As a user, I am frustrated because my approach 20 watch keeps changing to a 24 hr clock whenever I connect it to the app. I noticed that this problem started after an update, so I tried uninstalling the app in hopes that my watch would stay on a 12 hr clock. Unfortunately, the issue persisted. I have tried everything to fix it, making sure all settings are set for a 12 hr clock, but nothing seems to work. Right now, the app is completely useless to me."
At first I loved this app. Today I walked and walked and my steps aren't going up. I'm part of a challenge and thanks to Samsung health I look like I barely walked today. Sort this out please. I'm missing my QFF points because it's not working.,Samsung Health,problem_report,"As a user, I started using this app and immediately loved it. I rely on it to track my daily steps for a challenge I'm participating in. However, today I walked a lot but my steps aren't showing up correctly on Samsung health. It's frustrating because I feel like I haven't made any progress and I'm missing out on earning my QFF points. Please fix this issue so I can accurately track my steps and stay on top of my challenge."
"Flat out doesn't work. Profile never ever saves, you can reset it 10 times doesn't help. So many glitches too many to mention. What a pity, good looking app that is so frustrating because it just doesn't work. I use it only for workouts as the rest is useless.",Huawei Health,problem_report,"As a user, I want to be able to save my profile information so that I can easily access it every time I use the app. However, every time I try to save my profile, it never saves no matter how many times I reset it. Additionally, the app is full of glitches that make it frustrating to use. Even though it looks good, it's disappointing that it doesn't work properly. I mainly use the app for workouts because the rest of the features are useless to me."
Great apps for tracking your healthy lifestyle. However it would be nice if i can connect to other calorie counter othet than myfitnesspal because my previous phone was having problem with mfp. Looking forward to use new features such as period & water tracker,Garmin Connect,feature_request,"As a user who is focused on tracking my healthy lifestyle, I found a great app that has been really helpful. However, I wish I could connect to a different calorie counter other than MyFitnessPal, as my previous phone had issues with that app. I'm excited about the potential to use new features such as a period tracker and water tracker in the future."
"Love it so far. Would be good if you could add micronutrient summary to the food planner, I'd like to track my sodium intake in particular.",Samsung Health,feature_request,"As a user, I love using this app so far. However, I believe it would greatly enhance my experience if there was a micronutrient summary added to the food planner feature. Specifically, I would like to track my sodium intake more closely."
"Can't seem to set age and weight, every time I set it correctly it changes to some random number. It also seems to disconnect from the watch quite regularly. It has great potential to be great but it's just lacking at the moment.",Huawei Health,problem_report,"As a user, I want to be able to set my age and weight accurately on my watch so that I can track my fitness progress effectively. However, every time I try to input the correct information, it keeps changing to random numbers. Additionally, the watch frequently disconnects, making it difficult for me to rely on its features consistently. Despite its potential to be a great device, it is currently lacking in functionality."
"Lately I am very frustrated with the app. I need to pair my watch every time it lost bluetooth connection with my phone. I see people with similar complains. Hope garmin can solve this soon, otherwise I'd be forced to get a different watch. Phone: Samsung A32 Watch: Vivoactive 4",Garmin Connect,problem_report,"As a user of the Garmin Vivoactive 4 watch, I have been feeling increasingly frustrated with the app. Every time my watch loses Bluetooth connection with my Samsung A32 phone, I am forced to go through the hassle of pairing them again. I have noticed that many other users are experiencing the same issue and it's becoming a major inconvenience. I hope that Garmin can find a solution to this problem soon because if not, I may have no choice but to switch to a different watch."
Please make the app working in other devices too. It asks for latest version of Huawei mobile services. We can't buy a separate mobile to make the app work. So please make it working,Huawei Health,feature_request,"As a user, I want the app to work on other devices besides Huawei, because currently it requires the latest version of Huawei mobile services which I do not have. I am unable to purchase a new mobile device just to use this app, so I kindly request that you make it compatible with a wider range of devices."
I like all the different exercises that your app can keep track of...I only hope there was a way to make corrections.. Like when you forget to stop an exercise and keeps going...its cheating bit I dont know how to change it...,Samsung Health,feature_request,"As a user of the workout tracking app, I appreciate the variety of exercises it can keep track of. It helps me stay organized and motivated. However, I sometimes run into the issue of forgetting to stop an exercise, which feels like cheating. I wish there was a feature that allowed me to make corrections when this happens. It would make my workout experience even better."
Can't link my watchfit as it doesnt appear in device list even after updates. Worse thing is asking for random permissions -camera location call before letting a person use the fitness band. Why is it even necessary to link the fitness band with the phone to start with? Deeply disappointed,Huawei Health,problem_report,"As a user, I wanted to link my watchfit to my phone in order to track my fitness activities. After updating the app, I was disappointed to find that my watchfit did not appear in the device list. Additionally, I was frustrated by the app asking for random permissions like camera, location, and call access before I could even use the fitness band. I couldn't understand why it was necessary to link the fitness band with my phone in the first place. This experience left me deeply disappointed and confused."
smooth sailing so far. I like that my current running pace is shown but would like to see average pace too? If possible. Otherwise awesome app,Garmin Connect,feature_request,"As a runner, I've been using this app for some time now and it's been smooth sailing so far. I really enjoy being able to see my current running pace, but I think it would be even better if I could also see my average pace. It would help me track my progress more effectively. If possible, it would be great if this feature could be added. Overall, I think this app is awesome and really helps me stay motivated during my runs."
Well I was keeping all my data on there and try to check my blood pressure but now I have to sign in which did refuses to let me do it,Samsung Health,feature_request,"As a user, I want to be able to access my data and check my blood pressure without having to constantly sign in, so that I can easily monitor my health."
"They ask too much permissions that too mandatory.. Govt of india is correct in banning othere chinese apps. Why you need phone, call, location and so much ser use data analytics that too not optional ?",Huawei Health,feature_request,"As a user, I was frustrated by the app asking for too many mandatory permissions like access to my phone, call history, location, and other sensitive data. I questioned why they needed all this information, especially when it wasn't optional. It made me think about the government of India banning other Chinese apps and how they may have had similar practices. I couldn't help but wonder why they needed all this data for analytics and if it was really necessary."
Keeps crashing. Won't even open. I followed all the troubleshooting guides with no change. Customer service was no help. Makes the money I spent on the venu a huge waste! I want a refund!,Garmin Connect,problem_report,"As a user, I downloaded the app for my Venu watch, but it keeps crashing and won't even open. I tried following all the troubleshooting guides, but nothing worked. When I reached out to customer service for help, they were no help at all. I feel like the money I spent on the Venu was a huge waste because I can't even use the app properly. I want a refund for my purchase."
"Awful, it won't let me even open the app unless I allow per.issions in the settings which I have. I used to use this app alot",Samsung Health,feature_request,"As a frequent user of the app, I want to be able to simply open it without any interruptions or problems. However, the app is currently not allowing me to open it unless I grant permissions in the settings, which I have already done. This has made my experience with the app awful and frustrating, especially since I used to use it a lot. I hope the developers can fix this issue soon so that I can continue using the app seamlessly."
"Include a barcode/QRcode scanner beside the ""search"" field of the food  section (of scanning did packaging will retrieve nutritional information of  the food product into S-Health).",Samsung Health,feature_request,"As a health-conscious individual, I always strive to make informed choices about the food I eat. When I go grocery shopping, I often find myself scanning through the aisles to find products with accurate nutritional information. One day, while using the S-Health app to track my meals, I realized how convenient it would be to have a barcode/QR code scanner right beside the search field in the food section. 

Imagine my delight when I discovered that this feature was actually available! With a simple scan of the packaging, I could instantly retrieve all the nutritional information of the food product and easily input it into S-Health. This truly revolutionized the way I shopped for groceries and monitored my diet. Thanks to this innovative addition, I felt more confident in the choices I made for my health and could stay on track with my nutrition goals."
App is great! I always use it everytime I workout. My suggestion is that please add a support to Mi Band 4 or allow sync to Mi Fit App. That would be awesome.,Samsung Health,feature_request,"As a dedicated user of the app, I always rely on it for my workouts. However, I have a Mi Band 4 and I would love it if the app could support syncing with my device or allow integration with the Mi Fit App. This feature would be incredible and greatly enhance my workout experience."
"Latest version has severe connectivity issues, both to phone and external pulse band. Keeps disconnecting all the time. It's really frustrating and makes the product essentially worthless.",Garmin Connect,problem_report,"As a user, I was excited to try out the latest version of the product. However, after purchasing it and using it for a few days, I noticed severe connectivity issues. The product kept disconnecting from both my phone and external pulse band constantly. This was incredibly frustrating as it made the product essentially worthless to me. I reached out to the customer support team for help, but the issue persisted. I hope that the company addresses these connectivity issues in future updates to improve the overall user experience."
no dark mode no achievement recorded no weekly / monthly target shown. no stress data syncing with running band takes a hell lot of time. pls fix this asap in new update.,Huawei Health,feature_request,"As a user, I was disappointed to find that the app did not have a dark mode, did not record achievements, and did not show weekly or monthly targets. Additionally, I found that the stress data syncing with my running band took a lot of time. I hope that these issues can be fixed in the next update."
"Use to have no issues, lately im having no end of device connection issues and also Bluetooth syncing issues, spent £120 on a Bluetooth enables garmin because I have limited computer access, but Bluetooth is just shocking",Garmin Connect,problem_report,"As a user who used to have no issues with my device connection, I am now frustrated by the constant problems I am facing. Recently, I have been experiencing difficulties with connecting my devices and syncing my Bluetooth. I decided to invest in a £120 Bluetooth-enabled Garmin because I have limited computer access, but the Bluetooth functionality has been extremely disappointing. It's been a frustrating experience trying to use this device with unreliable Bluetooth connection."
I will no longer use this app based on most recent update. There is absolutely no reason for me to grant permission to access my contacts or calls. Very disappointing as I have been a long time user.,Samsung Health,feature_request,"As a long-time user of this app, I was disappointed when I received a notification for a recent update. Upon reviewing the changes, I noticed that the app now requires permission to access my contacts and calls. This left me feeling uneasy and frustrated, as there was no clear reason for this request. As a result, I have decided that I will no longer use this app moving forward."
"It worked fine for 2days from the installation after that its showing Loading.. When I opened the app, and all so not counting my steps properly in my J5. Pls help...",Samsung Health,problem_report,"As a user, I was excited to start using the app after installing it on my J5. It worked perfectly for the first 2 days, but then I started experiencing issues. Every time I opened the app, it would get stuck on the loading screen and not show any progress. Additionally, I noticed that it was not accurately counting my steps. I am frustrated and seeking help to resolve these issues."
"Connects well on xperia 10 phone and gt2 pro watch, good charts and map to reference workout. The hight and weight setting don't set properly, only fault.",Huawei Health,problem_report,"As a fitness enthusiast, I wanted a reliable and user-friendly app to track my workouts efficiently. I decided to download this app after reading some positive reviews. I was pleasantly surprised to find that it connected seamlessly with my Xperia 10 phone and GT2 Pro watch. The charts and maps provided for reference during my workouts were extremely helpful and easy to follow.

However, I encountered a small issue with the height and weight settings not setting properly. This was the only fault I found with the app, but it was a bit frustrating as accurate measurements are important for tracking progress. Despite this setback, I still found the app to be a valuable tool in my fitness journey."
Not happy at all it won't sync at all this must be fixed or try other alternative to use another app if this one won't work I'm tired of waiting for this app to be fixed ,Garmin Connect,problem_report,"As a user, I am frustrated because the app is not syncing at all. I want this issue to be fixed quickly or I will need to find another alternative. I am tired of waiting for the app to work properly."
the only thing I have a problem with is the that the food caloric measurements arent accurate. I added in and item that was on the list and it didnt add in the protein counts.,Samsung Health,problem_report,"As a user, I wanted to track my caloric intake accurately, so I used the food journal feature of the app. I added an item from the list and noticed that the protein counts were not added in. This made me worried that the caloric measurements were not accurate as well. I hope this issue can be fixed so that I can continue using the app with confidence."
"There's a lot of content here to work with your Garmin devices. I think the interface can be a little clunky at times, but they allow you to customize it, too.",Garmin Connect,feature_request,"As a Garmin device owner, I was excited to explore the abundance of content available on the platform. However, I found the interface to be a bit clunky at times, which made navigation a challenge. Despite this, I appreciated the ability to customize the interface to suit my preferences. Overall, I was grateful for the wealth of features offered by Garmin, and looked forward to utilizing them to enhance my user experience."
"After waking up,it won't show my sleeping pattern.it did for one day,but it isn't doing so now.The app won't synch with the band.i have an honor band 3.i don't know if it's an app issue or band.Please someone reply what could be the possible reason",Huawei Health,problem_report,"As a user, when I wake up in the morning and check my sleeping pattern on the app connected to my Honor Band 3, I notice that it is not showing my sleep data for the current night. It was working fine for one day, but now it won't sync with the band. I'm not sure if the issue lies with the app or the band itself. I am feeling frustrated and confused as to why this is happening. I hope someone can provide some insight into what the possible reasons could be for this problem."
i got the vivofit for the battery life.  but the app and device never function properly...only able to sync on a laptop which is worthless to me. UPDATE  After multiple phone reboots it now works fine.,Garmin Connect,problem_report,"As a user, I wanted a fitness tracker with long battery life, so I purchased the vivofit. However, I found that the app and device were not functioning properly, and I could only sync it on a laptop which was inconvenient for me. After multiple phone reboots, I was finally able to get it to work properly. Now, I am happy to say that the vivofit meets my needs and works fine."
It will not let me sign in! It's in a loop it keeps taking me back to the sign in page. It's always something with this company.,Garmin Connect,problem_report,"As a frustrated user, I tried to sign into the app but was endlessly stuck in a loop that kept redirecting me back to the sign-in page. This constant issue with the company has made it difficult for me to access the app and use its features."
