data,app,type,generated_user_story
Can't rest my password asking everytime old password trying rest my password is not possible why u guys are so sick. To make app for coustomer convince not for ur own First change these type of idiot things from app,Huawei Health,feature_request,"""As a user, I want the ability to reset my password without being prompted for my old password every time so that I can easily access my account. I also want the app to prioritize customer convenience over unnecessary prompts to improve the overall user experience."""
"Was working great before the April 2015 update.   Hate the April 2015 update.  Don't like the colors. Don't like what they did to the serving size (no way to adjust ),  don't like the Nike swoosh tile.  Wife stopped using it, I'm looking for a replacement app.",Samsung Health,feature_request,"""As a user, I want the app to revert back to its previous design before the April 2015 update, including the original colors, serving size adjustment option, and removal of the Nike swoosh tile, so that I can continue using it comfortably and efficiently."""
It just stopped working one fine day and asking for another Mobile services app to be downloaded and create a cloud account. Why would I do that? The worst ever product planning. The band is just useless now.,Huawei Health,feature_request,"""As a user, I want the app to work consistently without requiring additional downloads or cloud account creation, so that I can use the band effectively without frustration or inconvenience."""
My greatest complaints are the weather does not update unless forced by turning the weather display off then on again and it does not register naps vs sleeping. Otherwise it is a great app for my vivosmart hr+.,Garmin Connect,feature_request,"""As a user, I want the weather to update automatically without needing to turn the display off and on, and I want the app to accurately distinguish between naps and sleeping to improve the functionality of my vivosmart hr+."""
"I need the precentage of remaining battery of garmin instinct. If I don't have it in my watch, I hope I have it in this app",Garmin Connect,feature_request,"""As a user, I want to see the remaining battery percentage of my Garmin Instinct on the app so that I can monitor and manage the battery life effectively."""
"On S7 edge, worked well so far. but recently failed. Cant setup app. Server error occurred. Try later again (0c09) Reinstalling did not solve the problem",Samsung Health,problem_report,"""As a user with a S7 edge, I want the app to function consistently without server errors (0c09) so that I can set it up and use it reliably."""
All of sudden my approach 20 watch keeps changing to 24 hr clock when i connect to app. If i uninstall app watch will stay on 12 hr clock. Update created problem. Tried everything to fix made dure everything was zet for 12 hr clock. App is useless right now,Garmin Connect,problem_report,"""As a user, I want my approach 20 watch to maintain the 12 hr clock setting when connected to the app so that I can use the app without it changing to a 24 hr clock format."""
At first I loved this app. Today I walked and walked and my steps aren't going up. I'm part of a challenge and thanks to Samsung health I look like I barely walked today. Sort this out please. I'm missing my QFF points because it's not working.,Samsung Health,problem_report,"""As a user participating in a challenge, I want the app to accurately track my steps so that I can earn my QFF points and stay competitive in the challenge."""
"Flat out doesn't work. Profile never ever saves, you can reset it 10 times doesn't help. So many glitches too many to mention. What a pity, good looking app that is so frustrating because it just doesn't work. I use it only for workouts as the rest is useless.",Huawei Health,problem_report,"""As a user, I want the profile saving feature to work consistently without glitches so that I can use the app for more than just workouts and have a positive user experience."""
Great apps for tracking your healthy lifestyle. However it would be nice if i can connect to other calorie counter othet than myfitnesspal because my previous phone was having problem with mfp. Looking forward to use new features such as period & water tracker,Garmin Connect,feature_request,"""As a user, I want the ability to connect to calorie counter apps other than MyFitnessPal to track my healthy lifestyle, as my previous phone had issues with MyFitnessPal. Additionally, I am looking forward to using new features such as a period tracker and water tracker in the app."""
"Love it so far. Would be good if you could add micronutrient summary to the food planner, I'd like to track my sodium intake in particular.",Samsung Health,feature_request,"""As a user, I want the food planner to include a micronutrient summary, specifically tracking sodium intake, so that I can have a more comprehensive view of my nutrition."""
"Can't seem to set age and weight, every time I set it correctly it changes to some random number. It also seems to disconnect from the watch quite regularly. It has great potential to be great but it's just lacking at the moment.",Huawei Health,problem_report,"""As a user, I want the ability to accurately set and save my age and weight in the app without it changing to random numbers, and for the app to maintain a stable connection with the watch so that I can maximize the full potential of its features."""
"Lately I am very frustrated with the app. I need to pair my watch every time it lost bluetooth connection with my phone. I see people with similar complains. Hope garmin can solve this soon, otherwise I'd be forced to get a different watch. Phone: Samsung A32 Watch: Vivoactive 4",Garmin Connect,problem_report,"""As a user with a Samsung A32 phone and a Vivoactive 4 watch, I want the app to remember the Bluetooth connection between my devices so that I don't have to pair them every time they lose connection. This will improve my experience with the app and prevent me from considering switching to a different watch."""
Please make the app working in other devices too. It asks for latest version of Huawei mobile services. We can't buy a separate mobile to make the app work. So please make it working,Huawei Health,feature_request,"""As a user, I want the app to be compatible with other devices and not require the latest version of Huawei mobile services, so that I can use the app without having to buy a separate mobile device."""
I like all the different exercises that your app can keep track of...I only hope there was a way to make corrections.. Like when you forget to stop an exercise and keeps going...its cheating bit I dont know how to change it...,Samsung Health,feature_request,"""As a user, I want the ability to make corrections to exercises tracked in the app so that I can accurately monitor my progress and avoid cheating by mistake."""
Can't link my watchfit as it doesnt appear in device list even after updates. Worse thing is asking for random permissions -camera location call before letting a person use the fitness band. Why is it even necessary to link the fitness band with the phone to start with? Deeply disappointed,Huawei Health,problem_report,"""As a user, I want the ability to easily link my watchfit to the app without it needing unnecessary permissions like camera, location, and call access, so that I can use the fitness band without any obstacles and feel satisfied with the product."""
smooth sailing so far. I like that my current running pace is shown but would like to see average pace too? If possible. Otherwise awesome app,Garmin Connect,feature_request,"""As a user, I want the app to display my average running pace in addition to my current pace so that I can track and improve my performance easily. Overall, I find the app to be awesome."""
Well I was keeping all my data on there and try to check my blood pressure but now I have to sign in which did refuses to let me do it,Samsung Health,feature_request,"As a user, I want the app to allow me to access my stored data and check my blood pressure without requiring me to sign in repeatedly, so that I can easily track my health information."
"They ask too much permissions that too mandatory.. Govt of india is correct in banning othere chinese apps. Why you need phone, call, location and so much ser use data analytics that too not optional ?",Huawei Health,feature_request,"""As a user, I want the app to request only essential permissions and provide an option to opt out of data analytics usage, in order to protect my privacy and comply with government regulations."""
Keeps crashing. Won't even open. I followed all the troubleshooting guides with no change. Customer service was no help. Makes the money I spent on the venu a huge waste! I want a refund!,Garmin Connect,problem_report,"""As a user, I want the app to stop crashing and be able to open properly so that I can access the venue information without any issues. I also want a better customer service experience in case of technical difficulties. Ultimately, I want a refund for the money I spent on the venue due to the inconveniences caused by the app."""
"Awful, it won't let me even open the app unless I allow per.issions in the settings which I have. I used to use this app alot",Samsung Health,feature_request,"""As a user, I want to be able to open the app without being prompted for permissions that I have already allowed, so that I can easily access and use the app."""
"Include a barcode/QRcode scanner beside the ""search"" field of the food  section (of scanning did packaging will retrieve nutritional information of  the food product into S-Health).",Samsung Health,feature_request,"""As a user, I want a barcode/QR code scanner next to the search field in the food section so that I can easily retrieve nutritional information of food products into S-Health by scanning their packaging."""
App is great! I always use it everytime I workout. My suggestion is that please add a support to Mi Band 4 or allow sync to Mi Fit App. That would be awesome.,Samsung Health,feature_request,"""As a user, I want the app to support Mi Band 4 or allow syncing with the Mi Fit App so that I can easily track my workout data and progress seamlessly."""
"Latest version has severe connectivity issues, both to phone and external pulse band. Keeps disconnecting all the time. It's really frustrating and makes the product essentially worthless.",Garmin Connect,problem_report,"""As a user, I want the app to fix severe connectivity issues with phone and external pulse band so that I can use the product without constant disconnections and frustration."""
no dark mode no achievement recorded no weekly / monthly target shown. no stress data syncing with running band takes a hell lot of time. pls fix this asap in new update.,Huawei Health,feature_request,"""As a user, I want the app to have a dark mode option, record achievements, display weekly/monthly targets, sync stress data with the running band faster, and be fixed in the upcoming update to improve usability and functionality."""
"Use to have no issues, lately im having no end of device connection issues and also Bluetooth syncing issues, spent £120 on a Bluetooth enables garmin because I have limited computer access, but Bluetooth is just shocking",Garmin Connect,problem_report,"""As a user, I want to be able to connect my device without any issues and have seamless Bluetooth syncing so that I can effectively use my Bluetooth-enabled Garmin without any difficulties."""
I will no longer use this app based on most recent update. There is absolutely no reason for me to grant permission to access my contacts or calls. Very disappointing as I have been a long time user.,Samsung Health,feature_request,"""As a user, I want to be able to use the app without having to grant unnecessary permissions like access to my contacts or calls, so that I can continue using the app with my privacy protected."""
"It worked fine for 2days from the installation after that its showing Loading.. When I opened the app, and all so not counting my steps properly in my J5. Pls help...",Samsung Health,problem_report,"""As a user, I want the app to consistently load without any issues and accurately count my steps on my J5 phone so that I can track my fitness progress effectively. Please provide support to resolve these issues."""
"Connects well on xperia 10 phone and gt2 pro watch, good charts and map to reference workout. The hight and weight setting don't set properly, only fault.",Huawei Health,problem_report,"""As a user, I want the height and weight settings to properly save on my Xperia 10 phone and GT2 Pro watch while using the app so that I can track my workouts accurately without any issues."""
Not happy at all it won't sync at all this must be fixed or try other alternative to use another app if this one won't work I'm tired of waiting for this app to be fixed ,Garmin Connect,problem_report,"""As a user, I want the app to sync properly so that I can use it without any issues. If the syncing issue is not resolved, I will need to explore other alternatives for a similar app."""
the only thing I have a problem with is the that the food caloric measurements arent accurate. I added in and item that was on the list and it didnt add in the protein counts.,Samsung Health,problem_report,"""As a user, I want accurate caloric measurements and accurate nutrient information for the food items so that I can track my dietary intake effectively."""
"There's a lot of content here to work with your Garmin devices. I think the interface can be a little clunky at times, but they allow you to customize it, too.",Garmin Connect,feature_request,"""As a user, I want a more streamlined interface for working with my Garmin devices, while still being able to customize it, so that I can easily access and utilize the content without any unnecessary complications."""
"After waking up,it won't show my sleeping pattern.it did for one day,but it isn't doing so now.The app won't synch with the band.i have an honor band 3.i don't know if it's an app issue or band.Please someone reply what could be the possible reason",Huawei Health,problem_report,"""As a user with an Honor Band 3, I want the app to consistently display my sleep pattern data and sync properly with my band so that I can track my sleep accurately and understand my sleep patterns better. I need clarity on whether the issue is with the app or the band, and any possible solutions to resolve this problem."""
i got the vivofit for the battery life.  but the app and device never function properly...only able to sync on a laptop which is worthless to me. UPDATE  After multiple phone reboots it now works fine.,Garmin Connect,problem_report,"""As a user, I want the Vivofit app to function properly on my phone so that I can easily sync my device and track my activity without having to rely on a laptop."""
It will not let me sign in! It's in a loop it keeps taking me back to the sign in page. It's always something with this company.,Garmin Connect,problem_report,"""As a user, I want to be able to sign into the app without getting stuck in a sign-in loop, so that I can access the features of the app without any frustrating issues."""
"Finding it very difficult to sync with my Samsung phone, have to unpair, turn watch and phone off, re-pair and then it only might sync. Pal having same issue so it doesn't seem to be user issue",Garmin Connect,problem_report,"""As a user with a Samsung phone, I want the syncing process with my watch to be more reliable and efficient so that I don't have to constantly unpair and re-pair my devices to ensure successful synchronization."""
"You can't export your own data to perform your own analysis. The device's measurement uncertainty is also not stated anywhere, meaning it's measurements possess no meaning. You also can't control when SpO2 is continuously monitored.",Garmin Connect,feature_request,"""As a user, I want the ability to export my own data for analysis, the measurement uncertainty of the device to be clearly stated, and the option to control when SpO2 is continuously monitored so that I can better interpret and analyze the measurements taken by the device."""
Doesn't measure stress or blood oxygen...feature was removed from all phones higher than S10...I needed this because of my PTSD...will not buy another Samsung product.,Samsung Health,feature_request,"""As a user with PTSD, I want the stress and blood oxygen measurement features to be available on my Samsung phone, so that I can manage my condition effectively. If these features are not available, I will consider purchasing a different brand."""
The app does not either sync to the watch or stay synced to the watch. Have tried a million times. Even called garmin customer service.,Garmin Connect,problem_report,"""As a user, I want the app to have reliable syncing with my watch so that I can track my fitness data accurately without any issues."""
I wish there was an option to select your preferred 1st day of the week. Other than that I love using the app with my FitBit.,Samsung Health,feature_request,"""As a user, I want the ability to choose my preferred first day of the week and integrate my FitBit with the app so that I can track my fitness activities and schedule more effectively."""
Give option to turn off phone step counter. It adds steps from phone sensors and fitness band . It doubles the number of steps taken than actually taken steps.,Huawei Health,feature_request,"""As a user, I want the option to disable the phone step counter that adds steps from phone sensors and fitness bands so that the step count accurately reflects the number of steps actually taken."""
I am not able to connect my Honor AM16 wired Heart rate earphones. Im sure there is some issue with the app as it only allows connecting bluetooth devices.,Huawei Health,problem_report,"""As a user, I want to be able to connect my Honor AM16 wired Heart rate earphones to the app so that I can track my heart rate accurately during my workouts."""
Great for viewing stats on completed activities. Shame it lacks route planning capabilities or ability to import gpx track - have to use garmin  baeecamp and a USB cable to create new courses.,Garmin Connect,feature_request,"""As a user, I want the app to have route planning capabilities and the ability to import gpx tracks so that I can create new courses without having to rely on external devices and software."""
"FIXED SD CARD ISSUE: App won't install stuck on ""downloading"" with no installation bar or anything in the notification tray  Software eject SD card to fix for some reason it only affected the installation of this app",Garmin Connect,problem_report,"""As a user, I want the app to properly handle installation on devices with SD cards so that I can download and install the app without any issues."""
Please give a new update that we can apply our picture as watchface for honour band 5 please... Your application is superb . So I gave   . Thank you. Please respond for that watchface update.. please.,Huawei Health,feature_request,"""As a user, I want the ability to customize the watchface on my Honor Band 5 with my own picture so that I can personalize my device and have a better overall experience. I would like to receive a response from the developer regarding the possibility of adding this feature in an upcoming update."""
"Daily it get stopped running while having call over lapping (!!! I DON'T UNDERSTAND WHAT CONNECTION IT HAS GOT TO DO WITH THAT). Poor graphics, syncing problems, many activities not get measured... Lot og bugs. It sucks",Huawei Health,problem_report,"""As a user, I want the app to stop crashing during phone calls, improve graphics quality, fix syncing issues, ensure accurate measurement of activities, and eliminate bugs so that I can have a reliable and seamless experience using the app."""
Worst app ever . Every time I login it show to download more recent version n there is no recent version available on play store n there is no huawei app gallery. Fix this bug immediately or give my money back for my honor band5,Huawei Health,problem_report,"""As a user, I want the app to stop prompting me to download a more recent version when there is no update available on the Play Store or Huawei App Gallery, so that I can use it without interruptions. If this issue is not resolved, I request a refund for my Honor Band 5."""
All of a sudden not working saying error due to rooted phone. tried clearing cache uninstall and install again but still the same problem. so irritating pops up randomly all the time,Samsung Health,problem_report,"""As a user, I want the app to function properly on rooted phones without displaying errors, so that I can use it without interruptions and unnecessary frustration."""
I just purchased huawei watch GT and wont let me pair it. It says app needs an update and brings me again to the app. No updates found. Unable to use the app,Huawei Health,problem_report,"""As a user, I want to be able to pair my Huawei Watch GT with the app without any issues so that I can start using all the features of the watch seamlessly."""
I had a galaxy s5 and this app tracked my steps extremely well. I have since replaced it with a galaxy s6 edge and the app is no longer sensitive enough to capture my true count with this phone . Please fix!,Samsung Health,problem_report,"""As a user with a Samsung Galaxy S6 Edge, I want the app to accurately track my steps like it did on my Galaxy S5 so that I can monitor my activity levels effectively."""
Yeah used to use this app all the time. Not sure why they took away the heart monitor and stress meters. It was what I primarily used it for. Now I need a new app,Samsung Health,feature_request,"""As a user, I want the app to have a heart rate monitor and stress meter feature reinstated so that I can track my health and wellness effectively, as these were the primary functions I used the app for."""
"Less intuitive after the update, and I miss the walking challenges. I also wish I could track what time each cup of water is input, because I can never remember.",Samsung Health,feature_request,"""As a user, I want the app to be more intuitive after updates and to bring back the walking challenges feature. I also want the ability to track the time of each cup of water input to help me stay on top of my hydration goals."""
"The app locked me out with a new privacy policy because I will not give the app access to my phone, contacts and phone records. Why does this app want access to my phone? This app has lost it usefulness.",Samsung Health,feature_request,"""As a user, I want the app to update its privacy policy so that it does not require access to my phone, contacts, and phone records in order to continue using it without any interruptions."""
Downloaded for Honor band 5 . But on opening the app it notifies that I'll require a more recent version of Huawei mobile services (4.0 or later) for it to work properly and the latest version is available on Huawei app gallery. I am using a Samsung device.,Huawei Health,problem_report,"""As a user with a Samsung device looking to pair my Honor band 5 with the app, I want the app to be compatible with non-Huawei devices and not require a more recent version of Huawei mobile services for proper functionality."""
"Good UI, after making sure the app auto-starts the phone always connects to the watch. great app, the only problem is that the find my phone app on my watch only makes sound if tge app is open.",Garmin Connect,problem_report,"""As a user, I want the find my phone feature on my watch to be able to make sound even when the app is not open, so that I can easily locate my phone when it is misplaced."""
"Using this app with the honor band 5. Excellent sleep tracking with a lot of information. Step count is a bit off though. Noticed that beating heart launch animation, Kudos to the person who came up with that idea.",Huawei Health,problem_report,"""As a user with an Honor Band 5, I want the step count accuracy to be improved and appreciate the creative beating heart launch animation so that I can have a better overall experience with the app."""
"Wish my health data could be accessed from a computer, not just on my mobile phone. Laptop screen would be larger, showing more data at the same time, easier to print reports, maybe also compare data over different time frames etc.",Samsung Health,feature_request,"""As a user, I want the ability to access my health data from a computer in addition to my mobile phone, so that I can view more data at once, easily print reports, and compare data over different time frames."""
"Changed phone. Paired vivoactive, but cannot set it as the activity tracker since it already has ""null"" as the activity tracker and cannot be changed. The app is disappointing. Instead of trying to do everything, why not make the app do a few things well?",Garmin Connect,problem_report,"""As a user, I want to be able to set my vivoactive as the activity tracker on the app when pairing a new device, so that I can track my activity accurately. I also want the app to focus on doing a few things well rather than trying to do everything."""
"With August 7th, 2018 update, the app still merges data from my Huawei  watch and phone causing the step count to be higher. This is a known  problem shared by multiple customers. Please provide an option to not merge  data.",Huawei Health,problem_report,"""As a user, I want the option to prevent data merging between my Huawei watch and phone in the app so that my step count is accurate and not inflated."""
"I used to use this all the time but since the last update the step counting had gone nuts. It will copy paste the number of steps from adjacent days, eradicating the true stats in its path.",Huawei Health,problem_report,"""As a user, I want the step counting feature to accurately track my daily steps without duplicating or copying incorrect data from adjacent days, so that I can rely on the app for an accurate representation of my activity."""
the function where i can track my colorie balance has been removed when that was the feature that really made this app useful. how am i to properly track my balance now?,Samsung Health,feature_request,"""As a user, I want the ability to track my calorie balance in the app so that I can effectively monitor my calorie intake and maintain a healthy balance."""
I loved it until a recent update.  Now I can't sync on my phone and it won't connect to MyFitnessPal. I have to pair it up every time and even then it doesn't always sync. I tried to contact customer service. ..to no avail. Super frustrated!,Garmin Connect,problem_report,"""As a user, I want the app to sync seamlessly with MyFitnessPal and my phone so that I don't have to constantly pair it up and deal with syncing issues, allowing me to easily track my fitness progress without frustration."""
Its asks for login on my Samsung phone and syncs all my data but does not asks for login on my OnePlus phone ( no option to login) and hence wont sync my data. This is just nuts. Please fix this issue asap.,Huawei Health,problem_report,"""As a user, I want to be able to log in and sync my data on my OnePlus phone as easily as I can on my Samsung phone, so that I can access my information seamlessly across devices."""
step count is not correct but it was never a issue for me if it is 2 - 4% but in running its sarting with 10 to 15 % less secount while running scren geting off as normal app which is irritating.,Huawei Health,problem_report,"""As a user, I want the step count accuracy to be improved during running mode, as the current discrepancy of 10-15% less steps affects my tracking accuracy. I also want the app to prevent the screen from turning off during exercise, as this interruption is frustrating."""
"bad, had to reinstall after repeatedly crashing, now won't pair with my watch, even after updating watch (from laptop) and app. I don't have time for this, this watch cost a fortune",Garmin Connect,problem_report,"""As a user, I want the app to stop crashing and be able to successfully pair with my watch, even after updating both devices, so that I can efficiently use my expensive watch without any technical issues."""
"Hi,  Love andb use the app everyday and I see the weekly results but wanted to know if in january there was any year-end summary that will show how many steps, miles,  calories, etc was done for all of 2019",Samsung Health,feature_request,"""As a user, I would like to access a year-end summary for 2019 that shows the total number of steps, miles, calories burned, and other workout metrics completed throughout the entire year, in addition to the weekly results already available in the app."""
