data,app,type,generated_user_story
"Was working great before the April 2015 update.   Hate the April 2015 update.  Don't like the colors. Don't like what they did to the serving size (no way to adjust ),  don't like the Nike swoosh tile.  Wife stopped using it, I'm looking for a replacement app.",Samsung Health,feature_request,"""As a user, I want the app to revert back to the previous version before the April 2015 update in terms of color scheme, serving size adjustments, and removal of Nike swoosh tile so that I can continue using it comfortably like before."""
It just stopped working one fine day and asking for another Mobile services app to be downloaded and create a cloud account. Why would I do that? The worst ever product planning. The band is just useless now.,Huawei Health,feature_request,"""As a user, I want the app to be functional without requiring an additional app download or cloud account creation so that I can continue to use the product effectively without unnecessary hassle."""
My greatest complaints are the weather does not update unless forced by turning the weather display off then on again and it does not register naps vs sleeping. Otherwise it is a great app for my vivosmart hr+.,Garmin Connect,feature_request,"""As a user, I want the weather to update automatically without needing to toggle the display, and I want the app to accurately track and differentiate between naps and full periods of sleep on my Vivosmart HR+ so that I can rely on the app for accurate information."""
"I need the precentage of remaining battery of garmin instinct. If I don't have it in my watch, I hope I have it in this app",Garmin Connect,feature_request,"""As a user, I want the ability to view the remaining battery percentage of my Garmin Instinct watch on the app so that I can monitor its battery level without needing to check the watch itself."""
"On S7 edge, worked well so far. but recently failed. Cant setup app. Server error occurred. Try later again (0c09) Reinstalling did not solve the problem",Samsung Health,problem_report,"""As a user with an S7 edge, I want the app to function consistently without server errors so that I can set it up successfully and use it without encountering technical issues."""
All of sudden my approach 20 watch keeps changing to 24 hr clock when i connect to app. If i uninstall app watch will stay on 12 hr clock. Update created problem. Tried everything to fix made dure everything was zet for 12 hr clock. App is useless right now,Garmin Connect,problem_report,"""As a user, I want the ability to maintain my desired time format on my approach 20 watch when connected to the app so that I can effectively use the app without the inconvenience of my watch switching to a 24-hour clock unexpectedly."""
At first I loved this app. Today I walked and walked and my steps aren't going up. I'm part of a challenge and thanks to Samsung health I look like I barely walked today. Sort this out please. I'm missing my QFF points because it's not working.,Samsung Health,problem_report,"""As a user participating in a fitness challenge and tracking my steps with the app, I want my steps to be accurately recorded and updated in real-time so that I can accurately track my progress and not miss out on rewards such as QFF points."""
"Flat out doesn't work. Profile never ever saves, you can reset it 10 times doesn't help. So many glitches too many to mention. What a pity, good looking app that is so frustrating because it just doesn't work. I use it only for workouts as the rest is useless.",Huawei Health,problem_report,"""As a user, I want the profile-saving functionality to work reliably and for all glitches to be addressed so that I can use the app seamlessly and efficiently for workouts and other features."""
Great apps for tracking your healthy lifestyle. However it would be nice if i can connect to other calorie counter othet than myfitnesspal because my previous phone was having problem with mfp. Looking forward to use new features such as period & water tracker,Garmin Connect,feature_request,"""As a user, I would like the ability to connect to different calorie counter apps aside from MyFitnessPal, as my previous phone had issues with it. Additionally, I am excited to have new features such as a period and water tracker integrated into the app."""
"Love it so far. Would be good if you could add micronutrient summary to the food planner, I'd like to track my sodium intake in particular.",Samsung Health,feature_request,"""As a user, I want a micronutrient summary feature in the food planner so that I can easily track my sodium intake and other important nutrients."""
"Can't seem to set age and weight, every time I set it correctly it changes to some random number. It also seems to disconnect from the watch quite regularly. It has great potential to be great but it's just lacking at the moment.",Huawei Health,problem_report,"""As a user, I want to be able to set and save my age and weight accurately on the app and prevent it from changing to random numbers, as well as have a stable connection with the watch, so that I can fully utilize the app's potential."""
"Lately I am very frustrated with the app. I need to pair my watch every time it lost bluetooth connection with my phone. I see people with similar complains. Hope garmin can solve this soon, otherwise I'd be forced to get a different watch. Phone: Samsung A32 Watch: Vivoactive 4",Garmin Connect,problem_report,"""As a user of the Garmin Connect app with a Samsung A32 phone and a Vivoactive 4 watch, I want the app to retain the Bluetooth connection with my watch so that I don't have to pair them every time it's lost, ensuring a smoother and more convenient experience."""
Please make the app working in other devices too. It asks for latest version of Huawei mobile services. We can't buy a separate mobile to make the app work. So please make it working,Huawei Health,feature_request,"""As a user, I want the app to be compatible with a wider range of devices, including those that do not have the latest version of Huawei mobile services, so that I can access and use the app without needing to purchase a new device."""
I like all the different exercises that your app can keep track of...I only hope there was a way to make corrections.. Like when you forget to stop an exercise and keeps going...its cheating bit I dont know how to change it...,Samsung Health,feature_request,"""As a user, I want a feature that allows me to make corrections to exercise data so that I can accurately track my workouts and prevent cheating."""
Can't link my watchfit as it doesnt appear in device list even after updates. Worse thing is asking for random permissions -camera location call before letting a person use the fitness band. Why is it even necessary to link the fitness band with the phone to start with? Deeply disappointed,Huawei Health,problem_report,"""As a user, I want to be able to easily link my watchfit device to the app without unnecessary permissions and steps so that I can start using the fitness band seamlessly and efficiently."""
smooth sailing so far. I like that my current running pace is shown but would like to see average pace too? If possible. Otherwise awesome app,Garmin Connect,feature_request,"""As a user, I want the ability to view my average pace along with my current pace while using the app for running, to better track my progress and performance."""
Well I was keeping all my data on there and try to check my blood pressure but now I have to sign in which did refuses to let me do it,Samsung Health,feature_request,"""As a user, I want to be able to access my stored data and check my blood pressure without having to repeatedly sign in, so that I can easily monitor my health information."""
"They ask too much permissions that too mandatory.. Govt of india is correct in banning othere chinese apps. Why you need phone, call, location and so much ser use data analytics that too not optional ?",Huawei Health,feature_request,"""As a user, I want the app to ask for only essential permissions and make data analytics optional, so that I can feel more secure and in control of my privacy while using the app."""
Keeps crashing. Won't even open. I followed all the troubleshooting guides with no change. Customer service was no help. Makes the money I spent on the venu a huge waste! I want a refund!,Garmin Connect,problem_report,"""As a user, I want the app to stop crashing and open successfully so that I can access the venue information without any issues and not feel like the money I spent was wasted."""
"Awful, it won't let me even open the app unless I allow per.issions in the settings which I have. I used to use this app alot",Samsung Health,feature_request,"""As a user, I want to be able to open the app without any issues related to permissions so that I can continue using it as I did before."""
"Include a barcode/QRcode scanner beside the ""search"" field of the food  section (of scanning did packaging will retrieve nutritional information of  the food product into S-Health).",Samsung Health,feature_request,"""As a user, I want a barcode/QR code scanner next to the search field in the food section so that I can easily obtain nutritional information from scanned food packaging into S-Health."""
App is great! I always use it everytime I workout. My suggestion is that please add a support to Mi Band 4 or allow sync to Mi Fit App. That would be awesome.,Samsung Health,feature_request,"""As a user, I want the app to support Mi Band 4 or allow syncing with Mi Fit App so that I can easily incorporate my fitness data and track my workouts seamlessly."""
"Latest version has severe connectivity issues, both to phone and external pulse band. Keeps disconnecting all the time. It's really frustrating and makes the product essentially worthless.",Garmin Connect,problem_report,"""As a user, I want the connectivity issues with the phone and external pulse band to be resolved in the latest version so that I can use the product without constant disconnections and frustration."""
no dark mode no achievement recorded no weekly / monthly target shown. no stress data syncing with running band takes a hell lot of time. pls fix this asap in new update.,Huawei Health,feature_request,"""As a user, I want a dark mode option, the ability to record achievements, and to see weekly/monthly targets displayed. I also want stress data to sync quickly with my running band. I expect these features to be included in the next update."""
"Use to have no issues, lately im having no end of device connection issues and also Bluetooth syncing issues, spent £120 on a Bluetooth enables garmin because I have limited computer access, but Bluetooth is just shocking",Garmin Connect,problem_report,"""As a user, I want reliable device connection and seamless Bluetooth syncing so that I can effectively use my Bluetooth-enabled Garmin device without any technical issues."""
I will no longer use this app based on most recent update. There is absolutely no reason for me to grant permission to access my contacts or calls. Very disappointing as I have been a long time user.,Samsung Health,feature_request,"""As a user, I want the app to provide clear reasons for requesting access to my contacts or calls so that I feel comfortable granting permissions and continue using the app."""
"It worked fine for 2days from the installation after that its showing Loading.. When I opened the app, and all so not counting my steps properly in my J5. Pls help...",Samsung Health,problem_report,"""As a user, I want the app to consistently load properly and accurately count my steps on my J5 device so that I can track my activity seamlessly."""
"Connects well on xperia 10 phone and gt2 pro watch, good charts and map to reference workout. The hight and weight setting don't set properly, only fault.",Huawei Health,problem_report,"""As a user, I want the height and weight settings to function properly on my Xperia 10 phone and GT2 Pro watch so that I can accurately track my workout progress."""
Not happy at all it won't sync at all this must be fixed or try other alternative to use another app if this one won't work I'm tired of waiting for this app to be fixed ,Garmin Connect,problem_report,"""As a user, I want the app to sync properly so that I can efficiently use its features without any delays or issues."""
the only thing I have a problem with is the that the food caloric measurements arent accurate. I added in and item that was on the list and it didnt add in the protein counts.,Samsung Health,problem_report,"""As a user, I want the food caloric measurements to be accurate and to include protein counts for all items in the list so that I can keep track of my nutrition intake effectively."""
"There's a lot of content here to work with your Garmin devices. I think the interface can be a little clunky at times, but they allow you to customize it, too.",Garmin Connect,feature_request,"""As a user, I would like the interface of the app to be smoother and more user-friendly, while still allowing for customization options for my Garmin devices."""
"After waking up,it won't show my sleeping pattern.it did for one day,but it isn't doing so now.The app won't synch with the band.i have an honor band 3.i don't know if it's an app issue or band.Please someone reply what could be the possible reason",Huawei Health,problem_report,"""As a user, I want my sleeping pattern to be consistently shown after waking up and for my Honor Band 3 to sync properly with the app so that I can track my sleep accurately. I would like clarification on whether the issue is with the app or the band."""
i got the vivofit for the battery life.  but the app and device never function properly...only able to sync on a laptop which is worthless to me. UPDATE  After multiple phone reboots it now works fine.,Garmin Connect,problem_report,"""As a user, I want the Vivofit app to function properly on my smartphone and sync with the device without any issues, so that I can track my activity accurately and conveniently."""
It will not let me sign in! It's in a loop it keeps taking me back to the sign in page. It's always something with this company.,Garmin Connect,problem_report,"""As a user, I want to be able to sign in without getting stuck in a loop so that I can easily access and use the company's services."""
"Finding it very difficult to sync with my Samsung phone, have to unpair, turn watch and phone off, re-pair and then it only might sync. Pal having same issue so it doesn't seem to be user issue",Garmin Connect,problem_report,"""As a user, I want the app to have a seamless syncing process with Samsung phones so that I can easily connect my smartwatch without having to constantly unpair and re-pair the devices."""
"You can't export your own data to perform your own analysis. The device's measurement uncertainty is also not stated anywhere, meaning it's measurements possess no meaning. You also can't control when SpO2 is continuously monitored.",Garmin Connect,feature_request,"""As a user, I want the ability to export my data for analysis, have the measurement uncertainty clearly stated, and be able to control when SpO2 is continuously monitored so that I can better understand and utilize the device's measurements."""
Doesn't measure stress or blood oxygen...feature was removed from all phones higher than S10...I needed this because of my PTSD...will not buy another Samsung product.,Samsung Health,feature_request,"""As a user with PTSD, I need the stress and blood oxygen measurement feature to be available on my phone so that I can monitor my health effectively and will consider purchasing Samsung products in the future."""
The app does not either sync to the watch or stay synced to the watch. Have tried a million times. Even called garmin customer service.,Garmin Connect,problem_report,"""As a user, I want the app to consistently sync and stay synced with my watch so that I can easily track my fitness data without any issues."""
I wish there was an option to select your preferred 1st day of the week. Other than that I love using the app with my FitBit.,Samsung Health,feature_request,"""As a user, I want the ability to choose my preferred first day of the week so that I can customize the app to align with my personal preferences. Additionally, I want the app to continue to seamlessly integrate with my FitBit."""
Give option to turn off phone step counter. It adds steps from phone sensors and fitness band . It doubles the number of steps taken than actually taken steps.,Huawei Health,feature_request,"""As a user, I want the ability to disable the phone step counter feature that includes steps from both phone sensors and my fitness band, as it is currently doubling the number of steps recorded, providing inaccurate information."""
I am not able to connect my Honor AM16 wired Heart rate earphones. Im sure there is some issue with the app as it only allows connecting bluetooth devices.,Huawei Health,problem_report,"""As a user, I want the app to support connecting wired Heart rate earphones like Honor AM16 so that I can use them for monitoring my heart rate while using the app."""
Great for viewing stats on completed activities. Shame it lacks route planning capabilities or ability to import gpx track - have to use garmin  baeecamp and a USB cable to create new courses.,Garmin Connect,feature_request,"""As a user, I want the app to have route planning capabilities and the ability to import gpx tracks so that I can easily create and follow new courses without having to use external devices and software."""
"FIXED SD CARD ISSUE: App won't install stuck on ""downloading"" with no installation bar or anything in the notification tray  Software eject SD card to fix for some reason it only affected the installation of this app",Garmin Connect,problem_report,"""As a user, I want the app to successfully install on my device without getting stuck on 'downloading' when an SD card is inserted, so that I can use the app without any issues."""
Please give a new update that we can apply our picture as watchface for honour band 5 please... Your application is superb . So I gave   . Thank you. Please respond for that watchface update.. please.,Huawei Health,feature_request,"""As a user, I want the ability to customize the watchface on my Honor Band 5 by applying my own picture so that I can personalize my device and have a more unique experience."
"Daily it get stopped running while having call over lapping (!!! I DON'T UNDERSTAND WHAT CONNECTION IT HAS GOT TO DO WITH THAT). Poor graphics, syncing problems, many activities not get measured... Lot og bugs. It sucks",Huawei Health,problem_report,"""As a user, I want the app to run smoothly without interruptions during calls and better graphics, improved syncing capabilities, and accurate measurement of activities so that I can have a seamless and reliable experience without encountering bugs."""
Worst app ever . Every time I login it show to download more recent version n there is no recent version available on play store n there is no huawei app gallery. Fix this bug immediately or give my money back for my honor band5,Huawei Health,problem_report,"""As a user, I want the app to accurately detect and confirm the availability of the most recent version for download, and provide support for non-Google Play Store users such as Huawei AppGallery, so that I can ensure a seamless user experience and functionality with my Honor Band 5."""
All of a sudden not working saying error due to rooted phone. tried clearing cache uninstall and install again but still the same problem. so irritating pops up randomly all the time,Samsung Health,problem_report,"""As a user with a rooted phone, I want the app to function properly without showing error messages, so that I can use it without interruption and frustration."""
I just purchased huawei watch GT and wont let me pair it. It says app needs an update and brings me again to the app. No updates found. Unable to use the app,Huawei Health,problem_report,"""As a user who purchased a Huawei Watch GT, I want the app to successfully pair with my device without prompting for unnecessary updates so that I can use the app and my watch seamlessly."""
I had a galaxy s5 and this app tracked my steps extremely well. I have since replaced it with a galaxy s6 edge and the app is no longer sensitive enough to capture my true count with this phone . Please fix!,Samsung Health,problem_report,"""As a user with a Samsung Galaxy S6 Edge, I want the step tracking feature to be more sensitive and accurate so that I can rely on the app to capture my true step count."""
Yeah used to use this app all the time. Not sure why they took away the heart monitor and stress meters. It was what I primarily used it for. Now I need a new app,Samsung Health,feature_request,"""As a user, I want the heart monitor and stress meters features to be reinstated in the app so that I can continue to use it for those specific functions."""
"Less intuitive after the update, and I miss the walking challenges. I also wish I could track what time each cup of water is input, because I can never remember.",Samsung Health,feature_request,"""As a user, I want the app to be more intuitive after updates and bring back walking challenges. I also want the ability to track the time of each cup of water input to help me stay hydrated throughout the day."""
"The app locked me out with a new privacy policy because I will not give the app access to my phone, contacts and phone records. Why does this app want access to my phone? This app has lost it usefulness.",Samsung Health,feature_request,"""As a user, I want to be able to use the app without having to grant access to my phone, contacts, and phone records so that I can maintain my privacy and continue using the app effectively."""
Downloaded for Honor band 5 . But on opening the app it notifies that I'll require a more recent version of Huawei mobile services (4.0 or later) for it to work properly and the latest version is available on Huawei app gallery. I am using a Samsung device.,Huawei Health,problem_report,"""As a user with a Samsung device, I want the app to be compatible with non-Huawei devices so that I can use my Honor band 5 without needing to download additional software."""
"Good UI, after making sure the app auto-starts the phone always connects to the watch. great app, the only problem is that the find my phone app on my watch only makes sound if tge app is open.",Garmin Connect,problem_report,"""As a user, I want the find my phone feature on my watch to make sound even when the app is not open, so that I can easily locate my phone without having to manually open the app."""
"Using this app with the honor band 5. Excellent sleep tracking with a lot of information. Step count is a bit off though. Noticed that beating heart launch animation, Kudos to the person who came up with that idea.",Huawei Health,problem_report,"""As a user with an honor band 5, I want accurate step tracking and customizable animations so that I can fully utilize the app's features and enjoy a seamless experience."""
"Wish my health data could be accessed from a computer, not just on my mobile phone. Laptop screen would be larger, showing more data at the same time, easier to print reports, maybe also compare data over different time frames etc.",Samsung Health,feature_request,"""As a user, I would like to be able to access my health data from a computer in addition to my mobile phone. This would allow me to view more data at once, easily print reports, and compare data over different time frames for better analysis."""
"Changed phone. Paired vivoactive, but cannot set it as the activity tracker since it already has ""null"" as the activity tracker and cannot be changed. The app is disappointing. Instead of trying to do everything, why not make the app do a few things well?",Garmin Connect,problem_report,"""As a user who has switched phones and re-paired my vivoactive, I want to be able to set it as my activity tracker without encountering errors related to the previous settings, so that I can seamlessly track my activities. Additionally, I would like the app to focus on core functionality and do those things well to enhance usability."""
"With August 7th, 2018 update, the app still merges data from my Huawei  watch and phone causing the step count to be higher. This is a known  problem shared by multiple customers. Please provide an option to not merge  data.",Huawei Health,problem_report,"""As a user, I want the option to prevent data merging between my Huawei watch and phone so that my step count is accurate and not inflated."""
"I used to use this all the time but since the last update the step counting had gone nuts. It will copy paste the number of steps from adjacent days, eradicating the true stats in its path.",Huawei Health,problem_report,"""As a user, I want the step counting feature to accurately track my daily steps without duplicating or misrepresenting data from previous days, so that I can rely on the app for accurate fitness tracking."""
the function where i can track my colorie balance has been removed when that was the feature that really made this app useful. how am i to properly track my balance now?,Samsung Health,feature_request,"""As a user, I want the calorie balance tracking feature to be reinstated so that I can accurately monitor and manage my calorie intake."""
I loved it until a recent update.  Now I can't sync on my phone and it won't connect to MyFitnessPal. I have to pair it up every time and even then it doesn't always sync. I tried to contact customer service. ..to no avail. Super frustrated!,Garmin Connect,problem_report,"""As a user, I want the app to have reliable sync functionality with MyFitnessPal so that I can easily track my fitness progress without constantly reconnecting my devices and experiencing frustrations."""
Its asks for login on my Samsung phone and syncs all my data but does not asks for login on my OnePlus phone ( no option to login) and hence wont sync my data. This is just nuts. Please fix this issue asap.,Huawei Health,problem_report,"""As a user, I want the app to consistently prompt me to log in on all devices and provide the option to sync my data, so that I can access my information seamlessly across different devices."""
step count is not correct but it was never a issue for me if it is 2 - 4% but in running its sarting with 10 to 15 % less secount while running scren geting off as normal app which is irritating.,Huawei Health,problem_report,"""As a user, I want the step count on the app to be accurate, especially during running activities, and I want the screen to stay on during running sessions to avoid interruptions."""
"bad, had to reinstall after repeatedly crashing, now won't pair with my watch, even after updating watch (from laptop) and app. I don't have time for this, this watch cost a fortune",Garmin Connect,problem_report,"""As a user, I want the app to be stable and able to pair with my watch seamlessly, so that I can use all the features without any technical issues and frustration."""
"Hi,  Love andb use the app everyday and I see the weekly results but wanted to know if in january there was any year-end summary that will show how many steps, miles,  calories, etc was done for all of 2019",Samsung Health,feature_request,"""As a user, I want to access a year-end summary report in January that shows my overall achievements for the entire year, including steps taken, miles covered, calories burned, and other relevant metrics, so that I can track my progress over the course of 2019."""
Good app. But it would be nice if I can choose my own totals in Actvities > Cycling > Totals... etc. Total climb instead of calories or distance. Thank you.,Garmin Connect,feature_request,"""As a user, I want the ability to customize the totals displayed in the Activities section, specifically for cycling, so that I can track and view the specific information that is most relevant to my workouts."""
Fails to show proper steps. It combines the step count of both phone as well as the band. The step count gets doubled. Why they can't fix such a small bug. It's quite frustrating.,Huawei Health,problem_report,"""As a user, I want the step counting feature to accurately display steps counted only by the band, not duplicate steps counted by the phone, in order to prevent confusion and frustration caused by inaccurate step counts."""
App is good but only thing is left no WhatsApp or other call apps calls not show in watch gt2 all other watches pls do some update in app or in gt2 watch to receive calls same like others.thanks,Huawei Health,feature_request,"""As a user, I want the ability to receive WhatsApp or other call app notifications on my Huawei Watch GT2 so that I can easily answer calls from my watch like other smartwatches."""
