app_review,app,type,user_story
"Love the watch GT2 but really unfortunate that the app keeps crashing, then have to uninstall and reinstall every few days. Can you please fix the app to be stable on Google 6 pro.",Huawei Health,problem_report,"As a user, I want the watch GT2 app to be stable on Google 6 pro so that I don't have to constantly uninstall and reinstall it."
I do not work out and it keep tell nice work or I'm on a bicycle and it been 4 years for that. Something need fix ASAP,Samsung Health,problem_report,"User Story: ""As a non-workout person, I want the app to stop giving me workout-related notifications so that it accurately reflects my habits and data."""
Can't connect or pairing to huawei smart body fat scale,Huawei Health,problem_report,"
User Story: ""As a user, I want to be able to successfully connect and pair my Huawei smart body fat scale so that I can track my weight accurately."""
"Like many complaints on this product page, it appears the bluetooth connectivity is a real problem for many people.",Garmin Connect,problem_report,"As a user, I want stable and reliable bluetooth connectivity so that I can use the product without any issues."
This app is getting slower and slower. It just hangs when I come back from my walk. I do not have the problem if I use any of the other running apps.,Samsung Health,problem_report,"As a user, I want the app to run smoothly and not hang when I return from a walk so that I can easily track my activity without interruptions."
"When the new day starts at midnight I already see 200kcal burned, even if the day just started and I didn't burn anything with training or just thanks to my basal metabolism, please fix this...",Samsung Health,problem_report,"As a user, I want the app to accurately track my calorie burn, starting with 0 at midnight, so that I can monitor and reach my fitness goals accurately."
I used this app for cycling. But the GPS is way off. The map shows me i crossed sea & jungle to reach my destination. Please fix the GPS accuracy & mapping issue .. i test this many times but the inaccuracies is just too much. Pls fix.,Huawei Health,problem_report,"""As a user, I want accurate GPS tracking and mapping in the app when I use it for cycling so that I can find the most efficient route to my destination without any discrepancies."""
There is no option or updates given for honor band 4 regarding screen lock and also battery % of band in band itself,Huawei Health,feature_request,"As an Honor Band 4 user, I want the ability to lock my screen and view the battery percentage on the band itself, so that I can easily check and manage my band's settings without needing to use my phone."
"After the last update I can't connect my watch to the phone, and I can't set my gender as well",Huawei Health,problem_report," ""As a user, I want my watch to be easily connected to my phone and the option to set my gender so that my device can accurately track my activity and preferences."""
"Sleep stats are way to conservative since some time (nearly always they require an edit to add sleep time). Also, the app does not want to sync watch data without internet connection - why? What about trying to sync in a remote location out of range?",Garmin Connect,problem_report,"As a user, I want the sleep stats to accurately reflect my sleep time without requiring constant edits. Additionally, I want the app to be able to sync my watch data even without an internet connection, as well as in remote locations with poor connectivity."
great app but there needs to be a push bike riding activity like the walking and running step count,Samsung Health,feature_request,"As a user, I want a push bike riding activity included in the app's step count feature so that I can track my fitness progress accurately."
"My only complaint is if the watch gets powered off (often due to freezing while charging), the app won't sync correctly when the watch is turned back on. It just keeps the info from before the watch was powered off.",Garmin Connect,problem_report,"As a user, I want the app to properly sync with my watch when it is turned back on after being powered off, so that I can reliably access and track my information."
"Not working at all it does not set up setting, profile, heart from 5 days",Huawei Health,problem_report,"As an assistant, I want the app to be functional and allow me to access my settings, profile, and heart feature effortlessly so that I can effectively assist others."
"Great app and fun challenges. The only thing I would like to see, is a more  detailed way to track weightlifting workouts by different types of machines.",Samsung Health,feature_request,"As a user, I want a more detailed way to track weightlifting workouts by different types of machines so that I can accurately monitor my progress and set goals for improvement."
Huawei Band 3 Pro won't connect to google fit or my fitness pal :(,Huawei Health,problem_report,"As a user, I want my Huawei Band 3 Pro to be able to connect to Google Fit and MyFitnessPal so that I can track my fitness data across different platforms."
"hi, i like the app but i feel it's missing a bar scanner for the food part, like My Fitness does.",Samsung Health,feature_request,"User Story: ""As a user, I want a bar scanner tool for the food section similar to My Fitness so that I can easily track my nutrition and stay on track with my health goals."""
"I love this app but since my last phone update, the app is saying I'm burning 6000 calories by the end if the day! I wish, lol. Hopefully this gets corrected soon.",Samsung Health,problem_report,"As a user, I want the app to accurately track and display my daily calorie burn so that I can monitor my fitness progress and make informed decisions about my health and fitness goals."
"My data is not syncing with MyFitnessPal app, it is there is a setting other than linking to the app?",Huawei Health,feature_request,"As a user, I want my data to sync with MyFitnessPal app so that I can keep track of my fitness progress accurately."
"I reinstall this app and all of my records , sleep data gone🤦🏻‍♂️ this app is not sync with huawei claud which my health data stored. I logged out and re loggged in but does not affect huawei health app. shittt",Huawei Health,problem_report,"User Story: ""As a user, I want my health data to be synced with Huawei Cloud so that I can access my sleep data and other health records even if I reinstall the app."""
"Good UI, after making sure the app auto-starts the phone always connects to the watch. great app, the only problem is that the find my phone app on my watch only makes sound if tge app is open.",Garmin Connect,problem_report,"As a user, I want the app to automatically launch and connect to my watch whenever my phone is turned on, so that I can easily access the features of the app. Additionally, I want the find my phone feature to work even when the app is not open, so that I can locate my phone easily in case it is lost."
Love the app and the challenges it is incredibly difficult to connect with people you know it would be great if it connected to Facebook or phone book,Samsung Health,feature_request,"As a user, I want the app to have the option to connect with my Facebook or phone book contacts so that I can easily find and connect with people I know."
"The whole app. stopped working. It needed to be updated, I  tried but the app. still won't work. I would like it if someone would tell me.how to fix this.",Samsung Health,problem_report,"User Story: ""As a user, I want clear instructions on how to update the app and fix any issues so that I can continue using it without interruption."""
Great App. It would be such better if it communicated with other fitness/wellness systems and apps.,Samsung Health,feature_request,"As a user, I want the app to integrate with other fitness/wellness systems and apps so that I can have a more comprehensive approach to my health and fitness goals."
Updated today and now shows my weight as 10.5:7.0 st?! What the hell is that all about!,Garmin Connect,problem_report,"User Story: ""As a user, I want the weight measurement units to be accurate and understandable so that I can track my weight correctly."""
"The step counter stopped working for the second time. Each time i had to reinstall the app. I have a Samsung Galaxy S5, all software updated. Losing the progress details for what I had accomplished was annoying.",Samsung Health,problem_report,"As a user, I want the step counter to consistently work without needing to reinstall the app so that I can accurately track my progress and avoid losing my progress details. "
Won't sync activity or heart rate with Google Fit. Only sleeping data for some reason.,Huawei Health,problem_report,"Review: ""Won't sync activity or heart rate with Google Fit. Only sleeping data for some reason.""

User Story: ""As an assistant, I want the ability to sync activity and heart rate data with Google Fit so that I can track the user's overall health and fitness accurately."""
love the app always used it for years but why is there no auto fill for foods anymore ??,Samsung Health,feature_request,"As a user, I want the auto fill feature for foods to be available so that I can easily add my favorite foods to the app."
I can not give -1 star. App is total usless without weight management. I will remov it and instal another app.,Samsung Health,feature_request,"User Story: ""As a user, I want the app to have a weight management feature so that I can accurately track my progress and stay motivated to use the app."""
"After last update how i can see my scheduled trainings? It shows only ""today"" . Please update. Thank you",Garmin Connect,problem_report,"As a user, I want to be able to easily see my scheduled trainings after the last app update, not just for today, so that I can stay organized and plan my time effectively. Thank you."
My rate checker stopped working sence I did the update,Samsung Health,problem_report,"As a user, I want the rate checker to continue working after updates so that I can easily keep track of rates."
Not able to pair up it with my honor band 5 as it is not updating the device list,Huawei Health,problem_report,"""There is a problem with pairing the app with my Honor Band 5. I cannot update the device list. As a user, I want to be able to successfully pair my Honor Band 5 with the app."""
"My honor band 5i touch is not responding, i dont know where to get help, please direct me after seeing this, thank you P.s. Used for less than a month",Huawei Health,problem_report,"Here is a possible user story based on the review:

User Story: ""As a user, I want a clear indication of where to go for help when my honor band 5i touch is not responding, so that I can easily troubleshoot any issues I encounter. Additionally, I would like to be directed to the appropriate resources and support system after contacting for assistance."""
Sleep track doesn't work. The app doesn't have the same features as the watch. Ridiculous.,Huawei Health,problem_report,"As a user, I want the sleep tracking feature to work accurately and consistently so that I can accurately track my sleep patterns. Additionally, I want the app to have the same features as my watch so that I can have a seamless experience between the two devices."
The steps didn't sum up at the dashboard for few times already. And makes me can't collect points from there. Upset,Samsung Health,problem_report,"""As a user, I want the dashboard to accurately show my collected points and allow me to collect points properly so that I can track my progress and earn rewards without frustration."""
It's great when it's working. It keeps losing sync and I have to uninstall and reinstall to get it working again. It's happening more and more 😒,Garmin Connect,problem_report,"As a user, I want the app to maintain constant sync to prevent frequent interruptions, so that I can rely on it to function smoothly."
App and watch are mediocre at best. The app is buggy and does not sync with other apps.,Huawei Health,problem_report,"
""As a watch user, I want the app to be reliable and synced with other apps so that I can use it without any issues."""
A very handy app but occasionally it's slow to connect to my device.  I recently changed from a Nokia mobile phone which is not fully supported to an android device which is. I recommend this app.,Garmin Connect,feature_request,"User Story: ""As a user who recently switched from a Nokia mobile phone to an Android device, I want the app to connect quickly and reliably to my device so that I can use it efficiently and recommend it to others."""
Worst app ..I am not able to download even a single theme ....no clear user guide ... Update your app guys do some work..hate it 👎🏼,Huawei Health,feature_request,"User Story: ""As a user, I want clear instructions on how to download themes and regular app updates so that I can use the app properly and easily customize it according to my preferences."""
"Connects well on xperia 10 phone and gt2 pro watch, good charts and map to reference workout. The hight and weight setting don't set properly, only fault.",Huawei Health,problem_report,"User Story: ""As a user, I want the height and weight setting to properly set on my Xperia 10 phone and GT2 Pro watch so that I can accurately track my workout progress."""
"How does it calculate calories? Walked 40 min with 4km/h speed. It is about 2.7km. And the app says me I burnt about 350 calories. How this even possible? In reality it would be 110-130 calories. Please, fix. Otherwise it is useless.",Samsung Health,problem_report,"As a user, I want the calorie calculation in the app to be accurate so that I can track my progress accurately."
removed the caloric intake feature and now it's wack edit: just found out you can undo the update by looking up the older version of the app on the Samsung mobile website 😫 still upset the current version doesn't have the calorie intake and outake meter though,Samsung Health,feature_request,"""As a user, I want the caloric intake and outake meter feature to be restored in the current version of the app so that I can accurately track my dietary intake and manage my fitness goals efficiently."""
Good app. But it would be nice if I can choose my own totals in Actvities > Cycling > Totals... etc. Total climb instead of calories or distance. Thank you.,Garmin Connect,feature_request,"User Story: ""As a user, I want the ability to customize my totals in the Cycling section to show total climb instead of calories or distance, in order to better track my progress and training."" "
"If it has an option to flip the data for night shift schedule workers, that would be GREAT!",Samsung Health,feature_request,"As a night shift worker, I want the option to flip the app's data so I can access it more easily and effectively during my work hours."
Rubbish. Doesn't allow to export data. And why do you need access to my call logs?,Huawei Health,feature_request,"As a user, I want the ability to export my data and for the app to not require access to my call logs. This will give me control over my personal information and data."
It's good I liked the heart rate and stress measuring but there r problems with step counter,Samsung Health,problem_report,"As a user, I want the heart rate and stress measuring features to work accurately, as they are important for my health tracking. However, the step counter feature needs improvement as it is not functioning properly. This could be causing inaccuracies in my overall health tracking data. "
Would give 4 but they took down a very vital feature like calorie management.,Samsung Health,feature_request,"
As a user, I want the ability to manage and track my calorie intake so that I can make informed decisions about my diet."
When i open app they said download huawai app gallery then i download that app but it doesn't work please solve this problem i have to use my honor band 4.,Huawei Health,problem_report,"As a user, I want to be able to use the app without having to download additional apps, so that I can easily access my Honor Band 4 features."
I am using huawei gt 2 This app has sooo disappointing watch faces.without any custom for faces.And it looks so poor and not in 3d model at all.samsung has more features and more customs for their watches and i have a bit of shame on you huawei,Huawei Health,feature_request,"As a user of the Huawei GT 2 watch, I want more customizable watch faces so that I can have a better user experience and not feel limited by its features. I also want the watch faces to look more appealing and have a 3D model."
3 messages in 4 hours now getting very annoying.stop it,Samsung Health,feature_request,"As a user, I want to be able to control the frequency of notifications so that I am not constantly interrupted by multiple messages in a short period of time."
Why does it not work on the Xiaomi MI4 phone? Seems strange that on a new phone it would not work. Does the phone software just need to be updated??,Garmin Connect,problem_report,"Story: As a user, I want the app to be compatible with my Xiaomi MI4 phone so that I can use it without any issues."
"It's good but the Bluetooth connection with the band keeps falling and you have to go to the app to reconnect , and the band itself counts steps if you just move it in your hand !!",Huawei Health,problem_report,"""As a user, I want a reliable Bluetooth connection with the band and accurate step tracking so that I can trust the data from my fitness tracker."""
If u can fix the issues with huawei phones then i would give u 5 star but im really frustrated and annoyed by this problem which leads to my vivoactive hr being practically useless,Garmin Connect,problem_report,"User Story: ""As a user, I want the compatibility issues with Huawei phones to be fixed so that I can give the app a 5-star rating. I am currently frustrated and annoyed by this problem, rendering my Vivoactive HR practically useless."""
There is no option for check hear rate i can i manage this can you guide us ???,Samsung Health,feature_request,"As a user, I want the option to track my heart rate and have guidance on how to do so in the app so that I can monitor my health and fitness goals."
Asks me everytime i turn my bluetooth on if im having trouble connecting. Needs to be fixed i use many other bluetooth device's,Garmin Connect,problem_report,"As a user, I want the app to stop asking me if I'm having trouble connecting every time I turn on my Bluetooth, so that I can use other Bluetooth devices without interruptions."
I am not able to open this app on one plus7 .pls help,Huawei Health,problem_report,"
""As a user with a One Plus 7, I want to be able to successfully open the app so that I can use it without any technical difficulties."""
Without pairing step count continuously. Ultimately very high count different in watch and applications.,Huawei Health,problem_report,"As a user, I want my step count to be accurately recorded and synced between my watch and applications so that I can accurately track my activity."
i have s6 edge but i can not delete the 2018 weekly summary records can u help ?,Samsung Health,problem_report,"As a user, I want to be able to delete the 2018 weekly summary records on my S6 Edge device so that I can have a more organized record of my activities."
Works very well. Changing my review from being very close to 5 stars to just 2. The newest update that removed the total by calendar month is horrible. Please bring it back. Don't like it at all.,Garmin Connect,feature_request,"As a user, I want the total by calendar month feature to be restored in the app update so that I can easily track my progress over time and continue to have a positive user experience."
Tries to open files associated with other apps. Garmin is clueless about how their app behaves. Very virus-like activity.,Garmin Connect,feature_request,"""As a user, I want the app to not open files associated with other apps and for Garmin to resolve any technical issues with their app's behavior, so that I can trust the app and feel secure using it."""
"App is great overall, but I would like a way to see the evelation of the route I made. Also, there's no way to add faces to the Band 4 Pro.",Huawei Health,feature_request,"As a user, I want the ability to view the elevation of the route I create in the app so that I can track my progress and improve my fitness. Additionally, I would like the option to add faces to the Band 4 Pro so that I can personalize my device and use it as a fashion accessory."
the app continues to show the running man and will not let me sign into my account to be able to sync,Garmin Connect,problem_report,"
""As a user, I want to be able to sign into my account and sync my data without any issues, so that I can track my progress accurately."""
"Food tab is missing a barcode scanner for quick searching macronutrients, needs to add a target macro editing for Fats, Protein & Carbs",Samsung Health,feature_request,"As a user, I want a barcode scanner in the Food tab so that I can quickly search for macronutrients. I also want the option to edit my target macros for fats, protein, and carbs in My Account."
Great step counter and GPS but terrible sleep anyalse some mornings I wake up and look at my phone and it thinks I'm still skeeping....,Huawei Health,problem_report,"As a user, I want accurate and reliable sleep analysis so that I can better understand my sleep patterns and improve my overall health. "
"Dislike the dark interface theme, settings are clumsy with too many menus. Regular sync issues, tech support useless, I was emailed instructions by the operator who appeared poorly trained.",Garmin Connect,problem_report,"User Story: ""As a user, I want the app to have a lighter interface theme and a simpler settings menu with fewer options so that it's easier to navigate. I also want the sync issues to be resolved and for the tech support to be more helpful and knowledgeable. I would also appreciate clearer instructions in case of any issues."""
The app is utterly useless as it is not recognised by my get 2 smartwatch rendering that a complete waste of money too.,Huawei Health,problem_report,"As an assistant, I want the app to be compatible with my Get 2 smartwatch so that it can be fully utilized and not a waste of money."
My sleep data is not getting synced from band to app. How do I fix this. It's been three days I have bought the band.,Huawei Health,problem_report,"
User Story: As a user, I want my sleep data to sync from my band to the app so that I can accurately track my sleep patterns and make changes to improve my sleep quality."
Watch Faces is not loading. It always says server error even if I have a stable connection. This app is unreliable.,Huawei Health,problem_report,"As a user, I want Watch Faces to consistently load and not show server errors, so that I can rely on the app to provide accurate information."
"Why my band always disconnected if i close the app,but the app its still running in background",Huawei Health,problem_report,"User Story: ""As a user, I want my band to stay connected even when I close the app so that I can easily track my fitness data."""
I had give this app 5 stars but I should take back one. Where is nutrition balance score after new update? I used to decide which snack to eat by adding it and see how the score changes before eating my snacks.,Samsung Health,feature_request,"
As a user, I want the nutrition balance score to be available in the app so that I can make informed decisions about my snack choices."
"Not working now, requires Huawei Mobile services 4.0.0 app, which is not there in Google play.",Huawei Health,problem_report,"User Story: ""As a user, I want the app to be compatible with Huawei Mobile services 4.0.0 so that I can use it on my device and have all necessary features available."""
Great app. Love you can put in your food intake and stuff. Would give a 5  star if the step counting would work all the time. It doesn't work more  often than it does work so I don't have a good idea of the calories burned  and such.,Samsung Health,feature_request,"As a user, I want the step counting feature of the app to work consistently so that I can accurately track my calorie burn and progress towards my fitness goals."
I found out that Garmin got hacked. And had ransomware on there system. It took a while to get back to working.,Garmin Connect,problem_report,"User Story: ""As a user, I want to be reassured that my Garmin device is secure and unaffected by any potential ransomware attacks, so that I can confidently continue using it without interruption."""
Good app. But... There should a function to sync my data,Huawei Health,feature_request,"User Story: As a user, I want a function to sync my data so that I can access my information on multiple devices."
Have bug and problem on notification panel...please check for solve this.thanks,Huawei Health,problem_report,"As a user, I want bug and problem on the notification panel to be resolved so that I can use the app without any interruptions."
"Excellent app but 1 thing for Huawei"" Honor Band 3 device"" can install the greek lanquage in next device firmware update...?",Huawei Health,feature_request,"As a user, I want the option for my Huawei Honor Band 3 device to install the Greek language in the next device firmware update so that I can use the app in my preferred language."
Very good application. Everything is alright except navigating back to main page/my day page. Also finding some settings i.e. recording smart/par min is difficult. Make setting simple . It will be awesome.,Garmin Connect,feature_request,"User Story: ""As a user, I want a more convenient way to navigate back to the main page or my day page and for the settings to be easily accessible, so that I can have a smoother experience using the application."""
"there is no option in app for chane watch face style! i think u're limit some of option for some countries, and that is not fair! i Use the best model of huawei phone and smart watch but i can't use applicatins completely :(",Huawei Health,feature_request,"User Story: ""As a user, I want the option to change the watch face style so that I can customize my smart watch, and I want all features available regardless of my country."""
"Pls add anothers wallpaper widgets that able to open app in basic page, or add/record workout directly",Samsung Health,feature_request,"""As a user, I want the ability to add multiple wallpaper widgets that can open the app to a specific page or record a workout directly."""
When everything works it is great. The weather app just suddenly decided to stop working. I didn't change anything on my phone or fitness tracker.,Garmin Connect,problem_report,"
User Story: ""As a user, I want the weather app to consistently work without sudden interruptions, even when no changes have been made to my phone or fitness tracker."""
I am unable to sync this with my galaxy 3,Garmin Connect,problem_report,"As a user, I want the ability to sync the app with my galaxy 3 device so that I can easily access my data and use the app seamlessly."
Doesn't sync properly with my Samsung watch. It used to count all my steps but there's some issue after the update. it shows 11000 steps when my watch shows 15000 steps. I looked at all the settings but couldn't fix it.,Samsung Health,problem_report,"
As a user, I want the app to accurately sync and display my step count from my Samsung watch so that I can track my fitness progress without any issues."
"would be better if the recorded activities showed whether you are working in thezone or not, rather than average heart rate.",Garmin Connect,feature_request,"""As a user, I want the recorded activities to display whether I am working in the zone or not, instead of just showing my average heart rate. This will help me track my progress and effort during workouts."""
I have a problem with honor band 5-33F the new update doesn't support it,Huawei Health,problem_report,"As a user of honor band 5-33F, I want the new update to support my device so that I can continue using it without any issues."
Why this app is giving wrong information on calories burnt so this app is not so good,Samsung Health,problem_report,"
As a user, I want accurate information on calories burned in the app so that I can track my fitness progress correctly."
It's back working counting steps out of nowhere..  That was all my isssue and it's resolved now which is good..,Samsung Health,problem_report,"User Story: ""As a user, I want the step counter feature to consistently work so that I can accurately track my physical activity."""
Faces options / add new face etc have disappeared for my Huawei GT2. I cleared the cache etc with no luck. Please fix it asap,Huawei Health,problem_report,"As a user, I want the option to access and manage my face options, such as adding a new face, on my Huawei GT2 watch so that I can customize my watch faces to my liking."
Why Would an app want to control all of my phone calls?,Samsung Health,feature_request,"User Story: ""As a user, I want to be able to choose which phone calls the app has access to so that I can maintain my privacy and control over my phone."" "
Do you actually read feedbacks? I've been reporting about the bugs in daily walking tab.,Huawei Health,problem_report,"User Story: ""As a user, I want the app developers to address and fix the reported bugs in the daily walking tab so that I can use the feature without any issues."""
won't connect until i remove app and reinstalle it very frustrating,Garmin Connect,problem_report,"As a user, I want the app to connect without the need for constant removal and reinstallation, so that I can use it without frustration."
I have GT watch in was the blutooth connected automaticlly..recently i hv to connect manually after while disconnected..pls fix it,Huawei Health,problem_report,"
As a user, I want my GT watch to automatically connect to Bluetooth without having to manually connect after it disconnects so that I can use it seamlessly without interruptions."
Not good at all. My monthly report for April shows the same stats which were there for March month. Recommended courses also does not work properly.,Huawei Health,problem_report,"As an assistant, I want the monthly report for April to accurately display updated stats and recommended courses so that I can provide useful information to the user."
Last update made my Garmin S62 watch stop receiving notifications. Phone are connected correct but not getting any notifications at all,Garmin Connect,problem_report,"As a user, I want my Garmin S62 watch to continue receiving notifications after updates so that I can stay informed and connected to my phone. "
"It's a great app, could be more supportive of other non Samsung devices such as scales. But otherwise love it.",Samsung Health,feature_request,"""As a user, I want the app to support other non-Samsung devices, such as scales, so that I can use all of its features and fully benefit from its functionality."""
Nice app needs a little more things that people that have handicap problems can do,Samsung Health,feature_request,"User Story: ""As a user with limited mobility, I want the app to offer more accessible features so that I can use it comfortably."""
I don't know why the my band gets disconnects automatically. And kindly try to enable the reply option to the notifications on honor band ES that will be much appreciated 🙂,Huawei Health,problem_report,"As a user of the My Band app, I want the issue with automatic disconnections to be resolved and the option to reply to notifications on my Honor Band ES to be enabled, so that I can have a better user experience and easily respond to notifications."
Please enable auto pause of tracking the exercise while stopping in between an exercise and start tracking automatically once the exercise is resumed.,Huawei Health,feature_request,"As a user, I want the exercise tracking feature to automatically pause when I stop the exercise and automatically resume when I start again, so that I can accurately track my progress without manually starting and stopping."
Slow start up and slow operation why do you need Id now to work?,Huawei Health,problem_report,"User Story: ""As a user, I want the app to have faster start up and operation and to not require an ID to function, so that I can use it without delay or hassle."""
"After updating app, it's not connecting, even it's not showing device, then i thought i have to reset it (Honor band5), then also not connecting, worst experience, worst app. Now this band became useless. You Busted why you people taking money from us.",Huawei Health,problem_report,"As a user, I want the app to always connect to my device and not require frequent resets so that I can use my Honor band5 without any issues and get the full value of my purchase."
I can't access the app appeantley my phone is rooted but is not,Samsung Health,problem_report,"User Story: ""As a user, I want to be able to access the app even if my phone is rooted, as currently I am unable to use the app."""
"I enjoy the app, especially logging food. Would be nice if app would allow more than 100 My Food entries to be added/created.",Samsung Health,feature_request," User Story: ""As a user, I want the ability to add and create more than 100 entries in My Food so that I can accurately track and log my meals in the app."""
Some minor issues found in your app.  If i shake my phone it count steps.  Plz fix this issue and it would be a good app for health.,Samsung Health,problem_report,"As a user, I want the step counting function to be fixed so that my app can accurately track my health and fitness."
Developers please remove the mobile as a step count source . This app is ruining the accuracy of the wonderful honor band 5 . We only want to use Band as the step source .... Please make this change,Huawei Health,feature_request,"As a user, I want the ability to choose my preferred step count source, as the app is currently not accurately tracking my steps when my Honor Band 5 is connected. I only want to use my Honor Band 5 as the step count source."
Didn't upload my sleep data since January 1 2020 from my Huawei band 4,Huawei Health,problem_report,"User Story: ""As a user, I want the app to consistently upload my sleep data from my Huawei band 4 to accurately track my sleeping patterns."""
