app_review,app,type,user_story
"Good UI, after making sure the app auto-starts the phone always connects to the watch. great app, the only problem is that the find my phone app on my watch only makes sound if tge app is open.",Garmin Connect,problem_report,"As a user, I want to good ui, after making sure the app auto-starts the phone always connects to the watch. great app, the only problem is that the find my phone app on my watch only makes sound if tge app is open., so that I can have a better experience."
Love the app and the challenges it is incredibly difficult to connect with people you know it would be great if it connected to Facebook or phone book,Samsung Health,feature_request,"As a user, I want to love the app and the challenges it is incredibly difficult to connect with people you know it would be great if it connected to facebook or phone book, so that I can have a better experience."
"The whole app. stopped working. It needed to be updated, I  tried but the app. still won't work. I would like it if someone would tell me.how to fix this.",Samsung Health,problem_report,"As a user, I want to the whole app. stopped working. it needed to be updated, i  tried but the app. still won't work. i would like it if someone would tell me.how to fix this., so that I can have a better experience."
Great App. It would be such better if it communicated with other fitness/wellness systems and apps.,Samsung Health,feature_request,"As a user, I want to great app. it would be such better if it communicated with other fitness/wellness systems and apps., so that I can have a better experience."
Updated today and now shows my weight as 10.5:7.0 st?! What the hell is that all about!,Garmin Connect,problem_report,"As a user, I want to updated today and now shows my weight as 10.5:7.0 st?! what the hell is that all about!, so that I can have a better experience."
"The step counter stopped working for the second time. Each time i had to reinstall the app. I have a Samsung Galaxy S5, all software updated. Losing the progress details for what I had accomplished was annoying.",Samsung Health,problem_report,"As a user, I want to the step counter stopped working for the second time. each time i had to reinstall the app. i have a samsung galaxy s5, all software updated. losing the progress details for what i had accomplished was annoying., so that I can have a better experience."
Won't sync activity or heart rate with Google Fit. Only sleeping data for some reason.,Huawei Health,problem_report,"As a user, I want to won't sync activity or heart rate with google fit. only sleeping data for some reason., so that I can have a better experience."
love the app always used it for years but why is there no auto fill for foods anymore ??,Samsung Health,feature_request,"As a user, I want to love the app always used it for years but why is there no auto fill for foods anymore ??, so that I can have a better experience."
I can not give -1 star. App is total usless without weight management. I will remov it and instal another app.,Samsung Health,feature_request,"As a user, I want to i can not give -1 star. app is total usless without weight management. i will remov it and instal another app., so that I can have a better experience."
"After last update how i can see my scheduled trainings? It shows only ""today"" . Please update. Thank you",Garmin Connect,problem_report,"As a user, I want to after last update how i can see my scheduled trainings? it shows only ""today"" . please update. thank you, so that I can have a better experience."
My rate checker stopped working sence I did the update,Samsung Health,problem_report,"As a user, I want to my rate checker stopped working sence i did the update, so that I can have a better experience."
Not able to pair up it with my honor band 5 as it is not updating the device list,Huawei Health,problem_report,"As a user, I want to not able to pair up it with my honor band 5 as it is not updating the device list, so that I can have a better experience."
"My honor band 5i touch is not responding, i dont know where to get help, please direct me after seeing this, thank you P.s. Used for less than a month",Huawei Health,problem_report,"As a user, I want to my honor band 5i touch is not responding, i dont know where to get help, please direct me after seeing this, thank you p.s. used for less than a month, so that I can have a better experience."
Sleep track doesn't work. The app doesn't have the same features as the watch. Ridiculous.,Huawei Health,problem_report,"As a user, I want to sleep track doesn't work. the app doesn't have the same features as the watch. ridiculous., so that I can have a better experience."
The steps didn't sum up at the dashboard for few times already. And makes me can't collect points from there. Upset,Samsung Health,problem_report,"As a user, I want to the steps didn't sum up at the dashboard for few times already. and makes me can't collect points from there. upset, so that I can have a better experience."
It's great when it's working. It keeps losing sync and I have to uninstall and reinstall to get it working again. It's happening more and more 😒,Garmin Connect,problem_report,"As a user, I want to it's great when it's working. it keeps losing sync and i have to uninstall and reinstall to get it working again. it's happening more and more 😒, so that I can have a better experience."
App and watch are mediocre at best. The app is buggy and does not sync with other apps.,Huawei Health,problem_report,"As a user, I want to app and watch are mediocre at best. the app is buggy and does not sync with other apps., so that I can have a better experience."
A very handy app but occasionally it's slow to connect to my device.  I recently changed from a Nokia mobile phone which is not fully supported to an android device which is. I recommend this app.,Garmin Connect,feature_request,"As a user, I want to a very handy app but occasionally it's slow to connect to my device.  i recently changed from a nokia mobile phone which is not fully supported to an android device which is. i recommend this app., so that I can have a better experience."
Worst app ..I am not able to download even a single theme ....no clear user guide ... Update your app guys do some work..hate it 👎🏼,Huawei Health,feature_request,"As a user, I want to worst app ..i am not able to download even a single theme ....no clear user guide ... update your app guys do some work..hate it 👎🏼, so that I can have a better experience."
"Connects well on xperia 10 phone and gt2 pro watch, good charts and map to reference workout. The hight and weight setting don't set properly, only fault.",Huawei Health,problem_report,"As a user, I want to connects well on xperia 10 phone and gt2 pro watch, good charts and map to reference workout. the hight and weight setting don't set properly, only fault., so that I can have a better experience."
"How does it calculate calories? Walked 40 min with 4km/h speed. It is about 2.7km. And the app says me I burnt about 350 calories. How this even possible? In reality it would be 110-130 calories. Please, fix. Otherwise it is useless.",Samsung Health,problem_report,"As a user, I want to how does it calculate calories? walked 40 min with 4km/h speed. it is about 2.7km. and the app says me i burnt about 350 calories. how this even possible? in reality it would be 110-130 calories. please, fix. otherwise it is useless., so that I can have a better experience."
removed the caloric intake feature and now it's wack edit: just found out you can undo the update by looking up the older version of the app on the Samsung mobile website 😫 still upset the current version doesn't have the calorie intake and outake meter though,Samsung Health,feature_request,"As a user, I want to removed the caloric intake feature and now it's wack edit: just found out you can undo the update by looking up the older version of the app on the samsung mobile website 😫 still upset the current version doesn't have the calorie intake and outake meter though, so that I can have a better experience."
Good app. But it would be nice if I can choose my own totals in Actvities > Cycling > Totals... etc. Total climb instead of calories or distance. Thank you.,Garmin Connect,feature_request,"As a user, I want to good app. but it would be nice if i can choose my own totals in actvities > cycling > totals... etc. total climb instead of calories or distance. thank you., so that I can have a better experience."
"If it has an option to flip the data for night shift schedule workers, that would be GREAT!",Samsung Health,feature_request,"As a user, I want to if it has an option to flip the data for night shift schedule workers, that would be great!, so that I can have a better experience."
Rubbish. Doesn't allow to export data. And why do you need access to my call logs?,Huawei Health,feature_request,"As a user, I want to rubbish. doesn't allow to export data. and why do you need access to my call logs?, so that I can have a better experience."
It's good I liked the heart rate and stress measuring but there r problems with step counter,Samsung Health,problem_report,"As a user, I want to it's good i liked the heart rate and stress measuring but there r problems with step counter, so that I can have a better experience."
Would give 4 but they took down a very vital feature like calorie management.,Samsung Health,feature_request,"As a user, I want to would give 4 but they took down a very vital feature like calorie management., so that I can have a better experience."
When i open app they said download huawai app gallery then i download that app but it doesn't work please solve this problem i have to use my honor band 4.,Huawei Health,problem_report,"As a user, I want to when i open app they said download huawai app gallery then i download that app but it doesn't work please solve this problem i have to use my honor band 4., so that I can have a better experience."
I am using huawei gt 2 This app has sooo disappointing watch faces.without any custom for faces.And it looks so poor and not in 3d model at all.samsung has more features and more customs for their watches and i have a bit of shame on you huawei,Huawei Health,feature_request,"As a user, I want to i am using huawei gt 2 this app has sooo disappointing watch faces.without any custom for faces.and it looks so poor and not in 3d model at all.samsung has more features and more customs for their watches and i have a bit of shame on you huawei, so that I can have a better experience."
3 messages in 4 hours now getting very annoying.stop it,Samsung Health,feature_request,"As a user, I want to 3 messages in 4 hours now getting very annoying.stop it, so that I can have a better experience."
Why does it not work on the Xiaomi MI4 phone? Seems strange that on a new phone it would not work. Does the phone software just need to be updated??,Garmin Connect,problem_report,"As a user, I want to why does it not work on the xiaomi mi4 phone? seems strange that on a new phone it would not work. does the phone software just need to be updated??, so that I can have a better experience."
"It's good but the Bluetooth connection with the band keeps falling and you have to go to the app to reconnect , and the band itself counts steps if you just move it in your hand !!",Huawei Health,problem_report,"As a user, I want to it's good but the bluetooth connection with the band keeps falling and you have to go to the app to reconnect , and the band itself counts steps if you just move it in your hand !!, so that I can have a better experience."
If u can fix the issues with huawei phones then i would give u 5 star but im really frustrated and annoyed by this problem which leads to my vivoactive hr being practically useless,Garmin Connect,problem_report,"As a user, I want to if u can fix the issues with huawei phones then i would give u 5 star but im really frustrated and annoyed by this problem which leads to my vivoactive hr being practically useless, so that I can have a better experience."
There is no option for check hear rate i can i manage this can you guide us ???,Samsung Health,feature_request,"As a user, I want to there is no option for check hear rate i can i manage this can you guide us ???, so that I can have a better experience."
Asks me everytime i turn my bluetooth on if im having trouble connecting. Needs to be fixed i use many other bluetooth device's,Garmin Connect,problem_report,"As a user, I want to asks me everytime i turn my bluetooth on if im having trouble connecting. needs to be fixed i use many other bluetooth device's, so that I can have a better experience."
I am not able to open this app on one plus7 .pls help,Huawei Health,problem_report,"As a user, I want to i am not able to open this app on one plus7 .pls help, so that I can have a better experience."
Without pairing step count continuously. Ultimately very high count different in watch and applications.,Huawei Health,problem_report,"As a user, I want to without pairing step count continuously. ultimately very high count different in watch and applications., so that I can have a better experience."
i have s6 edge but i can not delete the 2018 weekly summary records can u help ?,Samsung Health,problem_report,"As a user, I want to i have s6 edge but i can not delete the 2018 weekly summary records can u help ?, so that I can have a better experience."
Works very well. Changing my review from being very close to 5 stars to just 2. The newest update that removed the total by calendar month is horrible. Please bring it back. Don't like it at all.,Garmin Connect,feature_request,"As a user, I want to works very well. changing my review from being very close to 5 stars to just 2. the newest update that removed the total by calendar month is horrible. please bring it back. don't like it at all., so that I can have a better experience."
Tries to open files associated with other apps. Garmin is clueless about how their app behaves. Very virus-like activity.,Garmin Connect,feature_request,"As a user, I want to tries to open files associated with other apps. garmin is clueless about how their app behaves. very virus-like activity., so that I can have a better experience."
"App is great overall, but I would like a way to see the evelation of the route I made. Also, there's no way to add faces to the Band 4 Pro.",Huawei Health,feature_request,"As a user, I want to app is great overall, but i would like a way to see the evelation of the route i made. also, there's no way to add faces to the band 4 pro., so that I can have a better experience."
the app continues to show the running man and will not let me sign into my account to be able to sync,Garmin Connect,problem_report,"As a user, I want to the app continues to show the running man and will not let me sign into my account to be able to sync, so that I can have a better experience."
"Food tab is missing a barcode scanner for quick searching macronutrients, needs to add a target macro editing for Fats, Protein & Carbs",Samsung Health,feature_request,"As a user, I want to food tab is missing a barcode scanner for quick searching macronutrients, needs to add a target macro editing for fats, protein & carbs, so that I can have a better experience."
Great step counter and GPS but terrible sleep anyalse some mornings I wake up and look at my phone and it thinks I'm still skeeping....,Huawei Health,problem_report,"As a user, I want to great step counter and gps but terrible sleep anyalse some mornings i wake up and look at my phone and it thinks i'm still skeeping...., so that I can have a better experience."
"Dislike the dark interface theme, settings are clumsy with too many menus. Regular sync issues, tech support useless, I was emailed instructions by the operator who appeared poorly trained.",Garmin Connect,problem_report,"As a user, I want to dislike the dark interface theme, settings are clumsy with too many menus. regular sync issues, tech support useless, i was emailed instructions by the operator who appeared poorly trained., so that I can have a better experience."
The app is utterly useless as it is not recognised by my get 2 smartwatch rendering that a complete waste of money too.,Huawei Health,problem_report,"As a user, I want to the app is utterly useless as it is not recognised by my get 2 smartwatch rendering that a complete waste of money too., so that I can have a better experience."
My sleep data is not getting synced from band to app. How do I fix this. It's been three days I have bought the band.,Huawei Health,problem_report,"As a user, I want to my sleep data is not getting synced from band to app. how do i fix this. it's been three days i have bought the band., so that I can have a better experience."
Watch Faces is not loading. It always says server error even if I have a stable connection. This app is unreliable.,Huawei Health,problem_report,"As a user, I want to watch faces is not loading. it always says server error even if i have a stable connection. this app is unreliable., so that I can have a better experience."
"Why my band always disconnected if i close the app,but the app its still running in background",Huawei Health,problem_report,"As a user, I want to why my band always disconnected if i close the app,but the app its still running in background, so that I can have a better experience."
I had give this app 5 stars but I should take back one. Where is nutrition balance score after new update? I used to decide which snack to eat by adding it and see how the score changes before eating my snacks.,Samsung Health,feature_request,"As a user, I want to i had give this app 5 stars but i should take back one. where is nutrition balance score after new update? i used to decide which snack to eat by adding it and see how the score changes before eating my snacks., so that I can have a better experience."
"Not working now, requires Huawei Mobile services 4.0.0 app, which is not there in Google play.",Huawei Health,problem_report,"As a user, I want to not working now, requires huawei mobile services 4.0.0 app, which is not there in google play., so that I can have a better experience."
Great app. Love you can put in your food intake and stuff. Would give a 5  star if the step counting would work all the time. It doesn't work more  often than it does work so I don't have a good idea of the calories burned  and such.,Samsung Health,feature_request,"As a user, I want to great app. love you can put in your food intake and stuff. would give a 5  star if the step counting would work all the time. it doesn't work more  often than it does work so i don't have a good idea of the calories burned  and such., so that I can have a better experience."
I found out that Garmin got hacked. And had ransomware on there system. It took a while to get back to working.,Garmin Connect,problem_report,"As a user, I want to i found out that garmin got hacked. and had ransomware on there system. it took a while to get back to working., so that I can have a better experience."
Good app. But... There should a function to sync my data,Huawei Health,feature_request,"As a user, I want to good app. but... there should a function to sync my data, so that I can have a better experience."
Have bug and problem on notification panel...please check for solve this.thanks,Huawei Health,problem_report,"As a user, I want to have bug and problem on notification panel...please check for solve this.thanks, so that I can have a better experience."
"Excellent app but 1 thing for Huawei"" Honor Band 3 device"" can install the greek lanquage in next device firmware update...?",Huawei Health,feature_request,"As a user, I want to excellent app but 1 thing for huawei"" honor band 3 device"" can install the greek lanquage in next device firmware update...?, so that I can have a better experience."
Very good application. Everything is alright except navigating back to main page/my day page. Also finding some settings i.e. recording smart/par min is difficult. Make setting simple . It will be awesome.,Garmin Connect,feature_request,"As a user, I want to very good application. everything is alright except navigating back to main page/my day page. also finding some settings i.e. recording smart/par min is difficult. make setting simple . it will be awesome., so that I can have a better experience."
"there is no option in app for chane watch face style! i think u're limit some of option for some countries, and that is not fair! i Use the best model of huawei phone and smart watch but i can't use applicatins completely :(",Huawei Health,feature_request,"As a user, I want to there is no option in app for chane watch face style! i think u're limit some of option for some countries, and that is not fair! i use the best model of huawei phone and smart watch but i can't use applicatins completely :(, so that I can have a better experience."
"Pls add anothers wallpaper widgets that able to open app in basic page, or add/record workout directly",Samsung Health,feature_request,"As a user, I want to pls add anothers wallpaper widgets that able to open app in basic page, or add/record workout directly, so that I can have a better experience."
When everything works it is great. The weather app just suddenly decided to stop working. I didn't change anything on my phone or fitness tracker.,Garmin Connect,problem_report,"As a user, I want to when everything works it is great. the weather app just suddenly decided to stop working. i didn't change anything on my phone or fitness tracker., so that I can have a better experience."
I am unable to sync this with my galaxy 3,Garmin Connect,problem_report,"As a user, I want to i am unable to sync this with my galaxy 3, so that I can have a better experience."
Doesn't sync properly with my Samsung watch. It used to count all my steps but there's some issue after the update. it shows 11000 steps when my watch shows 15000 steps. I looked at all the settings but couldn't fix it.,Samsung Health,problem_report,"As a user, I want to doesn't sync properly with my samsung watch. it used to count all my steps but there's some issue after the update. it shows 11000 steps when my watch shows 15000 steps. i looked at all the settings but couldn't fix it., so that I can have a better experience."
"would be better if the recorded activities showed whether you are working in thezone or not, rather than average heart rate.",Garmin Connect,feature_request,"As a user, I want to would be better if the recorded activities showed whether you are working in thezone or not, rather than average heart rate., so that I can have a better experience."
I have a problem with honor band 5-33F the new update doesn't support it,Huawei Health,problem_report,"As a user, I want to i have a problem with honor band 5-33f the new update doesn't support it, so that I can have a better experience."
Why this app is giving wrong information on calories burnt so this app is not so good,Samsung Health,problem_report,"As a user, I want to why this app is giving wrong information on calories burnt so this app is not so good, so that I can have a better experience."
It's back working counting steps out of nowhere..  That was all my isssue and it's resolved now which is good..,Samsung Health,problem_report,"As a user, I want to it's back working counting steps out of nowhere..  that was all my isssue and it's resolved now which is good.., so that I can have a better experience."
Faces options / add new face etc have disappeared for my Huawei GT2. I cleared the cache etc with no luck. Please fix it asap,Huawei Health,problem_report,"As a user, I want to faces options / add new face etc have disappeared for my huawei gt2. i cleared the cache etc with no luck. please fix it asap, so that I can have a better experience."
Why Would an app want to control all of my phone calls?,Samsung Health,feature_request,"As a user, I want to why would an app want to control all of my phone calls?, so that I can have a better experience."
Do you actually read feedbacks? I've been reporting about the bugs in daily walking tab.,Huawei Health,problem_report,"As a user, I want to do you actually read feedbacks? i've been reporting about the bugs in daily walking tab., so that I can have a better experience."
won't connect until i remove app and reinstalle it very frustrating,Garmin Connect,problem_report,"As a user, I want to won't connect until i remove app and reinstalle it very frustrating, so that I can have a better experience."
I have GT watch in was the blutooth connected automaticlly..recently i hv to connect manually after while disconnected..pls fix it,Huawei Health,problem_report,"As a user, I want to i have gt watch in was the blutooth connected automaticlly..recently i hv to connect manually after while disconnected..pls fix it, so that I can have a better experience."
Not good at all. My monthly report for April shows the same stats which were there for March month. Recommended courses also does not work properly.,Huawei Health,problem_report,"As a user, I want to not good at all. my monthly report for april shows the same stats which were there for march month. recommended courses also does not work properly., so that I can have a better experience."
Last update made my Garmin S62 watch stop receiving notifications. Phone are connected correct but not getting any notifications at all,Garmin Connect,problem_report,"As a user, I want to last update made my garmin s62 watch stop receiving notifications. phone are connected correct but not getting any notifications at all, so that I can have a better experience."
"It's a great app, could be more supportive of other non Samsung devices such as scales. But otherwise love it.",Samsung Health,feature_request,"As a user, I want to it's a great app, could be more supportive of other non samsung devices such as scales. but otherwise love it., so that I can have a better experience."
Nice app needs a little more things that people that have handicap problems can do,Samsung Health,feature_request,"As a user, I want to nice app needs a little more things that people that have handicap problems can do, so that I can have a better experience."
I don't know why the my band gets disconnects automatically. And kindly try to enable the reply option to the notifications on honor band ES that will be much appreciated 🙂,Huawei Health,problem_report,"As a user, I want to i don't know why the my band gets disconnects automatically. and kindly try to enable the reply option to the notifications on honor band es that will be much appreciated 🙂, so that I can have a better experience."
Please enable auto pause of tracking the exercise while stopping in between an exercise and start tracking automatically once the exercise is resumed.,Huawei Health,feature_request,"As a user, I want to please enable auto pause of tracking the exercise while stopping in between an exercise and start tracking automatically once the exercise is resumed., so that I can have a better experience."
